currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
10,black.png,"Please make your choices as fast as possible.
You will be given a break at the end of each block.
Let's play!",,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.42672197252978,None,80.42672197252978,None,80.42672197252978,None,4,4.00179286475759,80.42672197252978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23911,2019_Sep_26_1612,Mmi_3levels,3.1.5,59.99136169494579,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.44493124529254,None,space,21.591828082106076,84.44493124529254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23911,2019_Sep_26_1612,Mmi_3levels,3.1.5,59.99136169494579,
,,,1,1,2.5,,,,,,,,,0,0,0,0,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.05320101394318,None,0.79,4.8112829845631495,109.07105606549885,None,4,1.7842421811074018,109.07105606549885,None,110.87173737329431,None,True,True,False,0.79,-0.20999999999999996,-0.20999999999999996,3.1499999999999995,2.5,-0.6499999999999995,0.9250000000000003,gamble,win,2.5,2.5,113.90622738120146,None,113.90622738120146,None,113.90622738120146,None,113.90622738120146,None,113.90622738120146,None,113.90622738120146,None,113.90622738120146,None,None,113.90622738120146,None,116.90733932214789,None,116.90733932214789,None,116.90733932214789,None,116.90733932214789,None,116.90733932214789,None,116.90733932214789,None,116.90733932214789,None,120.89224380406085,None,120.89224380406085,None,120.89224380406085,None,120.89224380406085,None,120.89224380406085,None,120.89224380406085,None,120.89224380406085,None,121.89258170605171,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23911,2019_Sep_26_1612,Mmi_3levels,3.1.5,59.99136169494579,
,,,1,1,0.9,,,,,,,,,0,0,0,0,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.79,-0.20999999999999996,-0.41999999999999993,3.3599999999999994,0.9,-2.4599999999999995,-0.7799999999999998,gamble,win,0.9,3.4,123.91002205957193,None,123.91002205957193,None,123.91002205957193,None,123.91002205957193,None,123.91002205957193,None,123.91002205957193,None,123.91002205957193,None,None,123.91002205957193,None,126.91120887652505,None,126.91120887652505,None,126.91120887652505,None,126.91120887652505,None,126.91120887652505,None,126.91120887652505,None,126.91120887652505,None,130.8960199233843,None,130.8960199233843,None,130.8960199233843,None,130.8960199233843,None,130.8960199233843,None,130.8960199233843,None,130.8960199233843,None,131.89640454296023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23911,2019_Sep_26_1612,Mmi_3levels,3.1.5,59.99136169494579,
,,,1,1,5.3,,,,,,,,,0,0,0,0,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.79,-0.20999999999999996,-0.6299999999999999,-0.7874999999999999,5.3,4.5125,2.25625,certain,certain,2.25625,5.65625,133.91383369709365,None,133.91383369709365,None,133.91383369709365,None,133.91383369709365,None,133.91383369709365,None,133.91383369709365,None,133.91383369709365,None,3,133.91383369709365,None,134.4640521495603,None,134.4640521495603,None,134.4640521495603,None,134.4640521495603,None,134.4640521495603,None,134.4640521495603,None,134.4640521495603,None,138.4489527916303,None,138.4489527916303,None,138.4489527916303,None,138.4489527916303,None,138.4489527916303,None,138.4489527916303,None,138.4489527916303,None,147.95258587866556,None,0.517120050615631,139.44933837116696,None,140.44971691106912,None,0.69,7.502759213442914,143.45086788991466,None,None,143.45086788991466,None,,,,,,,,,,,,,,,,,,,23911,2019_Sep_26_1612,Mmi_3levels,3.1.5,59.99136169494579,
,,,1,1,1.9,,,,,,,,,0,0,0,0,0,3,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.69,-0.31000000000000005,-0.94,5.280000000000001,1.9,-3.3800000000000012,-0.7400000000000007,gamble,win,1.9,7.55625,149.9699855943909,None,149.9699855943909,None,149.9699855943909,None,149.9699855943909,None,149.9699855943909,None,149.9699855943909,None,149.9699855943909,None,1,149.9699855943909,None,150.8869976826245,None,150.8869976826245,None,150.8869976826245,None,150.8869976826245,None,150.8869976826245,None,150.8869976826245,None,150.8869976826245,None,154.87188808526844,None,154.87188808526844,None,154.87188808526844,None,154.87188808526844,None,154.87188808526844,None,154.87188808526844,None,154.87188808526844,None,155.87227142497431,None,0.8839232859900221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23911,2019_Sep_26_1612,Mmi_3levels,3.1.5,59.99136169494579,
,,,1,1,5.7,,,,,,,,,0,0,0,0,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.69,-0.31000000000000005,-1.25,-1.189166666666667,5.7,4.510833333333333,2.2554166666666666,gamble,lose,4.510833333333333,12.067083333333333,157.8896769003477,None,157.8896769003477,None,157.8896769003477,None,157.8896769003477,None,157.8896769003477,None,157.8896769003477,None,157.8896769003477,None,1,157.8896769003477,None,160.35732341895346,None,160.35732341895346,None,160.35732341895346,None,160.35732341895346,None,160.35732341895346,None,160.35732341895346,None,160.35732341895346,None,164.3421136669349,None,164.3421136669349,None,164.3421136669349,None,164.3421136669349,None,164.3421136669349,None,164.3421136669349,None,164.3421136669349,None,173.84579731128179,None,2.4345276379026473,165.342570602661,None,166.3428611472482,None,0.83,7.502817130298354,169.3441071610432,None,None,169.3441071610432,None,,,,,,,,,,,,,,,,,,,23911,2019_Sep_26_1612,Mmi_3levels,3.1.5,59.99136169494579,
,,,1,1,13.5,,,,,,,,,0,0,0,0,0,5,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.83,-0.17000000000000004,-1.42,-0.7133333333333335,13.5,12.786666666666667,6.3933333333333335,gamble,lose,12.786666666666667,24.853749999999998,175.8632149460027,None,175.8632149460027,None,175.8632149460027,None,175.8632149460027,None,175.8632149460027,None,175.8632149460027,None,175.8632149460027,None,1,175.8632149460027,None,177.48055239301175,None,177.48055239301175,None,177.48055239301175,None,177.48055239301175,None,177.48055239301175,None,177.48055239301175,None,177.48055239301175,None,181.4820739122806,None,181.4820739122806,None,181.4820739122806,None,181.4820739122806,None,181.4820739122806,None,181.4820739122806,None,181.4820739122806,None,182.46574133983813,None,1.5842476846883073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23911,2019_Sep_26_1612,Mmi_3levels,3.1.5,59.99136169494579,
,,,1,1,1.7,,,,,,,,,0,0,0,0,0,6,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.83,-0.17000000000000004,-1.5899999999999999,3.9700000000000006,1.7,-2.2700000000000005,-0.28500000000000025,gamble,win,1.7,26.553749999999997,184.48317465372384,None,184.48317465372384,None,184.48317465372384,None,184.48317465372384,None,184.48317465372384,None,184.48317465372384,None,184.48317465372384,None,1,184.48317465372384,None,187.20088628889062,None,187.20088628889062,None,187.20088628889062,None,187.20088628889062,None,187.20088628889062,None,187.20088628889062,None,187.20088628889062,None,191.20241644768976,None,191.20241644768976,None,191.20241644768976,None,191.20241644768976,None,191.20241644768976,None,191.20241644768976,None,191.20241644768976,None,192.18612355308142,None,2.684628272545524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23911,2019_Sep_26_1612,Mmi_3levels,3.1.5,59.99136169494579,
,,,1,1,8.1,,,,,,,,,0,0,0,0,0,7,7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.83,-0.17000000000000004,-1.7599999999999998,4.140000000000001,8.1,3.959999999999999,1.9799999999999995,gamble,win,8.1,34.653749999999995,194.20356454665307,None,194.20356454665307,None,194.20356454665307,None,194.20356454665307,None,194.20356454665307,None,194.20356454665307,None,194.20356454665307,None,1,194.20356454665307,None,195.60409943026025,None,195.60409943026025,None,195.60409943026025,None,195.60409943026025,None,195.60409943026025,None,195.60409943026025,None,195.60409943026025,None,199.5889581545489,None,199.5889581545489,None,199.5889581545489,None,199.5889581545489,None,199.5889581545489,None,199.5889581545489,None,199.5889581545489,None,209.09263923903927,None,1.3674473611172289,200.58938213204965,None,201.58977123140357,None,0.9,7.502865127869882,204.59086877305526,None,None,204.59086877305526,None,,,,,,,,,,,,,,,,,,,23911,2019_Sep_26_1612,Mmi_3levels,3.1.5,59.99136169494579,
,,,1,1,12.9,,,,,,,,,0,0,0,0,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.9,-0.09999999999999998,-1.8599999999999999,3.26,12.9,9.64,4.82,gamble,win,12.9,47.553749999999994,211.13131142477505,None,211.13131142477505,None,211.13131142477505,None,211.13131142477505,None,211.13131142477505,None,211.13131142477505,None,211.13131142477505,None,1,211.13131142477505,None,212.22709417680744,None,212.22709417680744,None,212.22709417680744,None,212.22709417680744,None,212.22709417680744,None,212.22709417680744,None,212.22709417680744,None,216.21197881968692,None,216.21197881968692,None,216.21197881968692,None,216.21197881968692,None,216.21197881968692,None,216.21197881968692,None,216.21197881968692,None,217.2123378405813,None,1.0627179484581575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23911,2019_Sep_26_1612,Mmi_3levels,3.1.5,59.99136169494579,
,,,1,1,0.1,,,,,,,,,0,0,0,0,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.9,-0.09999999999999998,-1.96,3.3599999999999994,0.1,-3.2599999999999993,-1.5799999999999996,certain,certain,-1.5799999999999996,45.973749999999995,219.22984411066864,None,219.22984411066864,None,219.22984411066864,None,219.22984411066864,None,219.22984411066864,None,219.22984411066864,None,219.22984411066864,None,3,219.22984411066864,None,221.59739834617358,None,221.59739834617358,None,221.59739834617358,None,221.59739834617358,None,221.59739834617358,None,221.59739834617358,None,221.59739834617358,None,225.58229706832208,None,225.58229706832208,None,225.58229706832208,None,225.58229706832208,None,225.58229706832208,None,225.58229706832208,None,225.58229706832208,None,235.08587863808498,None,2.334450074005872,226.58261161169503,None,227.58297959214542,None,0.83,7.502841448993422,230.58414593013003,None,None,230.58414593013003,None,,,,,,,,,,,,,,,,,,,23911,2019_Sep_26_1612,Mmi_3levels,3.1.5,59.99136169494579,
,,,1,1,11.9,,,,,,,,,0,0,0,0,0,10,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.83,-0.17000000000000004,-2.13,-0.7725000000000002,11.9,11.1275,5.56375,gamble,lose,11.1275,57.10124999999999,237.10335131001193,None,237.10335131001193,None,237.10335131001193,None,237.10335131001193,None,237.10335131001193,None,237.10335131001193,None,237.10335131001193,None,1,237.10335131001193,None,238.33708065422252,None,238.33708065422252,None,238.33708065422252,None,238.33708065422252,None,238.33708065422252,None,238.33708065422252,None,238.33708065422252,None,242.32198225625325,None,242.32198225625325,None,242.32198225625325,None,242.32198225625325,None,242.32198225625325,None,242.32198225625325,None,242.32198225625325,None,243.32239279453643,None,1.2006491814972833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23911,2019_Sep_26_1612,Mmi_3levels,3.1.5,59.99136169494579,
,,,1,1,8.5,,,,,,,,,0,0,0,0,0,11,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.83,-0.17000000000000004,-2.3,-0.7866666666666668,8.5,7.713333333333333,3.8566666666666665,gamble,lose,7.713333333333333,64.81458333333333,245.33978259074502,None,245.33978259074502,None,245.33978259074502,None,245.33978259074502,None,245.33978259074502,None,245.33978259074502,None,245.33978259074502,None,1,245.33978259074502,None,246.45685541187413,None,246.45685541187413,None,246.45685541187413,None,246.45685541187413,None,246.45685541187413,None,246.45685541187413,None,246.45685541187413,None,250.44170389673673,None,250.44170389673673,None,250.44170389673673,None,250.44170389673673,None,250.44170389673673,None,250.44170389673673,None,250.44170389673673,None,259.9453421033686,None,1.0840960128698498,251.44210067566019,None,252.44251793343574,None,1.0,7.502730094944127,255.44823890959378,None,None,255.44823890959378,None,,,,,,,,,,,,,,,,,,,23911,2019_Sep_26_1612,Mmi_3levels,3.1.5,59.99136169494579,
,,,1,1,11.7,,,,,,,,,0,0,0,0,0,12,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,-2.3,2.3,11.7,9.399999999999999,4.699999999999999,gamble,win,11.7,76.51458333333333,261.9628298145253,None,261.9628298145253,None,261.9628298145253,None,261.9628298145253,None,261.9628298145253,None,261.9628298145253,None,261.9628298145253,None,1,261.9628298145253,None,262.89647077943664,None,262.89647077943664,None,262.89647077943664,None,262.89647077943664,None,262.89647077943664,None,262.89647077943664,None,262.89647077943664,None,266.89810013293754,None,266.89810013293754,None,266.89810013293754,None,266.89810013293754,None,266.89810013293754,None,266.89810013293754,None,266.89810013293754,None,267.8817614808213,None,0.9006548773031682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23911,2019_Sep_26_1612,Mmi_3levels,3.1.5,59.99136169494579,
