currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,blockHappyResp.rt,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,1,1,1.5,,,,,,,,,0,0,0,0,0,20,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.54,-0.45999999999999996,-9.359999999999996,15.799999999999995,1.5,-14.299999999999995,-6.399999999999998,certain,certain,-6.399999999999998,118.51750000000004,427.9321588037237,None,427.9321588037237,None,427.9321588037237,None,427.9321588037237,None,427.9321588037237,None,427.9321588037237,None,427.9321588037237,None,3,427.9321588037237,None,430.64987715852476,None,430.64987715852476,None,430.64987715852476,None,430.64987715852476,None,430.64987715852476,None,430.64987715852476,None,430.64987715852476,None,434.65141435686746,None,434.65141435686746,None,434.65141435686746,None,434.65141435686746,None,434.65141435686746,None,434.65141435686746,None,434.65141435686746,None,435.6351009834325,None,2.6848321017205308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,1,1,12.7,,,,,,,,,0,0,0,0,0,21,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.54,-0.45999999999999996,-9.819999999999997,-2.428333333333333,12.7,10.271666666666667,5.135833333333333,gamble,lose,10.271666666666667,128.78916666666672,437.652539417104,None,437.652539417104,None,437.652539417104,None,437.652539417104,None,437.652539417104,None,437.652539417104,None,437.652539417104,None,1,437.652539417104,None,439.20317768719906,None,439.20317768719906,None,439.20317768719906,None,439.20317768719906,None,439.20317768719906,None,439.20317768719906,None,439.20317768719906,None,443.2046550487212,None,443.2046550487212,None,443.2046550487212,None,443.2046550487212,None,443.2046550487212,None,443.2046550487212,None,443.2046550487212,None,452.6916067818456,None,1.5175376283987134,444.18846710862636,None,445.18878997147476,None,0.54,7.5027643331595755,448.1898817534784,None,None,448.1898817534784,None,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,1,1,8.7,,,,,,,,,0,0,0,0,0,22,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.54,-0.45999999999999996,-10.279999999999998,16.72,8.7,-8.02,0.33999999999999986,gamble,win,8.7,137.4891666666667,454.70904201568555,None,454.70904201568555,None,454.70904201568555,None,454.70904201568555,None,454.70904201568555,None,454.70904201568555,None,454.70904201568555,None,None,454.70904201568555,None,457.7101888347679,None,457.7101888347679,None,457.7101888347679,None,457.7101888347679,None,457.7101888347679,None,457.7101888347679,None,457.7101888347679,None,461.6950453191894,None,461.6950453191894,None,461.6950453191894,None,461.6950453191894,None,461.6950453191894,None,461.6950453191894,None,461.6950453191894,None,462.6954241790663,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,1,1,8.1,,,,,,,,,0,0,0,0,0,23,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.54,-0.45999999999999996,-10.739999999999998,-2.505,8.1,5.595,2.7975,gamble,lose,5.595,143.0841666666667,464.712907090372,None,464.712907090372,None,464.712907090372,None,464.712907090372,None,464.712907090372,None,464.712907090372,None,464.712907090372,None,1,464.712907090372,None,465.9800113017991,None,465.9800113017991,None,465.9800113017991,None,465.9800113017991,None,465.9800113017991,None,465.9800113017991,None,465.9800113017991,None,469.9815913778657,None,469.9815913778657,None,469.9815913778657,None,469.9815913778657,None,469.9815913778657,None,469.9815913778657,None,469.9815913778657,None,479.4851569484599,None,1.250516932541359,470.9819193604417,None,471.9822934205731,None,0.52,7.502767532991129,474.9834239205193,None,None,474.9834239205193,None,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,1,1,8.3,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.52,-0.48,-11.219999999999999,17.939999999999998,8.3,-9.639999999999997,-0.6699999999999982,gamble,win,8.3,151.38416666666672,481.50264497949684,None,481.50264497949684,None,481.50264497949684,None,481.50264497949684,None,481.50264497949684,None,481.50264497949684,None,481.50264497949684,None,1,481.50264497949684,None,484.120235213104,None,484.120235213104,None,484.120235213104,None,484.120235213104,None,484.120235213104,None,484.120235213104,None,484.120235213104,None,488.12179193041084,None,488.12179193041084,None,488.12179193041084,None,488.12179193041084,None,488.12179193041084,None,488.12179193041084,None,488.12179193041084,None,489.1054894363988,None,2.5844780725237797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,1,1,11.5,,,,,,,,,0,0,0,0,0,25,25,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.52,-0.48,-11.7,18.419999999999998,11.5,-6.919999999999998,-3.459999999999999,gamble,win,11.5,162.88416666666672,491.1229774674357,None,491.1229774674357,None,491.1229774674357,None,491.1229774674357,None,491.1229774674357,None,491.1229774674357,None,491.1229774674357,None,1,491.1229774674357,None,493.77391056986744,None,493.77391056986744,None,493.77391056986744,None,493.77391056986744,None,493.77391056986744,None,493.77391056986744,None,493.77391056986744,None,497.77546856710615,None,497.77546856710615,None,497.77546856710615,None,497.77546856710615,None,497.77546856710615,None,497.77546856710615,None,497.77546856710615,None,498.7591830321944,None,2.6178660589539504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,1,1,6.9,,,,,,,,,0,0,0,0,0,26,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.52,-0.48,-12.18,18.9,6.9,-11.999999999999998,-2.549999999999999,gamble,win,6.9,169.78416666666672,500.7765824279413,None,500.7765824279413,None,500.7765824279413,None,500.7765824279413,None,500.7765824279413,None,500.7765824279413,None,500.7765824279413,None,None,500.7765824279413,None,503.77775836547517,None,503.77775836547517,None,503.77775836547517,None,503.77775836547517,None,503.77775836547517,None,503.77775836547517,None,503.77775836547517,None,507.7793931586348,None,507.7793931586348,None,507.7793931586348,None,507.7793931586348,None,507.7793931586348,None,507.7793931586348,None,507.7793931586348,None,517.2662386574011,None,,508.7629898699779,None,509.76337704941034,None,0.53,7.50277681249645,512.7645030695967,None,None,512.7645030695967,None,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,13.1,,,,,,,,,0,1,1,1,0,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.9013367609878,None,0.5,5.433046436570294,524.9191399752817,None,4,524.9191399752817,None,527.3368179482277,None,False,False,True,0.5,0.5,0.5,1.7916666666666667,3.275,1.4833333333333332,0.7416666666666666,gamble,win,3.275,173.05916666666673,530.3712372398768,None,530.3712372398768,None,530.3712372398768,None,530.3712372398768,None,530.3712372398768,None,530.3712372398768,None,530.3712372398768,None,1,530.3712372398768,None,533.3223659159194,None,533.3223659159194,None,533.3223659159194,None,533.3223659159194,None,533.3223659159194,None,533.3223659159194,None,533.3223659159194,None,537.3073113556202,None,537.3073113556202,None,537.3073113556202,None,537.3073113556202,None,537.3073113556202,None,537.3073113556202,None,537.3073113556202,None,538.3075939006085,None,2.91803603392691,,,,,,,,,,,,519.2669950972195,None,4,2.61788205810808,519.2669950972195,None,2.401188288880803,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,-0.3,,,,,,,,,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.5,0.5,1.0,-8.0,-0.3,-8.3,-4.300000000000001,certain,certain,-4.300000000000001,168.75916666666672,540.3250342541796,None,540.3250342541796,None,540.3250342541796,None,540.3250342541796,None,540.3250342541796,None,540.3250342541796,None,540.3250342541796,None,3,540.3250342541796,None,542.4258384994573,None,542.4258384994573,None,542.4258384994573,None,542.4258384994573,None,542.4258384994573,None,542.4258384994573,None,542.4258384994573,None,546.4273600186352,None,546.4273600186352,None,546.4273600186352,None,546.4273600186352,None,546.4273600186352,None,546.4273600186352,None,546.4273600186352,None,555.9143239111108,None,2.0677170428716636,547.4111224811713,None,548.4114488638334,None,0.49,7.502724015303102,551.4125752040018,None,None,551.4125752040018,None,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,8.7,,,,,,,,,0,1,1,1,0,2,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.49,0.49,1.49,-8.35,8.7,0.34999999999999964,0.17499999999999982,gamble,lose,0.34999999999999964,169.1091666666667,557.9317450656999,None,557.9317450656999,None,557.9317450656999,None,557.9317450656999,None,557.9317450656999,None,557.9317450656999,None,557.9317450656999,None,1,557.9317450656999,None,559.5491298702182,None,559.5491298702182,None,559.5491298702182,None,559.5491298702182,None,559.5491298702182,None,559.5491298702182,None,559.5491298702182,None,563.5338778804035,None,563.5338778804035,None,563.5338778804035,None,563.5338778804035,None,563.5338778804035,None,563.5338778804035,None,563.5338778804035,None,564.5343684143481,None,1.584351679237443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,4.9,,,,,,,,,0,1,1,1,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.49,0.49,1.98,-8.84,4.9,-3.9399999999999995,0.4800000000000004,certain,certain,0.4800000000000004,169.5891666666667,566.5517028535432,None,566.5517028535432,None,566.5517028535432,None,566.5517028535432,None,566.5517028535432,None,566.5517028535432,None,566.5517028535432,None,3,566.5517028535432,None,568.4857754756049,None,568.4857754756049,None,568.4857754756049,None,568.4857754756049,None,568.4857754756049,None,568.4857754756049,None,568.4857754756049,None,572.4873440322845,None,572.4873440322845,None,572.4873440322845,None,572.4873440322845,None,572.4873440322845,None,572.4873440322845,None,572.4873440322845,None,581.9742490478893,None,1.9009447818134504,573.4710332187133,None,574.4713768804577,None,0.48,7.5027902517795155,577.4725160199487,None,None,577.4725160199487,None,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,2.7,,,,,,,,,0,1,1,1,0,4,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.48,0.48,2.46,-9.18,2.7,-6.4799999999999995,-1.8899999999999997,gamble,lose,-6.4799999999999995,163.1091666666667,583.9916855616611,None,583.9916855616611,None,583.9916855616611,None,583.9916855616611,None,583.9916855616611,None,583.9916855616611,None,583.9916855616611,None,None,583.9916855616611,None,586.9928339806575,None,586.9928339806575,None,586.9928339806575,None,586.9928339806575,None,586.9928339806575,None,586.9928339806575,None,586.9928339806575,None,590.9943545398855,None,590.9943545398855,None,590.9943545398855,None,590.9943545398855,None,590.9943545398855,None,590.9943545398855,None,590.9943545398855,None,591.9780600454469,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,1.5,,,,,,,,,0,1,1,1,0,5,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.48,0.48,2.94,-9.66,1.5,-8.16,-3.33,certain,certain,-3.33,159.7791666666667,593.9954955992725,None,593.9954955992725,None,593.9954955992725,None,593.9954955992725,None,593.9954955992725,None,593.9954955992725,None,593.9954955992725,None,3,593.9954955992725,None,596.1296203145685,None,596.1296203145685,None,596.1296203145685,None,596.1296203145685,None,596.1296203145685,None,596.1296203145685,None,596.1296203145685,None,600.1144969579182,None,600.1144969579182,None,600.1144969579182,None,600.1144969579182,None,600.1144969579182,None,600.1144969579182,None,600.1144969579182,None,601.1148802975586,None,2.1008746415391215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,7.7,,,,,,,,,0,1,1,1,0,6,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.48,0.48,3.42,-10.14,7.7,-2.4400000000000004,-1.2200000000000002,gamble,lose,-2.4400000000000004,157.3391666666667,603.1323177712766,None,603.1323177712766,None,603.1323177712766,None,603.1323177712766,None,603.1323177712766,None,603.1323177712766,None,603.1323177712766,None,None,603.1323177712766,None,606.1334716299862,None,606.1334716299862,None,606.1334716299862,None,606.1334716299862,None,606.1334716299862,None,606.1334716299862,None,606.1334716299862,None,610.1350024286694,None,610.1350024286694,None,610.1350024286694,None,610.1350024286694,None,610.1350024286694,None,610.1350024286694,None,610.1350024286694,None,619.6219698409586,None,,611.1186957748796,None,612.1190819943622,None,0.5,7.502828329757904,615.1202883302831,None,None,615.1202883302831,None,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,1.3,,,,,,,,,0,1,1,1,0,7,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.5,0.5,3.92,-10.92,1.3,-9.62,-4.159999999999999,gamble,lose,-9.62,147.7191666666667,621.6394313134078,None,621.6394313134078,None,621.6394313134078,None,621.6394313134078,None,621.6394313134078,None,621.6394313134078,None,621.6394313134078,None,1,621.6394313134078,None,623.8902368706149,None,623.8902368706149,None,623.8902368706149,None,623.8902368706149,None,623.8902368706149,None,623.8902368706149,None,623.8902368706149,None,627.8917590297569,None,627.8917590297569,None,627.8917590297569,None,627.8917590297569,None,627.8917590297569,None,627.8917590297569,None,627.8917590297569,None,628.875464535322,None,2.217698515854863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,0.1,,,,,,,,,0,1,1,1,0,8,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.5,0.5,4.42,2.118333333333333,0.025,-2.0933333333333333,-1.0341666666666667,gamble,win,0.025,147.7441666666667,630.8929058488393,None,630.8929058488393,None,630.8929058488393,None,630.8929058488393,None,630.8929058488393,None,630.8929058488393,None,630.8929058488393,None,None,630.8929058488393,None,633.8940520279539,None,633.8940520279539,None,633.8940520279539,None,633.8940520279539,None,633.8940520279539,None,633.8940520279539,None,633.8940520279539,None,637.8789024327016,None,637.8789024327016,None,637.8789024327016,None,637.8789024327016,None,637.8789024327016,None,637.8789024327016,None,637.8789024327016,None,647.3825707178403,None,,638.8793020914709,None,639.8796639922475,None,0.5,7.502622900668939,642.8808415296953,None,None,642.8808415296953,None,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,12.1,,,,,,,,,0,1,1,1,0,9,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.5,0.5,4.92,-11.92,12.1,0.17999999999999972,0.08999999999999986,gamble,lose,0.17999999999999972,147.9241666666667,649.3999624339922,None,649.3999624339922,None,649.3999624339922,None,649.3999624339922,None,649.3999624339922,None,649.3999624339922,None,649.3999624339922,None,1,649.3999624339922,None,650.5504414805473,None,650.5504414805473,None,650.5504414805473,None,650.5504414805473,None,650.5504414805473,None,650.5504414805473,None,650.5504414805473,None,654.5353043646319,None,654.5353043646319,None,654.5353043646319,None,654.5353043646319,None,654.5353043646319,None,654.5353043646319,None,654.5353043646319,None,655.5357225824155,None,1.1173617657441355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,4.1,,,,,,,,,0,1,1,1,0,10,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.5,0.5,5.42,-12.42,4.1,-8.32,-2.1100000000000003,certain,certain,-2.1100000000000003,145.8141666666667,657.5530768605568,None,657.5530768605568,None,657.5530768605568,None,657.5530768605568,None,657.5530768605568,None,657.5530768605568,None,657.5530768605568,None,3,657.5530768605568,None,659.5204926714287,None,659.5204926714287,None,659.5204926714287,None,659.5204926714287,None,659.5204926714287,None,659.5204926714287,None,659.5204926714287,None,663.5053421162265,None,663.5053421162265,None,663.5053421162265,None,663.5053421162265,None,663.5053421162265,None,663.5053421162265,None,663.5053421162265,None,664.5057280157271,None,1.934326688566216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,12.5,,,,,,,,,0,1,1,1,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.5,0.5,5.92,-12.92,12.5,-0.41999999999999993,-0.20999999999999996,gamble,lose,-0.41999999999999993,145.3941666666667,666.5231581298394,None,666.5231581298394,None,666.5231581298394,None,666.5231581298394,None,666.5231581298394,None,666.5231581298394,None,666.5231581298394,None,1,666.5231581298394,None,668.8740626897888,None,668.8740626897888,None,668.8740626897888,None,668.8740626897888,None,668.8740626897888,None,668.8740626897888,None,668.8740626897888,None,672.8755973282678,None,672.8755973282678,None,672.8755973282678,None,672.8755973282678,None,672.8755973282678,None,672.8755973282678,None,672.8755973282678,None,682.3625442616467,None,2.3178167175756244,673.8593415517753,None,674.8596762539964,None,0.48,7.502929444388428,677.8608489916987,None,None,677.8608489916987,None,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,10.5,,,,,,,,,0,1,1,1,0,12,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.48,0.48,6.4,2.2133333333333334,2.625,0.4116666666666666,1.5183333333333333,gamble,win,2.625,148.0191666666667,684.3799718158953,None,684.3799718158953,None,684.3799718158953,None,684.3799718158953,None,684.3799718158953,None,684.3799718158953,None,684.3799718158953,None,1,684.3799718158953,None,685.5304105445903,None,685.5304105445903,None,685.5304105445903,None,685.5304105445903,None,685.5304105445903,None,685.5304105445903,None,685.5304105445903,None,689.5152615893021,None,689.5152615893021,None,689.5152615893021,None,689.5152615893021,None,689.5152615893021,None,689.5152615893021,None,689.5152615893021,None,690.5156990060677,None,1.1174324819876347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,-1.1,,,,,,,,,0,1,1,1,0,13,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.48,0.48,6.880000000000001,2.2533333333333334,-0.275,-2.5283333333333333,-1.4016666666666666,certain,certain,-1.4016666666666666,146.61750000000004,692.5330836825924,None,692.5330836825924,None,692.5330836825924,None,692.5330836825924,None,692.5330836825924,None,692.5330836825924,None,692.5330836825924,None,3,692.5330836825924,None,694.3671132989402,None,694.3671132989402,None,694.3671132989402,None,694.3671132989402,None,694.3671132989402,None,694.3671132989402,None,694.3671132989402,None,698.368637697964,None,698.368637697964,None,698.368637697964,None,698.368637697964,None,698.368637697964,None,698.368637697964,None,698.368637697964,None,707.8555926309164,None,1.8009664126657299,699.3523512031024,None,700.3527348627213,None,0.47,7.5027870519516,703.3538644027212,None,None,703.3538644027212,None,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,13.9,,,,,,,,,0,1,1,1,0,14,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.47,0.47,7.3500000000000005,2.2575000000000003,3.475,1.2174999999999998,0.6087499999999999,gamble,win,3.475,150.09250000000003,709.8730275447742,None,709.8730275447742,None,709.8730275447742,None,709.8730275447742,None,709.8730275447742,None,709.8730275447742,None,709.8730275447742,None,1,709.8730275447742,None,711.1902026964308,None,711.1902026964308,None,711.1902026964308,None,711.1902026964308,None,711.1902026964308,None,711.1902026964308,None,711.1902026964308,None,715.1750198229456,None,715.1750198229456,None,715.1750198229456,None,715.1750198229456,None,715.1750198229456,None,715.1750198229456,None,715.1750198229456,None,716.1754668391986,None,1.2840809096196608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,6.5,,,,,,,,,0,1,1,1,0,15,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.47,0.47,7.82,-14.4,6.5,-7.9,-0.7000000000000002,certain,certain,-0.7000000000000002,149.39250000000004,718.1929126324794,None,718.1929126324794,None,718.1929126324794,None,718.1929126324794,None,718.1929126324794,None,718.1929126324794,None,718.1929126324794,None,3,718.1929126324794,None,719.5934523158103,None,719.5934523158103,None,719.5934523158103,None,719.5934523158103,None,719.5934523158103,None,719.5934523158103,None,719.5934523158103,None,723.5949335171281,None,723.5949335171281,None,723.5949335171281,None,723.5949335171281,None,723.5949335171281,None,723.5949335171281,None,723.5949335171281,None,733.0818826903887,None,1.3674352018424543,724.578640622607,None,725.5790191625019,None,0.44,7.502778732396109,728.5801538222258,None,None,728.5801538222258,None,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
,,,2,0,13.7,,,,,,,,,0,1,1,1,0,16,16,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.44,0.44,8.26,-14.42,13.7,-0.7200000000000006,-0.3600000000000003,gamble,lose,-0.7200000000000006,148.67250000000004,735.0993176042466,None,735.0993176042466,None,735.0993176042466,None,735.0993176042466,None,735.0993176042466,None,735.0993176042466,None,735.0993176042466,None,1,735.0993176042466,None,737.5502546104726,None,737.5502546104726,None,737.5502546104726,None,737.5502546104726,None,737.5502546104726,None,737.5502546104726,None,737.5502546104726,None,741.5517745297366,None,741.5517745297366,None,741.5517745297366,None,741.5517745297366,None,741.5517745297366,None,741.5517745297366,None,741.5517745297366,None,742.5355837097923,None,2.417846923970501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24259,2020_Jan_21_1528,Mmi_3levels,3.1.5,60.0695424194711,
