currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.rt,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,blockHappyResp.rt,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,2,0,7.3,,,,,,,,,0,1,1,1,0,20,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.44,0.44,10.41,2.4075,1.825,-0.5825000000000002,0.6212499999999999,certain,certain,0.6212499999999999,-49.57249999999999,799.4042617529049,None,799.4042617529049,None,799.4042617529049,None,799.4042617529049,None,799.4042617529049,None,799.4042617529049,None,799.4042617529049,None,3,1.2174612001981586,799.4042617529049,None,800.6547729290323,None,800.6547729290323,None,800.6547729290323,None,800.6547729290323,None,800.6547729290323,None,800.6547729290323,None,800.6547729290323,None,804.6396110773785,None,804.6396110773785,None,804.6396110773785,None,804.6396110773785,None,804.6396110773785,None,804.6396110773785,None,804.6396110773785,None,814.1433539425489,None,805.6400139385951,None,806.6404116799822,None,0.44,7.502794109459501,809.6415815453511,None,None,809.6415815453511,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,9.3,,,,,,,,,0,1,1,1,0,21,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.44,0.44,10.85,-17.009999999999998,9.3,-7.709999999999997,0.7950000000000017,gamble,lose,-7.709999999999997,-57.282499999999985,816.1608635244775,None,816.1608635244775,None,816.1608635244775,None,816.1608635244775,None,816.1608635244775,None,816.1608635244775,None,816.1608635244775,None,1,1.617468431883026,816.1608635244775,None,817.8114408095134,None,817.8114408095134,None,817.8114408095134,None,817.8114408095134,None,817.8114408095134,None,817.8114408095134,None,817.8114408095134,None,821.7962927172193,None,821.7962927172193,None,821.7962927172193,None,821.7962927172193,None,821.7962927172193,None,821.7962927172193,None,821.7962927172193,None,822.7966568602133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,6.9,,,,,,,,,0,1,1,1,0,22,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.44,0.44,11.29,2.4808333333333334,1.725,-0.7558333333333334,0.48458333333333337,certain,certain,0.48458333333333337,-56.79791666666665,824.8141811614623,None,824.8141811614623,None,824.8141811614623,None,824.8141811614623,None,824.8141811614623,None,824.8141811614623,None,824.8141811614623,None,3,1.3673815559013747,824.8141811614623,None,826.2146526914439,None,826.2146526914439,None,826.2146526914439,None,826.2146526914439,None,826.2146526914439,None,826.2146526914439,None,826.2146526914439,None,830.216297094652,None,830.216297094652,None,830.216297094652,None,830.216297094652,None,830.216297094652,None,830.216297094652,None,830.216297094652,None,839.7032010664698,None,831.1999224996543,None,832.2003535195254,None,0.53,7.502765950805042,835.2015089855413,None,None,835.2015089855413,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,12.9,,,,,,,,,0,1,1,1,0,23,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.53,0.53,11.819999999999999,-19.24,12.9,-6.339999999999998,-3.169999999999999,gamble,lose,-6.339999999999998,-63.13791666666665,841.7207212079084,None,841.7207212079084,None,841.7207212079084,None,841.7207212079084,None,841.7207212079084,None,841.7207212079084,None,841.7207212079084,None,1,1.1839754047105089,841.7207212079084,None,842.9378163452493,None,842.9378163452493,None,842.9378163452493,None,842.9378163452493,None,842.9378163452493,None,842.9378163452493,None,842.9378163452493,None,846.9394133906462,None,846.9394133906462,None,846.9394133906462,None,846.9394133906462,None,846.9394133906462,None,846.9394133906462,None,846.9394133906462,None,847.9230778338388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,2.7,,,,,,,,,0,1,1,1,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.53,0.53,12.349999999999998,-19.769999999999996,2.7,-17.069999999999997,-7.184999999999999,gamble,lose,-17.069999999999997,-80.20791666666665,849.940520858916,None,849.940520858916,None,849.940520858916,None,849.940520858916,None,849.940520858916,None,849.940520858916,None,849.940520858916,None,1,1.234110982331913,849.940520858916,None,851.2077515738783,None,851.2077515738783,None,851.2077515738783,None,851.2077515738783,None,851.2077515738783,None,851.2077515738783,None,851.2077515738783,None,855.2092391843908,None,855.2092391843908,None,855.2092391843908,None,855.2092391843908,None,855.2092391843908,None,855.2092391843908,None,855.2092391843908,None,856.1930041028536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,13.5,,,,,,,,,0,1,1,1,0,25,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.53,0.53,12.879999999999997,-20.299999999999997,13.5,-6.799999999999997,-3.3999999999999986,gamble,lose,-6.799999999999997,-87.00791666666665,858.2104004101129,None,858.2104004101129,None,858.2104004101129,None,858.2104004101129,None,858.2104004101129,None,858.2104004101129,None,858.2104004101129,None,1,1.217452880635392,858.2104004101129,None,859.4609435847378,None,859.4609435847378,None,859.4609435847378,None,859.4609435847378,None,859.4609435847378,None,859.4609435847378,None,859.4609435847378,None,863.4624628737802,None,863.4624628737802,None,863.4624628737802,None,863.4624628737802,None,863.4624628737802,None,863.4624628737802,None,863.4624628737802,None,872.9495057191234,None,864.4461938738241,None,865.4465848956024,None,0.42,7.502825787989423,868.4477666003513,None,None,868.4477666003513,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,9.5,,,,,,,,,0,1,1,1,0,26,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.42,0.42,13.299999999999997,-19.179999999999996,9.5,-9.679999999999996,-0.08999999999999808,gamble,lose,-9.679999999999996,-96.68791666666664,874.9669061861932,None,874.9669061861932,None,874.9669061861932,None,874.9669061861932,None,874.9669061861932,None,874.9669061861932,None,874.9669061861932,None,1,1.7676546951988712,874.9669061861932,None,876.7676550151664,None,876.7676550151664,None,876.7676550151664,None,876.7676550151664,None,876.7676550151664,None,876.7676550151664,None,876.7676550151664,None,880.7691375059076,None,880.7691375059076,None,880.7691375059076,None,880.7691375059076,None,880.7691375059076,None,880.7691375059076,None,880.7691375059076,None,881.7528691460029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,3,1,11.7,,,,,,,,,0,2,2,2,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.0445409590611,None,0.45,7.502010146097746,949.0623138887458,None,None,949.0623138887458,None,953.547381466371,None,True,True,False,0.45,-0.55,-0.55,8.250000000000002,11.7,3.4499999999999975,1.7249999999999988,gamble,win,11.7,-84.98791666666664,956.5819468914415,None,956.5819468914415,None,956.5819468914415,None,956.5819468914415,None,956.5819468914415,None,956.5819468914415,None,956.5819468914415,None,1,1.2507665241719224,956.5819468914415,None,957.8657464323333,None,957.8657464323333,None,957.8657464323333,None,957.8657464323333,None,957.8657464323333,None,957.8657464323333,None,957.8657464323333,None,961.8672989998013,None,961.8672989998013,None,961.8672989998013,None,961.8672989998013,None,961.8672989998013,None,961.8672989998013,None,961.8672989998013,None,971.3543636041577,None,962.8510504789301,None,963.8514008625643,None,0.51,7.502820028283168,966.8525803274824,None,None,966.8525803274824,None,883.7536963073653,None,4,62.27440573979402,883.7536963073653,None,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,3,1,-0.7,,,,,,,,,0,2,2,2,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.51,-0.49,-1.04,-1.8016666666666665,-0.7,-2.5016666666666665,-1.600833333333333,gamble,lose,-2.5016666666666665,-87.4895833333333,973.3718165487517,None,973.3718165487517,None,973.3718165487517,None,973.3718165487517,None,973.3718165487517,None,973.3718165487517,None,973.3718165487517,None,1,1.4508144579594955,973.3718165487517,None,974.8557264204719,None,974.8557264204719,None,974.8557264204719,None,974.8557264204719,None,974.8557264204719,None,974.8557264204719,None,974.8557264204719,None,978.8572501892922,None,978.8572501892922,None,978.8572501892922,None,978.8572501892922,None,978.8572501892922,None,978.8572501892922,None,978.8572501892922,None,979.8409898289829,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,3,1,7.3,,,,,,,,,0,2,2,2,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.51,-0.49,-1.53,8.389999999999999,7.3,-1.089999999999999,-0.5449999999999995,gamble,win,7.3,-80.1895833333333,981.8583918959484,None,981.8583918959484,None,981.8583918959484,None,981.8583918959484,None,981.8583918959484,None,981.8583918959484,None,981.8583918959484,None,1,1.034040329628624,981.8583918959484,None,982.9254732418922,None,982.9254732418922,None,982.9254732418922,None,982.9254732418922,None,982.9254732418922,None,982.9254732418922,None,982.9254732418922,None,986.9104025860433,None,986.9104025860433,None,986.9104025860433,None,986.9104025860433,None,986.9104025860433,None,986.9104025860433,None,986.9104025860433,None,987.9107398502529,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,3,1,-1.3,,,,,,,,,0,2,2,2,0,3,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.51,-0.49,-2.02,8.879999999999999,-1.3,-10.18,-5.74,gamble,win,-1.3,-81.4895833333333,989.9282427125145,None,989.9282427125145,None,989.9282427125145,None,989.9282427125145,None,989.9282427125145,None,989.9282427125145,None,989.9282427125145,None,1,1.5007759637082927,989.9282427125145,None,991.4621403288329,None,991.4621403288329,None,991.4621403288329,None,991.4621403288329,None,991.4621403288329,None,991.4621403288329,None,991.4621403288329,None,995.4637248947984,None,995.4637248947984,None,995.4637248947984,None,995.4637248947984,None,995.4637248947984,None,995.4637248947984,None,995.4637248947984,None,1004.9506851840415,None,996.4474213364883,None,997.4478552362416,None,0.52,7.502528841840103,1000.4489412654657,None,None,1000.4489412654657,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,3,1,-0.9,,,,,,,,,0,2,2,2,0,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.52,-0.48,-2.5,9.219999999999999,-0.9,-10.12,-5.51,gamble,win,-0.9,-82.3895833333333,1006.9681336487993,None,1006.9681336487993,None,1006.9681336487993,None,1006.9681336487993,None,1006.9681336487993,None,1006.9681336487993,None,1006.9681336487993,None,1,1.100495784834493,1006.9681336487993,None,1008.1019059589598,None,1008.1019059589598,None,1008.1019059589598,None,1008.1019059589598,None,1008.1019059589598,None,1008.1019059589598,None,1008.1019059589598,None,1012.10351420386,None,1012.10351420386,None,1012.10351420386,None,1012.10351420386,None,1012.10351420386,None,1012.10351420386,None,1012.10351420386,None,1013.0871908064582,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,3,1,7.1,,,,,,,,,0,2,2,2,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.52,-0.48,-2.98,9.7,7.1,-2.5999999999999996,-1.2999999999999998,gamble,win,7.1,-75.28958333333331,1015.1046239120187,None,1015.1046239120187,None,1015.1046239120187,None,1015.1046239120187,None,1015.1046239120187,None,1015.1046239120187,None,1015.1046239120187,None,1,1.434324348345399,1015.1046239120187,None,1016.5719191999524,None,1016.5719191999524,None,1016.5719191999524,None,1016.5719191999524,None,1016.5719191999524,None,1016.5719191999524,None,1016.5719191999524,None,1020.5567423090106,None,1020.5567423090106,None,1020.5567423090106,None,1020.5567423090106,None,1020.5567423090106,None,1020.5567423090106,None,1020.5567423090106,None,1030.0604765345925,None,1021.557110611815,None,1022.5575720302877,None,0.52,7.502928823174443,1025.5586705389433,None,None,1025.5586705389433,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,3,1,7.7,,,,,,,,,0,2,2,2,0,6,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.52,-0.48,-3.46,10.18,7.7,-2.4799999999999995,-1.2399999999999998,gamble,win,7.7,-67.58958333333331,1032.0778834013036,None,1032.0778834013036,None,1032.0778834013036,None,1032.0778834013036,None,1032.0778834013036,None,1032.0778834013036,None,1032.0778834013036,None,1,1.3008317051571794,1032.0778834013036,None,1033.4117794816848,None,1033.4117794816848,None,1033.4117794816848,None,1033.4117794816848,None,1033.4117794816848,None,1033.4117794816848,None,1033.4117794816848,None,1037.4133368489565,None,1037.4133368489565,None,1037.4133368489565,None,1037.4133368489565,None,1037.4133368489565,None,1037.4133368489565,None,1037.4133368489565,None,1038.3970595293795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,3,1,11.5,,,,,,,,,0,2,2,2,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.52,-0.48,-3.94,10.66,11.5,0.8399999999999999,0.41999999999999993,gamble,win,11.5,-56.08958333333331,1040.414501594496,None,1040.414501594496,None,1040.414501594496,None,1040.414501594496,None,1040.414501594496,None,1040.414501594496,None,1040.414501594496,None,1,1.067323574621696,1040.414501594496,None,1041.514887944446,None,1041.514887944446,None,1041.514887944446,None,1041.514887944446,None,1041.514887944446,None,1041.514887944446,None,1041.514887944446,None,1045.4997478518053,None,1045.4997478518053,None,1045.4997478518053,None,1045.4997478518053,None,1045.4997478518053,None,1045.4997478518053,None,1045.4997478518053,None,1055.003439199354,None,1046.5001167945447,None,1047.500580772874,None,0.51,7.502708033483941,1050.5017339990009,None,None,1050.5017339990009,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,3,1,10.9,,,,,,,,,0,2,2,2,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.51,-0.49,-4.43,11.29,10.9,-0.3899999999999988,-0.1949999999999994,gamble,win,10.9,-45.18958333333331,1057.020904943347,None,1057.020904943347,None,1057.020904943347,None,1057.020904943347,None,1057.020904943347,None,1057.020904943347,None,1057.020904943347,None,1,0.8505759410909377,1057.020904943347,None,1057.9045698984992,None,1057.9045698984992,None,1057.9045698984992,None,1057.9045698984992,None,1057.9045698984992,None,1057.9045698984992,None,1057.9045698984992,None,1061.9061711037066,None,1061.9061711037066,None,1061.9061711037066,None,1061.9061711037066,None,1061.9061711037066,None,1061.9061711037066,None,1061.9061711037066,None,1062.8898115480551,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
