currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.rt,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,1,1,9.7,,,,,,,,,0,0,0,0,0,26,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.7,-0.30000000000000004,-8.040000000000001,12.240000000000002,9.7,-2.5400000000000027,-1.2700000000000014,gamble,win,9.7,124.78083333333332,424.17085580533603,None,424.17085580533603,None,424.17085580533603,None,424.17085580533603,None,424.17085580533603,None,424.17085580533603,None,424.17085580533603,None,1,1.5174935243830987,424.17085580533603,None,425.72143857083665,None,425.72143857083665,None,425.72143857083665,None,425.72143857083665,None,425.72143857083665,None,425.72143857083665,None,425.72143857083665,None,429.7062647491266,None,429.7062647491266,None,429.7062647491266,None,429.7062647491266,None,429.7062647491266,None,429.7062647491266,None,429.7062647491266,None,439.20983397782857,None,430.70659432961565,None,431.7070154246867,None,0.65,7.502859830698071,434.70812767884127,None,None,434.70812767884127,None,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,10.5,,,,,,,,,0,1,1,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.22409617350604,None,0.7,5.917869822106695,480.24192487804703,None,4,2.884581872753188,480.24192487804703,None,483.14295569702244,None,False,True,True,0.7,0.7,0.7,-10.499999999999998,10.5,1.7763568394002505e-15,8.881784197001252e-16,gamble,lose,1.7763568394002505e-15,124.78083333333332,486.1607997606543,None,486.1607997606543,None,486.1607997606543,None,486.1607997606543,None,486.1607997606543,None,486.1607997606543,None,486.1607997606543,None,1,1.7175610403864994,486.1607997606543,None,487.8947815889296,None,487.8947815889296,None,487.8947815889296,None,487.8947815889296,None,487.8947815889296,None,487.8947815889296,None,487.8947815889296,None,491.89629157953823,None,491.89629157953823,None,491.89629157953823,None,491.89629157953823,None,491.89629157953823,None,491.89629157953823,None,491.89629157953823,None,492.89667907659896,None,,,,,,,,,,,,441.21057761380507,None,4,35.99707249330913,441.21057761380507,None,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,-1.5,,,,,,,,,0,1,1,1,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.7,0.7,1.4,-11.2,-1.5,-12.7,-7.1,certain,certain,-7.1,117.68083333333333,494.9140956455376,None,494.9140956455376,None,494.9140956455376,None,494.9140956455376,None,494.9140956455376,None,494.9140956455376,None,494.9140956455376,None,3,1.7675484811297792,494.9140956455376,None,496.7147407273487,None,496.7147407273487,None,496.7147407273487,None,496.7147407273487,None,496.7147407273487,None,496.7147407273487,None,496.7147407273487,None,500.6995400272299,None,500.6995400272299,None,500.6995400272299,None,500.6995400272299,None,500.6995400272299,None,500.6995400272299,None,500.6995400272299,None,510.21992746029446,None,501.71672492988364,None,502.7170167526083,None,0.67,7.502719359014009,505.7181315666112,None,None,505.7181315666112,None,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,0.7,,,,,,,,,0,1,1,1,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.67,0.67,2.07,-11.450000000000001,0.7,-10.750000000000002,-5.025000000000001,gamble,lose,-10.750000000000002,106.93083333333333,512.237250274784,None,512.237250274784,None,512.237250274784,None,512.237250274784,None,512.237250274784,None,512.237250274784,None,512.237250274784,None,1,2.267784147178645,512.237250274784,None,514.5381255829652,None,514.5381255829652,None,514.5381255829652,None,514.5381255829652,None,514.5381255829652,None,514.5381255829652,None,514.5381255829652,None,518.5229504813315,None,518.5229504813315,None,518.5229504813315,None,518.5229504813315,None,518.5229504813315,None,518.5229504813315,None,518.5229504813315,None,519.5233264590734,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,12.5,,,,,,,,,0,1,1,1,0,3,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.67,0.67,2.7399999999999998,-12.120000000000001,12.5,0.379999999999999,0.1899999999999995,gamble,lose,0.379999999999999,107.31083333333332,521.5407481477096,None,521.5407481477096,None,521.5407481477096,None,521.5407481477096,None,521.5407481477096,None,521.5407481477096,None,521.5407481477096,None,1,1.3007837935992939,521.5407481477096,None,522.8746224623501,None,522.8746224623501,None,522.8746224623501,None,522.8746224623501,None,522.8746224623501,None,522.8746224623501,None,522.8746224623501,None,526.8761177338301,None,526.8761177338301,None,526.8761177338301,None,526.8761177338301,None,526.8761177338301,None,526.8761177338301,None,526.8761177338301,None,536.3629385140403,None,527.8597673417735,None,528.8601148412017,None,0.65,7.502728318483605,531.8613093304875,None,None,531.8613093304875,None,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,5.5,,,,,,,,,0,1,1,1,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.65,0.65,3.3899999999999997,-12.489999999999998,5.5,-6.989999999999998,-0.7449999999999992,gamble,lose,-6.989999999999998,100.32083333333333,538.3803864411229,None,538.3803864411229,None,538.3803864411229,None,538.3803864411229,None,538.3803864411229,None,538.3803864411229,None,538.3803864411229,None,1,1.900955943408917,538.3803864411229,None,540.3144479446819,None,540.3144479446819,None,540.3144479446819,None,540.3144479446819,None,540.3144479446819,None,540.3144479446819,None,540.3144479446819,None,544.3159496157823,None,544.3159496157823,None,544.3159496157823,None,544.3159496157823,None,544.3159496157823,None,544.3159496157823,None,544.3159496157823,None,545.299677939066,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,5.3,,,,,,,,,0,1,1,1,0,5,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.65,0.65,4.04,-13.14,5.3,-7.840000000000001,-1.2700000000000005,gamble,lose,-7.840000000000001,92.48083333333332,547.3171002676645,None,547.3171002676645,None,547.3171002676645,None,547.3171002676645,None,547.3171002676645,None,547.3171002676645,None,547.3171002676645,None,None,,547.3171002676645,None,550.3182086820461,None,550.3182086820461,None,550.3182086820461,None,550.3182086820461,None,550.3182086820461,None,550.3182086820461,None,550.3182086820461,None,554.3197372315562,None,554.3197372315562,None,554.3197372315562,None,554.3197372315562,None,554.3197372315562,None,554.3197372315562,None,554.3197372315562,None,555.3034306769041,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,2.1,,,,,,,,,0,1,1,1,0,6,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.65,0.65,4.69,2.6658333333333335,0.525,-2.1408333333333336,-0.8079166666666668,certain,certain,-0.8079166666666668,91.67291666666665,557.3209630789861,None,557.3209630789861,None,557.3209630789861,None,557.3209630789861,None,557.3209630789861,None,557.3209630789861,None,557.3209630789861,None,3,1.9341722170047433,557.3209630789861,None,559.2882971728077,None,559.2882971728077,None,559.2882971728077,None,559.2882971728077,None,559.2882971728077,None,559.2882971728077,None,559.2882971728077,None,563.273065434526,None,563.273065434526,None,563.273065434526,None,563.273065434526,None,563.273065434526,None,563.273065434526,None,563.273065434526,None,572.7766657013908,None,564.2734410922876,None,565.2738170700295,None,0.64,7.50277823552824,568.2749376436914,None,None,568.2749376436914,None,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,5.1,,,,,,,,,0,1,1,1,0,7,7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.64,0.64,5.33,-14.290000000000001,5.1,-9.190000000000001,-2.045000000000001,gamble,lose,-9.190000000000001,82.48291666666665,574.7940707510115,None,574.7940707510115,None,574.7940707510115,None,574.7940707510115,None,574.7940707510115,None,574.7940707510115,None,574.7940707510115,None,None,,574.7940707510115,None,577.7952092436126,None,577.7952092436126,None,577.7952092436126,None,577.7952092436126,None,577.7952092436126,None,577.7952092436126,None,577.7952092436126,None,581.7967121946376,None,581.7967121946376,None,581.7967121946376,None,581.7967121946376,None,581.7967121946376,None,581.7967121946376,None,581.7967121946376,None,582.7804424378073,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,0.5,,,,,,,,,0,1,1,1,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.64,0.64,5.97,2.7375000000000003,0.125,-2.6125000000000003,-1.2437500000000001,certain,certain,-1.2437500000000001,81.23916666666665,584.7978161292849,None,584.7978161292849,None,584.7978161292849,None,584.7978161292849,None,584.7978161292849,None,584.7978161292849,None,584.7978161292849,None,3,2.050875708157946,584.7978161292849,None,586.8819893862283,None,586.8819893862283,None,586.8819893862283,None,586.8819893862283,None,586.8819893862283,None,586.8819893862283,None,586.8819893862283,None,590.8668110847839,None,590.8668110847839,None,590.8668110847839,None,590.8668110847839,None,590.8668110847839,None,590.8668110847839,None,590.8668110847839,None,600.3703339162321,None,591.8671374654623,None,592.8675121632796,None,0.57,7.502716479184528,595.8686445762414,None,None,595.8686445762414,None,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,8.5,,,,,,,,,0,1,1,1,0,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.57,0.57,6.54,-14.52,8.5,-6.02,1.2400000000000002,certain,certain,1.2400000000000002,82.47916666666664,602.3877712839403,None,602.3877712839403,None,602.3877712839403,None,602.3877712839403,None,602.3877712839403,None,602.3877712839403,None,602.3877712839403,None,3,2.1342259738230496,602.3877712839403,None,604.5552477693318,None,604.5552477693318,None,604.5552477693318,None,604.5552477693318,None,604.5552477693318,None,604.5552477693318,None,604.5552477693318,None,608.5400873868266,None,608.5400873868266,None,608.5400873868266,None,608.5400873868266,None,608.5400873868266,None,608.5400873868266,None,608.5400873868266,None,609.5404358461974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,13.9,,,,,,,,,0,1,1,1,0,10,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.57,0.57,7.11,2.5875,3.475,0.8875000000000002,0.4437500000000001,gamble,win,3.475,85.95416666666664,611.5578693741327,None,611.5578693741327,None,611.5578693741327,None,611.5578693741327,None,611.5578693741327,None,611.5578693741327,None,611.5578693741327,None,1,1.8343576460274562,611.5578693741327,None,613.425238825861,None,613.425238825861,None,613.425238825861,None,613.425238825861,None,613.425238825861,None,613.425238825861,None,613.425238825861,None,617.4100624443035,None,617.4100624443035,None,617.4100624443035,None,617.4100624443035,None,617.4100624443035,None,617.4100624443035,None,617.4100624443035,None,618.4104605007387,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,-0.7,,,,,,,,,0,1,1,1,0,11,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.57,0.57,7.680000000000001,-15.66,-0.7,-16.36,-8.53,certain,certain,-8.53,77.42416666666664,620.4278853891847,None,620.4278853891847,None,620.4278853891847,None,620.4278853891847,None,620.4278853891847,None,620.4278853891847,None,620.4278853891847,None,3,2.3845177165512723,620.4278853891847,None,622.8454923468526,None,622.8454923468526,None,622.8454923468526,None,622.8454923468526,None,622.8454923468526,None,622.8454923468526,None,622.8454923468526,None,626.8303166052565,None,626.8303166052565,None,626.8303166052565,None,626.8303166052565,None,626.8303166052565,None,626.8303166052565,None,626.8303166052565,None,636.3338387967433,None,627.8306887432263,None,628.8310237633932,None,0.59,7.502779835434012,631.8321603361082,None,None,631.8321603361082,None,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,4.5,,,,,,,,,0,1,1,1,0,12,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.59,0.59,8.270000000000001,-16.53,4.5,-12.030000000000001,-3.7650000000000006,gamble,lose,-12.030000000000001,65.39416666666664,638.3512812841482,None,638.3512812841482,None,638.3512812841482,None,638.3512812841482,None,638.3512812841482,None,638.3512812841482,None,638.3512812841482,None,None,,638.3512812841482,None,641.3524088973936,None,641.3524088973936,None,641.3524088973936,None,641.3524088973936,None,641.3524088973936,None,641.3524088973936,None,641.3524088973936,None,645.35389104965,None,645.35389104965,None,645.35389104965,None,645.35389104965,None,645.35389104965,None,645.35389104965,None,645.35389104965,None,646.3376113734066,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,5.9,,,,,,,,,0,1,1,1,0,13,13,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.59,0.59,8.860000000000001,-17.12,5.9,-11.22,-2.66,certain,certain,-2.66,62.73416666666664,648.3550365818346,None,648.3550365818346,None,648.3550365818346,None,648.3550365818346,None,648.3550365818346,None,648.3550365818346,None,648.3550365818346,None,3,1.1173344937978982,648.3550365818346,None,649.5054311984732,None,649.5054311984732,None,649.5054311984732,None,649.5054311984732,None,649.5054311984732,None,649.5054311984732,None,649.5054311984732,None,653.5069738271495,None,653.5069738271495,None,653.5069738271495,None,653.5069738271495,None,653.5069738271495,None,653.5069738271495,None,653.5069738271495,None,662.9939037208997,None,654.4906515934254,None,655.4910301310165,None,0.63,7.502790074828226,658.4921689435987,None,None,658.4921689435987,None,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,6.5,,,,,,,,,0,1,1,1,0,14,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.63,0.63,9.490000000000002,2.9958333333333336,1.625,-1.3708333333333336,0.12708333333333321,certain,certain,0.12708333333333321,62.86124999999997,665.011304290786,None,665.011304290786,None,665.011304290786,None,665.011304290786,None,665.011304290786,None,665.011304290786,None,665.011304290786,None,3,1.500741556099456,665.011304290786,None,666.5452864390427,None,666.5452864390427,None,666.5452864390427,None,666.5452864390427,None,666.5452864390427,None,666.5452864390427,None,666.5452864390427,None,670.5301350160071,None,670.5301350160071,None,670.5301350160071,None,670.5301350160071,None,670.5301350160071,None,670.5301350160071,None,670.5301350160071,None,671.5303833213075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,7.3,,,,,,,,,0,1,1,1,0,15,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.63,0.63,10.120000000000003,-18.940000000000005,7.3,-11.640000000000004,-2.170000000000002,certain,certain,-2.170000000000002,60.69124999999997,673.5478648464014,None,673.5478648464014,None,673.5478648464014,None,673.5478648464014,None,673.5478648464014,None,673.5478648464014,None,673.5478648464014,None,3,1.6174399275560063,673.5478648464014,None,675.19840777426,None,675.19840777426,None,675.19840777426,None,675.19840777426,None,675.19840777426,None,675.19840777426,None,675.19840777426,None,679.1833088281173,None,679.1833088281173,None,679.1833088281173,None,679.1833088281173,None,679.1833088281173,None,679.1833088281173,None,679.1833088281173,None,688.6868790167618,None,680.1836358487581,None,681.1839945475231,None,0.6,7.50281439338778,684.1851007220375,None,None,684.1851007220375,None,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,9.3,,,,,,,,,0,1,1,1,0,16,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.6,0.6,10.720000000000002,-19.120000000000005,9.3,-9.820000000000004,-0.26000000000000156,certain,certain,-0.26000000000000156,60.43124999999996,690.7042821464966,None,690.7042821464966,None,690.7042821464966,None,690.7042821464966,None,690.7042821464966,None,690.7042821464966,None,690.7042821464966,None,3,2.101017059790138,690.7042821464966,None,692.838385887555,None,692.838385887555,None,692.838385887555,None,692.838385887555,None,692.838385887555,None,692.838385887555,None,692.838385887555,None,696.8398929983341,None,696.8398929983341,None,696.8398929983341,None,696.8398929983341,None,696.8398929983341,None,696.8398929983341,None,696.8398929983341,None,697.8236136420719,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,-0.3,,,,,,,,,0,1,1,1,0,17,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.6,0.6,11.320000000000002,-19.720000000000002,-0.3,-20.020000000000003,-10.160000000000002,gamble,lose,-20.020000000000003,40.41124999999996,699.841025411296,None,699.841025411296,None,699.841025411296,None,699.841025411296,None,699.841025411296,None,699.841025411296,None,699.841025411296,None,1,2.767988775064623,699.841025411296,None,702.6420826287085,None,702.6420826287085,None,702.6420826287085,None,702.6420826287085,None,702.6420826287085,None,702.6420826287085,None,702.6420826287085,None,706.643588459563,None,706.643588459563,None,706.643588459563,None,706.643588459563,None,706.643588459563,None,706.643588459563,None,706.643588459563,None,707.6273299020695,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,10.3,,,,,,,,,0,1,1,1,0,18,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.6,0.6,11.920000000000002,3.0933333333333337,2.575,-0.5183333333333335,1.0283333333333333,gamble,win,2.575,42.98624999999996,709.6447509507434,None,709.6447509507434,None,709.6447509507434,None,709.6447509507434,None,709.6447509507434,None,709.6447509507434,None,709.6447509507434,None,1,2.1177111115021034,709.6447509507434,None,711.7955228250485,None,711.7955228250485,None,711.7955228250485,None,711.7955228250485,None,711.7955228250485,None,711.7955228250485,None,711.7955228250485,None,715.7803867611037,None,715.7803867611037,None,715.7803867611037,None,715.7803867611037,None,715.7803867611037,None,715.7803867611037,None,715.7803867611037,None,725.2839223917945,None,716.7807083420657,None,717.7811086383681,None,0.67,7.502732478236794,720.7822068133564,None,None,720.7822068133564,None,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,11.7,,,,,,,,,0,1,1,1,0,19,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.67,0.67,12.590000000000002,3.394166666666667,2.925,-0.4691666666666672,1.2279166666666663,certain,certain,1.2279166666666663,44.21416666666663,727.301330961207,None,727.301330961207,None,727.301330961207,None,727.301330961207,None,727.301330961207,None,727.301330961207,None,727.301330961207,None,3,1.6842314934956448,727.301330961207,None,729.0186212976187,None,729.0186212976187,None,729.0186212976187,None,729.0186212976187,None,729.0186212976187,None,729.0186212976187,None,729.0186212976187,None,733.0034887534657,None,733.0034887534657,None,733.0034887534657,None,733.0034887534657,None,733.0034887534657,None,733.0034887534657,None,733.0034887534657,None,734.0038445724012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,11.1,,,,,,,,,0,1,1,1,0,20,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.67,0.67,13.260000000000002,-22.64,11.1,-11.540000000000001,-0.22000000000000064,certain,certain,-0.22000000000000064,43.99416666666663,736.0212931394462,None,736.0212931394462,None,736.0212931394462,None,736.0212931394462,None,736.0212931394462,None,736.0212931394462,None,736.0212931394462,None,3,2.7346288299731896,736.0212931394462,None,738.7723187587299,None,738.7723187587299,None,738.7723187587299,None,738.7723187587299,None,738.7723187587299,None,738.7723187587299,None,738.7723187587299,None,742.773849228126,None,742.773849228126,None,742.773849228126,None,742.773849228126,None,742.773849228126,None,742.773849228126,None,742.773849228126,None,752.2773723795553,None,743.7742008873074,None,744.774576225087,None,0.66,7.502613765264869,747.7756926389957,None,None,747.7756926389957,None,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,6.3,,,,,,,,,0,1,1,1,0,21,21,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.66,0.66,13.920000000000002,-23.160000000000004,6.3,-16.860000000000003,-5.280000000000001,gamble,lose,-16.860000000000003,27.134166666666626,754.2948209466003,None,754.2948209466003,None,754.2948209466003,None,754.2948209466003,None,754.2948209466003,None,754.2948209466003,None,754.2948209466003,None,1,2.584617870621514,754.2948209466003,None,756.9124487030367,None,756.9124487030367,None,756.9124487030367,None,756.9124487030367,None,756.9124487030367,None,756.9124487030367,None,756.9124487030367,None,760.913973732755,None,760.913973732755,None,760.913973732755,None,760.913973732755,None,760.913973732755,None,760.913973732755,None,760.913973732755,None,761.8976742176865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
,,,2,0,5.7,,,,,,,,,0,1,1,1,0,22,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.66,0.66,14.580000000000002,-23.82,5.7,-18.12,-6.210000000000001,certain,certain,-6.210000000000001,20.924166666666626,763.9150994261136,None,763.9150994261136,None,763.9150994261136,None,763.9150994261136,None,763.9150994261136,None,763.9150994261136,None,763.9150994261136,None,3,1.3341063009074787,763.9150994261136,None,765.2822562504298,None,765.2822562504298,None,765.2822562504298,None,765.2822562504298,None,765.2822562504298,None,765.2822562504298,None,765.2822562504298,None,769.283769440849,None,769.283769440849,None,769.283769440849,None,769.283769440849,None,769.283769440849,None,769.283769440849,None,769.283769440849,None,778.7706833355469,None,770.2674744055148,None,771.2678670222722,None,0.57,7.502743357592408,774.2689639173359,None,None,774.2689639173359,None,,,,,,,,,,,,,,,,,,,23951,2019_Oct_11_1037,Mmi_3levels,3.1.5,59.971464867429205,
