currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
1,black.png,"Welcome! You are about to play our gambling task.
This task has 3 blocks and takes about 15 minutes.",,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.348796980353654,None,9.348796980353654,None,9.348796980353654,None,4,91.10376348421414,9.348796980353654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24235,2019_Nov_08_1613,Mmi_3levels,3.1.5,59.96626684453149,
2,black.png,"In this game, you may win or lose points. Your goal is to get as many points as possible. These points will be converted to a cash bonus at the end.
Sometimes we will ask you to rate your mood.",,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,100.50236725697687,None,100.50236725697687,None,100.50236725697687,None,4,11.237925325487595,100.50236725697687,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24235,2019_Nov_08_1613,Mmi_3levels,3.1.5,59.96626684453149,
3,black.png,"On the next screen, please rate how you feel about your life these days. Use the LEFT (green) and RIGHT (blue) buttons to move the slider (you can press and hold them to slide gradually) and the TOP (red) button to lock in your response.
Make your rating as accurately and quickly as you can!",,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,111.79000209910737,None,111.79000209910737,None,111.79000209910737,None,4,63.125067197073804,111.79000209910737,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24235,2019_Nov_08_1613,Mmi_3levels,3.1.5,59.96626684453149,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.93144234362626,None,0.94,10.502883074528654,178.9330438739271,None,None,178.9330438739271,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24235,2019_Nov_08_1613,Mmi_3levels,3.1.5,59.96626684453149,
4,black.png,"In this game you can win money by earning points according to your choices. You will decide whether to gamble a number of points or stick with a guaranteed number of points. 
Make your choice by pressing the left or right arrow key once. An example of one trial is shown on the next screen.",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.46896455066235,None,185.46896455066235,None,185.46896455066235,None,4,24.509743255974172,185.46896455066235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24235,2019_Nov_08_1613,Mmi_3levels,3.1.5,59.96626684453149,
5,example_start.png,"The GAMBLING OPTION will be shown on the RIGHT SIDE. 
Select this option using the RIGHT (blue) button on your keypad.",,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.04522011202062,None,210.04522011202062,None,210.04522011202062,None,4,11.221235171844455,210.04522011202062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24235,2019_Nov_08_1613,Mmi_3levels,3.1.5,59.96626684453149,
6,example_gamble.png,"Once you select the gambling choice, the choice you made will remain on the screen.",,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.29957896232008,None,221.29957896232008,None,221.29957896232008,None,4,4.985583987385326,221.29957896232008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24235,2019_Nov_08_1613,Mmi_3levels,3.1.5,59.96626684453149,
7,example_win.png,"The outcome you received will then be shown on the screen. In this example , you WON 10 points.",,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.31825078972543,None,226.31825078972543,None,226.31825078972543,None,4,2.3011497739644255,226.31825078972543,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24235,2019_Nov_08_1613,Mmi_3levels,3.1.5,59.96626684453149,
8,example_start.png,"The GUARANTEED OPTION will be shown on the LEFT SIDE. You are 100% guaranteed to gain or lose this amount. In this example, you have a 100% chance of winning 1 point. Select this option using the LEFT (green) button on your keyboard.",,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.6691654379174,None,228.6691654379174,None,228.6691654379174,None,4,3.8851419586244447,228.6691654379174,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24235,2019_Nov_08_1613,Mmi_3levels,3.1.5,59.96626684453149,
9,example_certain.png,"Once you select the guaranteed choice, your selection will remain on the screen.",,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.5873776373228,None,232.5873776373228,None,232.5873776373228,None,4,2.5679916010049055,232.5873776373228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24235,2019_Nov_08_1613,Mmi_3levels,3.1.5,59.96626684453149,
10,black.png,"Please make your choices as fast as possible.
You will be given a break at the end of each block.
Let's play!",,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.1883863614239,None,235.1883863614239,None,235.1883863614239,None,4,2.668038766951213,235.1883863614239,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24235,2019_Nov_08_1613,Mmi_3levels,3.1.5,59.96626684453149,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.87279497595955,None,space,120.19714694016511,237.87279497595955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24235,2019_Nov_08_1613,Mmi_3levels,3.1.5,59.96626684453149,
,,,1,1,-1.3,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.08647239672064,None,0.94,7.496026092943794,361.10430490064755,None,None,361.10430490064755,None,365.58938075014885,None,True,True,False,0.94,-0.06000000000000005,-0.06000000000000005,0.9000000000000008,-1.3,-2.200000000000001,-1.7500000000000004,gamble,win,-1.3,-1.3,368.62387716886224,None,368.62387716886224,None,368.62387716886224,None,368.62387716886224,None,368.62387716886224,None,368.62387716886224,None,368.62387716886224,None,None,368.62387716886224,None,371.62509087604485,None,371.62509087604485,None,371.62509087604485,None,371.62509087604485,None,371.62509087604485,None,371.62509087604485,None,371.62509087604485,None,375.6100112123095,None,375.6100112123095,None,375.6100112123095,None,375.6100112123095,None,375.6100112123095,None,375.6100112123095,None,375.6100112123095,None,376.6103635169784,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24235,2019_Nov_08_1613,Mmi_3levels,3.1.5,59.96626684453149,
,,,1,1,8.9,,,,,,,,,0,0,0,0,0,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.94,-0.06000000000000005,-0.1200000000000001,0.9600000000000009,8.9,7.9399999999999995,3.9699999999999998,gamble,win,8.9,7.6000000000000005,378.6277861187482,None,378.6277861187482,None,378.6277861187482,None,378.6277861187482,None,378.6277861187482,None,378.6277861187482,None,378.6277861187482,None,1,378.6277861187482,None,380.195120148368,None,380.195120148368,None,380.195120148368,None,380.195120148368,None,380.195120148368,None,380.195120148368,None,380.195120148368,None,384.18000688609754,None,384.18000688609754,None,384.18000688609754,None,384.18000688609754,None,384.18000688609754,None,384.18000688609754,None,384.18000688609754,None,385.18041966813325,None,1.5342369100071664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24235,2019_Nov_08_1613,Mmi_3levels,3.1.5,59.96626684453149,
,,,1,1,12.1,,,,,,,,,0,0,0,0,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.94,-0.06000000000000005,-0.18000000000000016,1.020000000000001,12.1,11.079999999999998,5.539999999999999,gamble,win,12.1,19.7,387.1978112312536,None,387.1978112312536,None,387.1978112312536,None,387.1978112312536,None,387.1978112312536,None,387.1978112312536,None,387.1978112312536,None,1,387.1978112312536,None,388.8317826808161,None,388.8317826808161,None,388.8317826808161,None,388.8317826808161,None,388.8317826808161,None,388.8317826808161,None,388.8317826808161,None,392.8167177364412,None,392.8167177364412,None,392.8167177364412,None,392.8167177364412,None,392.8167177364412,None,392.8167177364412,None,392.8167177364412,None,402.3204033360453,None,1.6009082484742976,393.81711035935587,None,394.81757177927284,None,0.83,7.5028379564937495,397.8186622918147,None,None,397.8186622918147,None,,,,,,,,,,,,,,,,,,,24235,2019_Nov_08_1613,Mmi_3levels,3.1.5,59.96626684453149,
