currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,2,0,-1.5,,,,,,,,,0,1,1,1,0,25,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.57,0.57,15.249999999999998,-23.229999999999997,-1.5,-24.729999999999997,-13.114999999999998,gamble,lose,-24.729999999999997,58.482916666666746,801.6467277153279,None,801.6467277153279,None,801.6467277153279,None,801.6467277153279,None,801.6467277153279,None,801.6467277153279,None,801.6467277153279,None,None,801.6467277153279,None,804.6478281404125,None,804.6478281404125,None,804.6478281404125,None,804.6478281404125,None,804.6478281404125,None,804.6478281404125,None,804.6478281404125,None,808.6493887025281,None,808.6493887025281,None,808.6493887025281,None,808.6493887025281,None,808.6493887025281,None,808.6493887025281,None,808.6493887025281,None,818.1363611928537,None,,809.6330855163978,None,810.6335258143954,None,0.47,7.502792180574033,813.634621759702,None,None,813.634621759702,None,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,2,0,1.7,,,,,,,,,0,1,1,1,0,26,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.47,0.47,15.719999999999999,-22.299999999999997,1.7,-20.599999999999998,-9.45,certain,certain,-9.45,49.03291666666675,820.1537728036637,None,820.1537728036637,None,820.1537728036637,None,820.1537728036637,None,820.1537728036637,None,820.1537728036637,None,820.1537728036637,None,3,820.1537728036637,None,821.6710391417146,None,821.6710391417146,None,821.6710391417146,None,821.6710391417146,None,821.6710391417146,None,821.6710391417146,None,821.6710391417146,None,825.672610263282,None,825.672610263282,None,825.672610263282,None,825.672610263282,None,825.672610263282,None,825.672610263282,None,825.672610263282,None,826.6563025973737,None,1.4842235075775534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,4.3,,,,,,,,,0,2,2,2,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.3414872729336,None,0.54,7.501954142411705,834.3592431865982,None,None,834.3592431865982,None,838.8442944927956,None,True,True,False,0.54,-0.45999999999999996,-0.45999999999999996,6.8999999999999995,4.3,-2.5999999999999996,0.8500000000000001,certain,certain,0.8500000000000001,49.88291666666675,841.8788255690015,None,841.8788255690015,None,841.8788255690015,None,841.8788255690015,None,841.8788255690015,None,841.8788255690015,None,841.8788255690015,None,3,841.8788255690015,None,844.1630334613728,None,844.1630334613728,None,844.1630334613728,None,844.1630334613728,None,844.1630334613728,None,844.1630334613728,None,844.1630334613728,None,848.1479055765667,None,848.1479055765667,None,848.1479055765667,None,848.1479055765667,None,848.1479055765667,None,848.1479055765667,None,848.1479055765667,None,857.6515613940428,None,2.251242177968379,849.1483285954455,None,850.14871897595,None,0.53,7.502769141749013,853.1498082015896,None,None,853.1498082015896,None,828.6571137568681,None,4,2.667978814453818,828.6571137568681,None,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,12.9,,,,,,,,,0,2,2,2,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.53,-0.47,-0.9299999999999999,7.51,12.9,5.390000000000001,2.6950000000000003,gamble,win,12.9,62.78291666666675,859.6690034033381,None,859.6690034033381,None,859.6690034033381,None,859.6690034033381,None,859.6690034033381,None,859.6690034033381,None,859.6690034033381,None,1,859.6690034033381,None,861.2195915979682,None,861.2195915979682,None,861.2195915979682,None,861.2195915979682,None,861.2195915979682,None,861.2195915979682,None,861.2195915979682,None,865.2044521937496,None,865.2044521937496,None,865.2044521937496,None,865.2044521937496,None,865.2044521937496,None,865.2044521937496,None,865.2044521937496,None,866.2048473739997,None,1.517541524313856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,6.7,,,,,,,,,0,2,2,2,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.53,-0.47,-1.4,-1.7616666666666667,6.7,4.9383333333333335,2.4691666666666667,gamble,lose,4.9383333333333335,67.72125000000008,868.2222778638825,None,868.2222778638825,None,868.2222778638825,None,868.2222778638825,None,868.2222778638825,None,868.2222778638825,None,868.2222778638825,None,1,868.2222778638825,None,869.8396851229481,None,869.8396851229481,None,869.8396851229481,None,869.8396851229481,None,869.8396851229481,None,869.8396851229481,None,869.8396851229481,None,873.824443003803,None,873.824443003803,None,873.824443003803,None,873.824443003803,None,873.824443003803,None,873.824443003803,None,873.824443003803,None,874.8248215449275,None,1.584251154155936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,10.9,,,,,,,,,0,2,2,2,0,3,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.53,-0.47,-1.8699999999999999,-1.8008333333333333,10.9,9.099166666666667,4.5495833333333335,gamble,lose,9.099166666666667,76.82041666666674,876.8423201913829,None,876.8423201913829,None,876.8423201913829,None,876.8423201913829,None,876.8423201913829,None,876.8423201913829,None,876.8423201913829,None,1,876.8423201913829,None,878.3428366456064,None,878.3428366456064,None,878.3428366456064,None,878.3428366456064,None,878.3428366456064,None,878.3428366456064,None,878.3428366456064,None,882.3277049209573,None,882.3277049209573,None,882.3277049209573,None,882.3277049209573,None,882.3277049209573,None,882.3277049209573,None,882.3277049209573,None,891.8313722579041,None,1.4674422652460635,883.3281065009069,None,884.3284824821749,None,0.57,7.502767221827526,887.3296347446158,None,None,887.3296347446158,None,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,-0.5,,,,,,,,,0,2,2,2,0,4,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.57,-0.43000000000000005,-2.3,8.32,-0.5,-8.82,-4.66,certain,certain,-4.66,72.16041666666675,893.848861624836,None,893.848861624836,None,893.848861624836,None,893.848861624836,None,893.848861624836,None,893.848861624836,None,893.848861624836,None,3,893.848861624836,None,896.6999324194039,None,896.6999324194039,None,896.6999324194039,None,896.6999324194039,None,896.6999324194039,None,896.6999324194039,None,896.6999324194039,None,900.7014776222641,None,900.7014776222641,None,900.7014776222641,None,900.7014776222641,None,900.7014776222641,None,900.7014776222641,None,900.7014776222641,None,901.6851981148939,None,2.817970046948176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,11.3,,,,,,,,,0,2,2,2,0,5,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.57,-0.43000000000000005,-2.73,8.75,11.3,2.5500000000000007,1.2750000000000004,gamble,win,11.3,83.46041666666675,903.702616445371,None,903.702616445371,None,903.702616445371,None,903.702616445371,None,903.702616445371,None,903.702616445371,None,903.702616445371,None,1,903.702616445371,None,905.0197775727138,None,905.0197775727138,None,905.0197775727138,None,905.0197775727138,None,905.0197775727138,None,905.0197775727138,None,905.0197775727138,None,909.021334614954,None,909.021334614954,None,909.021334614954,None,909.021334614954,None,909.021334614954,None,909.021334614954,None,909.021334614954,None,918.508292706043,None,1.2841477353358641,910.0050167095615,None,911.0054285289953,None,0.55,7.5027899407432415,914.0065455932636,None,None,914.0065455932636,None,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,3.3,,,,,,,,,0,2,2,2,0,6,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.55,-0.44999999999999996,-3.1799999999999997,9.479999999999999,3.3,-6.179999999999999,-1.4399999999999995,gamble,win,3.3,86.76041666666674,920.5257817529491,None,920.5257817529491,None,920.5257817529491,None,920.5257817529491,None,920.5257817529491,None,920.5257817529491,None,920.5257817529491,None,None,920.5257817529491,None,923.5268860178767,None,923.5268860178767,None,923.5268860178767,None,923.5268860178767,None,923.5268860178767,None,923.5268860178767,None,923.5268860178767,None,927.5118042107206,None,927.5118042107206,None,927.5118042107206,None,927.5118042107206,None,927.5118042107206,None,927.5118042107206,None,927.5118042107206,None,928.5121350742411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,13.3,,,,,,,,,0,2,2,2,0,7,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.55,-0.44999999999999996,-3.63,9.93,13.3,3.370000000000001,1.6850000000000005,gamble,win,13.3,100.06041666666674,930.5295866830274,None,930.5295866830274,None,930.5295866830274,None,930.5295866830274,None,930.5295866830274,None,930.5295866830274,None,930.5295866830274,None,1,930.5295866830274,None,931.8801816613413,None,931.8801816613413,None,931.8801816613413,None,931.8801816613413,None,931.8801816613413,None,931.8801816613413,None,931.8801816613413,None,935.8650169783505,None,935.8650169783505,None,935.8650169783505,None,935.8650169783505,None,935.8650169783505,None,935.8650169783505,None,935.8650169783505,None,945.3686734358198,None,1.3175207893946208,936.8653987193247,None,937.8657993393135,None,0.58,7.502689785731491,940.8668840851751,None,None,940.8668840851751,None,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,3.5,,,,,,,,,0,2,2,2,0,8,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.58,-0.42000000000000004,-4.05,-1.8075,3.5,1.6925,0.84625,gamble,lose,1.6925,101.75291666666674,947.3860588079551,None,947.3860588079551,None,947.3860588079551,None,947.3860588079551,None,947.3860588079551,None,947.3860588079551,None,947.3860588079551,None,1,947.3860588079551,None,948.8366475145449,None,948.8366475145449,None,948.8366475145449,None,948.8366475145449,None,948.8366475145449,None,948.8366475145449,None,948.8366475145449,None,952.8215084302938,None,952.8215084302938,None,952.8215084302938,None,952.8215084302938,None,952.8215084302938,None,952.8215084302938,None,952.8215084302938,None,953.821863932535,None,1.4174630002235062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,12.7,,,,,,,,,0,2,2,2,0,9,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.58,-0.42000000000000004,-4.47,10.350000000000001,12.7,2.349999999999998,1.174999999999999,gamble,win,12.7,114.45291666666674,955.8393113815691,None,955.8393113815691,None,955.8393113815691,None,955.8393113815691,None,955.8393113815691,None,955.8393113815691,None,955.8393113815691,None,1,955.8393113815691,None,957.0065228744061,None,957.0065228744061,None,957.0065228744061,None,957.0065228744061,None,957.0065228744061,None,957.0065228744061,None,957.0065228744061,None,961.0080223195255,None,961.0080223195255,None,961.0080223195255,None,961.0080223195255,None,961.0080223195255,None,961.0080223195255,None,961.0080223195255,None,961.9916852150927,None,1.1340646674507298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,12.1,,,,,,,,,0,2,2,2,0,10,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.58,-0.42000000000000004,-4.89,10.77,12.1,1.33,0.665,gamble,win,12.1,126.55291666666673,964.0091614626581,None,964.0091614626581,None,964.0091614626581,None,964.0091614626581,None,964.0091614626581,None,964.0091614626581,None,964.0091614626581,None,1,964.0091614626581,None,965.2095840975526,None,965.2095840975526,None,965.2095840975526,None,965.2095840975526,None,965.2095840975526,None,965.2095840975526,None,965.2095840975526,None,969.1944792515715,None,969.1944792515715,None,969.1944792515715,None,969.1944792515715,None,969.1944792515715,None,969.1944792515715,None,969.1944792515715,None,978.6981321892235,None,1.1673161275684834,970.1948520329897,None,971.1952728119795,None,0.59,7.5027611421537586,974.1964071553666,None,None,974.1964071553666,None,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,2.1,,,,,,,,,0,2,2,2,0,11,11,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.59,-0.41000000000000003,-5.3,11.04,2.1,-8.94,-3.42,certain,certain,-3.42,123.13291666666673,980.7155857179896,None,980.7155857179896,None,980.7155857179896,None,980.7155857179896,None,980.7155857179896,None,980.7155857179896,None,980.7155857179896,None,3,980.7155857179896,None,983.1331968707964,None,983.1331968707964,None,983.1331968707964,None,983.1331968707964,None,983.1331968707964,None,983.1331968707964,None,983.1331968707964,None,987.1346793568227,None,987.1346793568227,None,987.1346793568227,None,987.1346793568227,None,987.1346793568227,None,987.1346793568227,None,987.1346793568227,None,988.1184072091128,None,2.384552323142998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,1.1,,,,,,,,,0,2,2,2,0,12,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.59,-0.41000000000000003,-5.71,11.45,1.1,-10.35,-4.625,certain,certain,-4.625,118.50791666666673,990.1358629777096,None,990.1358629777096,None,990.1358629777096,None,990.1358629777096,None,990.1358629777096,None,990.1358629777096,None,990.1358629777096,None,3,990.1358629777096,None,993.1203191136592,None,993.1203191136592,None,993.1203191136592,None,993.1203191136592,None,993.1203191136592,None,993.1203191136592,None,993.1203191136592,None,997.1219107141951,None,997.1219107141951,None,997.1219107141951,None,997.1219107141951,None,997.1219107141951,None,997.1219107141951,None,997.1219107141951,None,1006.6088377668057,None,2.951368187670596,998.1055732897948,None,999.1060052682296,None,0.56,7.502781621180475,1002.1070909739938,None,None,1002.1070909739938,None,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,-0.9,,,,,,,,,0,2,2,2,0,13,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.56,-0.43999999999999995,-6.15,12.309999999999999,-0.9,-13.209999999999999,-7.055,gamble,win,-0.9,117.60791666666672,1008.6262800961267,None,1008.6262800961267,None,1008.6262800961267,None,1008.6262800961267,None,1008.6262800961267,None,1008.6262800961267,None,1008.6262800961267,None,1,1008.6262800961267,None,1010.9272186732269,None,1010.9272186732269,None,1010.9272186732269,None,1010.9272186732269,None,1010.9272186732269,None,1010.9272186732269,None,1010.9272186732269,None,1014.9287536366028,None,1014.9287536366028,None,1014.9287536366028,None,1014.9287536366028,None,1014.9287536366028,None,1014.9287536366028,None,1014.9287536366028,None,1015.9124184520915,None,2.2679699829313904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,0.1,,,,,,,,,0,2,2,2,0,14,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.56,-0.43999999999999995,-6.59,12.75,0.1,-12.65,-6.275,gamble,win,0.1,117.70791666666672,1017.9298851001658,None,1017.9298851001658,None,1017.9298851001658,None,1017.9298851001658,None,1017.9298851001658,None,1017.9298851001658,None,1017.9298851001658,None,1,1017.9298851001658,None,1020.3974710382754,None,1020.3974710382754,None,1020.3974710382754,None,1020.3974710382754,None,1020.3974710382754,None,1020.3974710382754,None,1020.3974710382754,None,1024.3990354401758,None,1024.3990354401758,None,1024.3990354401758,None,1024.3990354401758,None,1024.3990354401758,None,1024.3990354401758,None,1024.3990354401758,None,1025.3827290541958,None,2.4345872653648257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,11.1,,,,,,,,,0,2,2,2,0,15,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.56,-0.43999999999999995,-7.029999999999999,-2.125833333333333,11.1,8.974166666666667,4.4870833333333335,gamble,lose,8.974166666666667,126.68208333333338,1027.400215861213,None,1027.400215861213,None,1027.400215861213,None,1027.400215861213,None,1027.400215861213,None,1027.400215861213,None,1027.400215861213,None,1,1027.400215861213,None,1028.7007186201517,None,1028.7007186201517,None,1028.7007186201517,None,1028.7007186201517,None,1028.7007186201517,None,1028.7007186201517,None,1028.7007186201517,None,1032.6855324982316,None,1032.6855324982316,None,1032.6855324982316,None,1032.6855324982316,None,1032.6855324982316,None,1032.6855324982316,None,1032.6855324982316,None,1042.1892148744082,None,1.2673991314368322,1033.685924478632,None,1034.6863081395277,None,0.59,7.5027902607107535,1037.6874415228958,None,None,1037.6874415228958,None,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,8.1,,,,,,,,,0,2,2,2,0,16,16,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.59,-0.41000000000000003,-7.4399999999999995,13.18,8.1,-5.08,1.5099999999999998,certain,certain,1.5099999999999998,128.1920833333334,1044.2066812024568,None,1044.2066812024568,None,1044.2066812024568,None,1044.2066812024568,None,1044.2066812024568,None,1044.2066812024568,None,1044.2066812024568,None,3,1044.2066812024568,None,1046.124088525481,None,1046.124088525481,None,1046.124088525481,None,1046.124088525481,None,1046.124088525481,None,1046.124088525481,None,1046.124088525481,None,1050.1089468813734,None,1050.1089468813734,None,1050.1089468813734,None,1050.1089468813734,None,1050.1089468813734,None,1050.1089468813734,None,1050.1089468813734,None,1051.1092934240587,None,1.8842857764684595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,2.5,,,,,,,,,0,2,2,2,0,17,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.59,-0.41000000000000003,-7.85,13.59,2.5,-11.09,-4.295,gamble,win,2.5,130.6920833333334,1053.126773511467,None,1053.126773511467,None,1053.126773511467,None,1053.126773511467,None,1053.126773511467,None,1053.126773511467,None,1053.126773511467,None,1,1053.126773511467,None,1055.8110871905228,None,1055.8110871905228,None,1055.8110871905228,None,1055.8110871905228,None,1055.8110871905228,None,1055.8110871905228,None,1055.8110871905228,None,1059.8126432728604,None,1059.8126432728604,None,1059.8126432728604,None,1059.8126432728604,None,1059.8126432728604,None,1059.8126432728604,None,1059.8126432728604,None,1069.2996215228923,None,2.6512609290657565,1060.7963189677685,None,1061.796788384323,None,0.58,7.502923374064267,1064.7978692903416,None,None,1064.7978692903416,None,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,-1.3,,,,,,,,,0,2,2,2,0,18,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.58,-0.42000000000000004,-8.27,-2.1591666666666667,-1.3,-3.4591666666666665,-2.379583333333333,gamble,lose,-3.4591666666666665,127.23291666666672,1071.3170696118614,None,1071.3170696118614,None,1071.3170696118614,None,1071.3170696118614,None,1071.3170696118614,None,1071.3170696118614,None,1071.3170696118614,None,None,1071.3170696118614,None,1074.318215474661,None,1074.318215474661,None,1074.318215474661,None,1074.318215474661,None,1074.318215474661,None,1074.318215474661,None,1074.318215474661,None,1078.3030805502203,None,1078.3030805502203,None,1078.3030805502203,None,1078.3030805502203,None,1078.3030805502203,None,1078.3030805502203,None,1078.3030805502203,None,1079.3034651710186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,0.9,,,,,,,,,0,2,2,2,0,19,19,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.58,-0.42000000000000004,-8.69,-2.194166666666667,0.9,-1.294166666666667,-0.19708333333333344,gamble,lose,-1.294166666666667,125.93875000000006,1081.3209292592364,None,1081.3209292592364,None,1081.3209292592364,None,1081.3209292592364,None,1081.3209292592364,None,1081.3209292592364,None,1081.3209292592364,None,1,1081.3209292592364,None,1083.004881356319,None,1083.004881356319,None,1083.004881356319,None,1083.004881356319,None,1083.004881356319,None,1083.004881356319,None,1083.004881356319,None,1086.9897512316238,None,1086.9897512316238,None,1086.9897512316238,None,1086.9897512316238,None,1086.9897512316238,None,1086.9897512316238,None,1086.9897512316238,None,1096.4934371276177,None,1.650890707562212,1087.9901348924614,None,1088.9905412721564,None,0.46,7.502803060109727,1091.9916967345052,None,None,1091.9916967345052,None,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,9.7,,,,,,,,,0,2,2,2,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.46,-0.54,-9.23,16.79,9.7,-7.09,1.3049999999999997,gamble,win,9.7,135.63875000000004,1098.510854498134,None,1098.510854498134,None,1098.510854498134,None,1098.510854498134,None,1098.510854498134,None,1098.510854498134,None,1098.510854498134,None,1,1098.510854498134,None,1101.011812850309,None,1101.011812850309,None,1101.011812850309,None,1101.011812850309,None,1101.011812850309,None,1101.011812850309,None,1101.011812850309,None,1104.9966801657574,None,1104.9966801657574,None,1104.9966801657574,None,1104.9966801657574,None,1104.9966801657574,None,1104.9966801657574,None,1104.9966801657574,None,1105.997057746863,None,2.467986238130834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
,,,3,1,1.3,,,,,,,,,0,2,2,2,0,21,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.46,-0.54,-9.77,-2.7041666666666666,1.3,-1.4041666666666666,-0.05208333333333326,certain,certain,-0.05208333333333326,135.5866666666667,1108.0145576733048,None,1108.0145576733048,None,1108.0145576733048,None,1108.0145576733048,None,1108.0145576733048,None,1108.0145576733048,None,1108.0145576733048,None,3,1108.0145576733048,None,1110.2320226574084,None,1110.2320226574084,None,1110.2320226574084,None,1110.2320226574084,None,1110.2320226574084,None,1110.2320226574084,None,1110.2320226574084,None,1114.2168909328175,None,1114.2168909328175,None,1114.2168909328175,None,1114.2168909328175,None,1114.2168909328175,None,1114.2168909328175,None,1114.2168909328175,None,1115.2173341106973,None,2.184380235732533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24281,2020_Feb_24_1510,Mmi_3levels,3.1.5,59.97689326161149,
