currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.rt,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
10,black.png,"Please make your choices as fast as possible.
You will be given a break at the end of each block.
Let's play!",,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.39373475091998,None,219.39373475091998,None,219.39373475091998,None,4,1.067284552147612,219.39373475091998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23999,2019_Dec_31_1403,Mmi_3levels,3.1.5,59.9740351085229,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.4774446231313,None,space,258.5647184557747,220.4774446231313,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23999,2019_Dec_31_1403,Mmi_3levels,3.1.5,59.9740351085229,
,,,1,1,4.1,,,,,,,,,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0586335165426,None,0.61,5.028113305568695,482.07643219979946,None,4,2.000974985421635,482.07643219979946,None,484.09385170426685,None,True,False,False,0.61,-0.39,-0.39,-1.3975,4.1,2.7024999999999997,1.3512499999999998,gamble,lose,2.7024999999999997,2.7024999999999997,487.12841328885406,None,487.12841328885406,None,487.12841328885406,None,487.12841328885406,None,487.12841328885406,None,487.12841328885406,None,487.12841328885406,None,1,1.2674323837272823,487.12841328885406,None,488.4288719831966,None,488.4288719831966,None,488.4288719831966,None,488.4288719831966,None,488.4288719831966,None,488.4288719831966,None,488.4288719831966,None,492.41368627361953,None,492.41368627361953,None,492.41368627361953,None,492.41368627361953,None,492.41368627361953,None,492.41368627361953,None,492.41368627361953,None,493.4141166495392,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23999,2019_Dec_31_1403,Mmi_3levels,3.1.5,59.9740351085229,
,,,1,1,-0.5,,,,,,,,,0,0,0,0,0,1,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.61,-0.39,-0.78,-1.43,-0.5,-1.93,-1.2149999999999999,gamble,lose,-1.93,0.7724999999999997,495.4314951963024,None,495.4314951963024,None,495.4314951963024,None,495.4314951963024,None,495.4314951963024,None,495.4314951963024,None,495.4314951963024,None,1,1.3508245138218626,495.4314951963024,None,496.81541129702237,None,496.81541129702237,None,496.81541129702237,None,496.81541129702237,None,496.81541129702237,None,496.81541129702237,None,496.81541129702237,None,500.816927052103,None,500.816927052103,None,500.816927052103,None,500.816927052103,None,500.816927052103,None,500.816927052103,None,500.816927052103,None,501.8005762877874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23999,2019_Dec_31_1403,Mmi_3levels,3.1.5,59.9740351085229,
,,,1,1,10.3,,,,,,,,,0,0,0,0,0,2,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.61,-0.39,-1.17,6.63,10.3,3.670000000000001,1.8350000000000004,gamble,win,10.3,11.0725,503.81800571165513,None,503.81800571165513,None,503.81800571165513,None,503.81800571165513,None,503.81800571165513,None,503.81800571165513,None,503.81800571165513,None,1,1.2007599574280903,503.81800571165513,None,505.0518460565945,None,505.0518460565945,None,505.0518460565945,None,505.0518460565945,None,505.0518460565945,None,505.0518460565945,None,505.0518460565945,None,509.03670130472165,None,509.03670130472165,None,509.03670130472165,None,509.03670130472165,None,509.03670130472165,None,509.03670130472165,None,509.03670130472165,None,518.5402417464647,None,510.03702448669355,None,511.0374036653666,None,0.69,7.502726087346673,514.0385319222696,None,None,514.0385319222696,None,,,,,,,,,,,,,,,,,,,23999,2019_Dec_31_1403,Mmi_3levels,3.1.5,59.9740351085229,
,,,1,1,8.1,,,,,,,,,0,0,0,0,0,3,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.69,-0.31000000000000005,-1.48,5.82,8.1,2.2799999999999994,1.1399999999999997,gamble,win,8.1,19.1725,520.5576954890275,None,520.5576954890275,None,520.5576954890275,None,520.5576954890275,None,520.5576954890275,None,520.5576954890275,None,520.5576954890275,None,1,1.1506744421785697,520.5576954890275,None,521.7414570384426,None,521.7414570384426,None,521.7414570384426,None,521.7414570384426,None,521.7414570384426,None,521.7414570384426,None,521.7414570384426,None,525.7263279656181,None,525.7263279656181,None,525.7263279656181,None,525.7263279656181,None,525.7263279656181,None,525.7263279656181,None,525.7263279656181,None,526.7266818658682,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23999,2019_Dec_31_1403,Mmi_3levels,3.1.5,59.9740351085229,
,,,1,1,5.7,,,,,,,,,0,0,0,0,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.69,-0.31000000000000005,-1.79,-1.2341666666666669,5.7,4.465833333333333,2.2329166666666667,gamble,lose,4.465833333333333,23.638333333333332,528.7441202492919,None,528.7441202492919,None,528.7441202492919,None,528.7441202492919,None,528.7441202492919,None,528.7441202492919,None,528.7441202492919,None,1,0.6504854927770793,528.7441202492919,None,529.4277002088493,None,529.4277002088493,None,529.4277002088493,None,529.4277002088493,None,529.4277002088493,None,529.4277002088493,None,529.4277002088493,None,533.4125407377724,None,533.4125407377724,None,533.4125407377724,None,533.4125407377724,None,533.4125407377724,None,533.4125407377724,None,533.4125407377724,None,542.9161912533455,None,534.4129803931573,None,535.4133406929905,None,0.62,7.5027516859117895,538.4144222324248,None,None,538.4144222324248,None,,,,,,,,,,,,,,,,,,,23999,2019_Dec_31_1403,Mmi_3levels,3.1.5,59.9740351085229,
,,,1,1,6.5,,,,,,,,,0,0,0,0,0,5,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.62,-0.38,-2.17,7.49,6.5,-0.9900000000000002,-0.4950000000000001,certain,certain,-0.4950000000000001,23.14333333333333,544.9335691601736,None,544.9335691601736,None,544.9335691601736,None,544.9335691601736,None,544.9335691601736,None,544.9335691601736,None,544.9335691601736,None,3,1.3174532626289874,544.9335691601736,None,546.2841348084621,None,546.2841348084621,None,546.2841348084621,None,546.2841348084621,None,546.2841348084621,None,546.2841348084621,None,546.2841348084621,None,550.2855926468037,None,550.2855926468037,None,550.2855926468037,None,550.2855926468037,None,550.2855926468037,None,550.2855926468037,None,550.2855926468037,None,551.2693023590837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23999,2019_Dec_31_1403,Mmi_3levels,3.1.5,59.9740351085229,
,,,1,1,10.1,,,,,,,,,0,0,0,0,0,6,6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.62,-0.38,-2.55,7.87,10.1,2.2299999999999995,1.1149999999999998,gamble,win,10.1,33.24333333333333,553.2867362627294,None,553.2867362627294,None,553.2867362627294,None,553.2867362627294,None,553.2867362627294,None,553.2867362627294,None,553.2867362627294,None,1,0.7672021567123011,553.2867362627294,None,554.0870892030653,None,554.0870892030653,None,554.0870892030653,None,554.0870892030653,None,554.0870892030653,None,554.0870892030653,None,554.0870892030653,None,558.0718756549759,None,558.0718756549759,None,558.0718756549759,None,558.0718756549759,None,558.0718756549759,None,558.0718756549759,None,558.0718756549759,None,559.072250674013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23999,2019_Dec_31_1403,Mmi_3levels,3.1.5,59.9740351085229,
,,,1,1,0.5,,,,,,,,,0,0,0,0,0,7,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.62,-0.38,-2.9299999999999997,8.25,0.5,-7.75,-3.625,certain,certain,-3.625,29.618333333333332,561.0897152959369,None,561.0897152959369,None,561.0897152959369,None,561.0897152959369,None,561.0897152959369,None,561.0897152959369,None,561.0897152959369,None,3,1.3507976352702826,561.0897152959369,None,562.4735709200613,None,562.4735709200613,None,562.4735709200613,None,562.4735709200613,None,562.4735709200613,None,562.4735709200613,None,562.4735709200613,None,566.4750809154939,None,566.4750809154939,None,566.4750809154939,None,566.4750809154939,None,566.4750809154939,None,566.4750809154939,None,566.4750809154939,None,575.9619666099316,None,567.4588133464567,None,568.4591518875677,None,0.61,7.502702728612348,571.4602641452802,None,None,571.4602641452802,None,,,,,,,,,,,,,,,,,,,23999,2019_Dec_31_1403,Mmi_3levels,3.1.5,59.9740351085229,
,,,1,1,4.7,,,,,,,,,0,0,0,0,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.61,-0.39,-3.32,-1.6416666666666666,4.7,3.0583333333333336,1.5291666666666668,gamble,lose,3.0583333333333336,32.67666666666666,577.9794168326771,None,577.9794168326771,None,577.9794168326771,None,577.9794168326771,None,577.9794168326771,None,577.9794168326771,None,577.9794168326771,None,1,0.6505235707154498,577.9794168326771,None,578.6630598286865,None,578.6630598286865,None,578.6630598286865,None,578.6630598286865,None,578.6630598286865,None,578.6630598286865,None,578.6630598286865,None,582.6478475605836,None,582.6478475605836,None,582.6478475605836,None,582.6478475605836,None,582.6478475605836,None,582.6478475605836,None,582.6478475605836,None,583.6482238594908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23999,2019_Dec_31_1403,Mmi_3levels,3.1.5,59.9740351085229,
,,,1,1,9.1,,,,,,,,,0,0,0,0,0,9,9,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.61,-0.39,-3.71,9.17,9.1,-0.07000000000000028,-0.03500000000000014,gamble,win,9.1,41.776666666666664,585.6656715223799,None,585.6656715223799,None,585.6656715223799,None,585.6656715223799,None,585.6656715223799,None,585.6656715223799,None,585.6656715223799,None,1,1.3340820913435891,585.6656715223799,None,587.0328893582337,None,587.0328893582337,None,587.0328893582337,None,587.0328893582337,None,587.0328893582337,None,587.0328893582337,None,587.0328893582337,None,591.0343519962626,None,591.0343519962626,None,591.0343519962626,None,591.0343519962626,None,591.0343519962626,None,591.0343519962626,None,591.0343519962626,None,600.5212792883394,None,592.0180802674731,None,593.0184389674105,None,0.74,7.502873279154301,596.0195739439223,None,None,596.0195739439223,None,,,,,,,,,,,,,,,,,,,23999,2019_Dec_31_1403,Mmi_3levels,3.1.5,59.9740351085229,
,,,1,1,-0.7,,,,,,,,,0,0,0,0,0,10,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.74,-0.26,-3.9699999999999998,7.609999999999999,-0.7,-8.309999999999999,-4.504999999999999,certain,certain,-4.504999999999999,37.27166666666666,602.5387090323493,None,602.5387090323493,None,602.5387090323493,None,602.5387090323493,None,602.5387090323493,None,602.5387090323493,None,602.5387090323493,None,3,1.900987624656409,602.5387090323493,None,604.4728020031471,None,604.4728020031471,None,604.4728020031471,None,604.4728020031471,None,604.4728020031471,None,604.4728020031471,None,604.4728020031471,None,608.4576156535186,None,608.4576156535186,None,608.4576156535186,None,608.4576156535186,None,608.4576156535186,None,608.4576156535186,None,608.4576156535186,None,609.458041229751,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23999,2019_Dec_31_1403,Mmi_3levels,3.1.5,59.9740351085229,
,,,1,1,5.5,,,,,,,,,0,0,0,0,0,11,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.74,-0.26,-4.2299999999999995,-1.2625,5.5,4.2375,2.11875,gamble,lose,4.2375,41.50916666666666,611.4754229763057,None,611.4754229763057,None,611.4754229763057,None,611.4754229763057,None,611.4754229763057,None,611.4754229763057,None,611.4754229763057,None,1,1.2674307838315144,611.4754229763057,None,612.7759575063828,None,612.7759575063828,None,612.7759575063828,None,612.7759575063828,None,612.7759575063828,None,612.7759575063828,None,612.7759575063828,None,616.7608105146792,None,616.7608105146792,None,616.7608105146792,None,616.7608105146792,None,616.7608105146792,None,616.7608105146792,None,616.7608105146792,None,626.2643576760311,None,617.761153855361,None,618.7615138352849,None,0.67,7.502730567124672,621.76264017215,None,None,621.76264017215,None,,,,,,,,,,,,,,,,,,,23999,2019_Dec_31_1403,Mmi_3levels,3.1.5,59.9740351085229,
,,,1,1,3.9,,,,,,,,,0,0,0,0,0,12,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.67,-0.32999999999999996,-4.56,9.18,3.9,-5.279999999999999,-0.6899999999999997,certain,certain,-0.6899999999999997,40.81916666666666,628.2817832601722,None,628.2817832601722,None,628.2817832601722,None,628.2817832601722,None,628.2817832601722,None,628.2817832601722,None,628.2817832601722,None,3,1.8674439031165093,628.2817832601722,None,630.1825068995822,None,630.1825068995822,None,630.1825068995822,None,630.1825068995822,None,630.1825068995822,None,630.1825068995822,None,630.1825068995822,None,634.1673458286095,None,634.1673458286095,None,634.1673458286095,None,634.1673458286095,None,634.1673458286095,None,634.1673458286095,None,634.1673458286095,None,635.1677214875817,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23999,2019_Dec_31_1403,Mmi_3levels,3.1.5,59.9740351085229,
