currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.rt,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,blockHappyResp.rt,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
10,black.png,"Please make your choices as fast as possible.
You will be given a break at the end of each block.
Let's play!",,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.70947066964436,None,67.70947066964436,None,67.70947066964436,None,4,3.2014501587909763,67.70947066964436,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9273631076685,None,space,183.21976497316064,70.9273631076685,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
,,,1,1,12.9,,,,,,,,,0,0,0,0,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.16348588479377,None,1.0,7.492924716214475,257.1812263313259,None,None,257.1812263313259,None,261.6662481301064,None,True,True,False,1.0,0.0,0.0,0.03,12.9,12.870000000000001,6.4350000000000005,certain,certain,6.4350000000000005,6.4350000000000005,264.70078635596656,None,264.70078635596656,None,264.70078635596656,None,264.70078635596656,None,264.70078635596656,None,264.70078635596656,None,264.70078635596656,None,3,2.1678107625957637,264.70078635596656,None,266.9016442279244,None,266.9016442279244,None,266.9016442279244,None,266.9016442279244,None,266.9016442279244,None,266.9016442279244,None,266.9016442279244,None,270.88651803499306,None,270.88651803499306,None,270.88651803499306,None,270.88651803499306,None,270.88651803499306,None,270.88651803499306,None,270.88651803499306,None,271.8868040989728,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
,,,1,1,9.7,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,1.0,0.0,0.0,-0.03,9.7,9.67,4.835,gamble,lose,9.67,16.105,273.90423480285244,None,273.90423480285244,None,273.90423480285244,None,273.90423480285244,None,273.90423480285244,None,273.90423480285244,None,273.90423480285244,None,1,2.9346945371071342,273.90423480285244,None,276.8720097274563,None,276.8720097274563,None,276.8720097274563,None,276.8720097274563,None,276.8720097274563,None,276.8720097274563,None,276.8720097274563,None,280.85687233515273,None,280.85687233515273,None,280.85687233515273,None,280.85687233515273,None,280.85687233515273,None,280.85687233515273,None,280.85687233515273,None,281.8572883118577,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
,,,1,1,13.9,,,,,,,,,0,0,0,0,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1.0,0.0,0.0,-0.03,13.9,13.870000000000001,6.9350000000000005,gamble,lose,13.870000000000001,29.975,283.8746767781013,None,283.8746767781013,None,283.8746767781013,None,283.8746767781013,None,283.8746767781013,None,283.8746767781013,None,283.8746767781013,None,None,,283.8746767781013,None,286.87581559432874,None,286.87581559432874,None,286.87581559432874,None,286.87581559432874,None,286.87581559432874,None,286.87581559432874,None,286.87581559432874,None,290.87731439039635,None,290.87731439039635,None,290.87731439039635,None,290.87731439039635,None,290.87731439039635,None,290.87731439039635,None,290.87731439039635,None,300.364288719833,None,291.8610362619693,None,292.8614199204858,None,1.0,7.502784324078675,295.8625171390413,None,None,295.8625171390413,None,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
,,,1,1,11.3,,,,,,,,,0,0,0,0,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,0.0,0.03,11.3,11.270000000000001,5.635000000000001,gamble,win,11.3,41.275000000000006,302.381681345847,None,302.381681345847,None,302.381681345847,None,302.381681345847,None,302.381681345847,None,302.381681345847,None,302.381681345847,None,1,2.0510272224746586,302.381681345847,None,304.4657873559081,None,304.4657873559081,None,304.4657873559081,None,304.4657873559081,None,304.4657873559081,None,304.4657873559081,None,304.4657873559081,None,308.45062884478466,None,308.45062884478466,None,308.45062884478466,None,308.45062884478466,None,308.45062884478466,None,308.45062884478466,None,308.45062884478466,None,309.4510192229245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
,,,1,1,8.3,,,,,,,,,0,0,0,0,0,4,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,0.0,0.03,8.3,8.270000000000001,4.135000000000001,certain,certain,4.135000000000001,45.410000000000004,311.4684640060186,None,311.4684640060186,None,311.4684640060186,None,311.4684640060186,None,311.4684640060186,None,311.4684640060186,None,311.4684640060186,None,3,2.30112169718268,311.4684640060186,None,313.8026923292309,None,313.8026923292309,None,313.8026923292309,None,313.8026923292309,None,313.8026923292309,None,313.8026923292309,None,313.8026923292309,None,317.7875539769775,None,317.7875539769775,None,317.7875539769775,None,317.7875539769775,None,317.7875539769775,None,317.7875539769775,None,317.7875539769775,None,327.2911510555423,None,318.78788803827047,None,319.78828705592605,None,1.0,7.502871679185773,322.7894341916872,None,None,322.7894341916872,None,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
,,,1,1,3.7,,,,,,,,,0,0,0,0,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,0.0,0.03,3.7,3.6700000000000004,1.8350000000000002,gamble,win,3.7,49.11000000000001,329.308532162202,None,329.308532162202,None,329.308532162202,None,329.308532162202,None,329.308532162202,None,329.308532162202,None,329.308532162202,None,1,1.7176110137806972,329.308532162202,None,331.0592174838239,None,331.0592174838239,None,331.0592174838239,None,331.0592174838239,None,331.0592174838239,None,331.0592174838239,None,331.0592174838239,None,335.0441021702791,None,335.0441021702791,None,335.0441021702791,None,335.0441021702791,None,335.0441021702791,None,335.0441021702791,None,335.0441021702791,None,336.0444391114106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
,,,1,1,9.5,,,,,,,,,0,0,0,0,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,0.0,0.03,9.5,9.47,4.735,gamble,win,9.5,58.61000000000001,338.0618595758642,None,338.0618595758642,None,338.0618595758642,None,338.0618595758642,None,338.0618595758642,None,338.0618595758642,None,338.0618595758642,None,1,1.7175934147671796,338.0618595758642,None,339.81252473861605,None,339.81252473861605,None,339.81252473861605,None,339.81252473861605,None,339.81252473861605,None,339.81252473861605,None,339.81252473861605,None,343.79737294711595,None,343.79737294711595,None,343.79737294711595,None,343.79737294711595,None,343.79737294711595,None,343.79737294711595,None,343.79737294711595,None,344.79773164702783,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
,,,1,1,5.7,,,,,,,,,0,0,0,0,0,7,7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,1.0,0.0,0.0,-0.03,5.7,5.67,2.835,gamble,lose,5.67,64.28,346.81526282528284,None,346.81526282528284,None,346.81526282528284,None,346.81526282528284,None,346.81526282528284,None,346.81526282528284,None,346.81526282528284,None,1,1.9176420520452666,346.81526282528284,None,348.7659455870489,None,348.7659455870489,None,348.7659455870489,None,348.7659455870489,None,348.7659455870489,None,348.7659455870489,None,348.7659455870489,None,352.7507921956385,None,352.7507921956385,None,352.7507921956385,None,352.7507921956385,None,352.7507921956385,None,352.7507921956385,None,352.7507921956385,None,362.25436079579595,None,353.7511761741371,None,354.7514948762873,None,1.0,7.5027372867116355,357.7526436119588,None,None,357.7526436119588,None,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
,,,1,1,-0.5,,,,,,,,,0,0,0,0,0,8,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,-0.5,-0.53,-0.515,gamble,win,-0.5,63.78,364.27179853928465,None,364.27179853928465,None,364.27179853928465,None,364.27179853928465,None,364.27179853928465,None,364.27179853928465,None,364.27179853928465,None,None,,364.27179853928465,None,367.27290375739176,None,367.27290375739176,None,367.27290375739176,None,367.27290375739176,None,367.27290375739176,None,367.27290375739176,None,367.27290375739176,None,371.2744476709304,None,371.2744476709304,None,371.2744476709304,None,371.2744476709304,None,371.2744476709304,None,371.2744476709304,None,371.2744476709304,None,372.2581538633858,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
,,,1,1,-0.1,,,,,,,,,0,0,0,0,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,-0.1,-0.13,-0.115,gamble,win,-0.1,63.68,374.2755698480905,None,374.2755698480905,None,374.2755698480905,None,374.2755698480905,None,374.2755698480905,None,374.2755698480905,None,374.2755698480905,None,1,2.151068660154124,374.2755698480905,None,376.4597217755836,None,376.4597217755836,None,376.4597217755836,None,376.4597217755836,None,376.4597217755836,None,376.4597217755836,None,376.4597217755836,None,380.46123369091583,None,380.46123369091583,None,380.46123369091583,None,380.46123369091583,None,380.46123369091583,None,380.46123369091583,None,380.46123369091583,None,389.948185621608,None,381.4449965201966,None,382.4453398609694,None,1.0,7.5028400009614415,385.44646555793224,None,None,385.44646555793224,None,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
,,,1,1,2.5,,,,,,,,,0,0,0,0,0,10,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1.0,0.0,0.0,-0.03,2.5,2.47,1.235,gamble,lose,2.47,66.15,391.9656150455594,None,391.9656150455594,None,391.9656150455594,None,391.9656150455594,None,391.9656150455594,None,391.9656150455594,None,391.9656150455594,None,1,2.101182813763444,391.9656150455594,None,394.09985072836207,None,394.09985072836207,None,394.09985072836207,None,394.09985072836207,None,394.09985072836207,None,394.09985072836207,None,394.09985072836207,None,398.0846231011092,None,398.0846231011092,None,398.0846231011092,None,398.0846231011092,None,398.0846231011092,None,398.0846231011092,None,398.0846231011092,None,399.0849549225277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
,,,1,1,11.1,,,,,,,,,0,0,0,0,0,11,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,1.0,0.0,0.0,-0.03,11.1,11.07,5.535,gamble,lose,11.07,77.22,401.1024205044523,None,401.1024205044523,None,401.1024205044523,None,401.1024205044523,None,401.1024205044523,None,401.1024205044523,None,401.1024205044523,None,1,1.951010423417756,401.1024205044523,None,403.0864677978061,None,403.0864677978061,None,403.0864677978061,None,403.0864677978061,None,403.0864677978061,None,403.0864677978061,None,403.0864677978061,None,407.0713364851581,None,407.0713364851581,None,407.0713364851581,None,407.0713364851581,None,407.0713364851581,None,407.0713364851581,None,407.0713364851581,None,416.574974201445,None,408.0717115041589,None,409.0721930771906,None,1.0,7.502800643163937,412.07319686097617,None,None,412.07319686097617,None,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
,,,1,1,6.1,,,,,,,,,0,0,0,0,0,12,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,0.0,0.03,6.1,6.069999999999999,3.0349999999999997,gamble,win,6.1,83.32,418.5923645875846,None,418.5923645875846,None,418.5923645875846,None,418.5923645875846,None,418.5923645875846,None,418.5923645875846,None,418.5923645875846,None,1,1.734229603142012,418.5923645875846,None,420.35967393826286,None,420.35967393826286,None,420.35967393826286,None,420.35967393826286,None,420.35967393826286,None,420.35967393826286,None,420.35967393826286,None,424.3445192669242,None,424.3445192669242,None,424.3445192669242,None,424.3445192669242,None,424.3445192669242,None,424.3445192669242,None,424.3445192669242,None,425.34501107938195,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
,,,1,1,11.7,,,,,,,,,0,0,0,0,0,13,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,11.7,11.67,5.835,gamble,win,11.7,95.02,427.3623790667734,None,427.3623790667734,None,427.3623790667734,None,427.3623790667734,None,427.3623790667734,None,427.3623790667734,None,427.3623790667734,None,1,2.1010228227241896,427.3623790667734,None,429.4964710776221,None,429.4964710776221,None,429.4964710776221,None,429.4964710776221,None,429.4964710776221,None,429.4964710776221,None,429.4964710776221,None,433.4813320854046,None,433.4813320854046,None,433.4813320854046,None,433.4813320854046,None,433.4813320854046,None,433.4813320854046,None,433.4813320854046,None,434.48171350404664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24267,2020_Feb_05_1649,Mmi_3levels,3.1.5,59.977833434834686,
