currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,1,1,1.9,,,,,,,,,0,0,0,0,0,2,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,1.9,1.8699999999999999,1.8849999999999998,certain,certain,1.8849999999999998,22.854999999999997,208.7736839376994,None,208.7736839376994,None,208.7736839376994,None,208.7736839376994,None,208.7736839376994,None,208.7736839376994,None,208.7736839376994,None,3,208.7736839376994,None,211.34128952282845,None,211.34128952282845,None,211.34128952282845,None,211.34128952282845,None,211.34128952282845,None,211.34128952282845,None,211.34128952282845,None,215.32621667526473,None,215.32621667526473,None,215.32621667526473,None,215.32621667526473,None,215.32621667526473,None,215.32621667526473,None,215.32621667526473,None,224.8298644931674,None,2.5345765139391006,216.32652673978737,None,217.3269286397226,None,1.0,7.5028366583937895,220.32811930028402,None,None,220.32811930028402,None,,,,,,,,,,,,,,,,,,,23656,2019_Nov_07_1655,Mmi_3levels,3.1.5,59.98080709971365,
,,,1,1,3.9,,,,,,,,,0,0,0,0,0,3,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,0.0,0.03,3.9,3.87,1.935,gamble,win,3.9,26.754999999999995,226.84731194219057,None,226.84731194219057,None,226.84731194219057,None,226.84731194219057,None,226.84731194219057,None,226.84731194219057,None,226.84731194219057,None,1,226.84731194219057,None,228.43119063496488,None,228.43119063496488,None,228.43119063496488,None,228.43119063496488,None,228.43119063496488,None,228.43119063496488,None,228.43119063496488,None,232.41609026877632,None,232.41609026877632,None,232.41609026877632,None,232.41609026877632,None,232.41609026877632,None,232.41609026877632,None,232.41609026877632,None,233.41647872938483,None,1.550791064510122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23656,2019_Nov_07_1655,Mmi_3levels,3.1.5,59.98080709971365,
,,,1,1,12.5,,,,,,,,,0,0,0,0,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,12.5,12.47,6.235,gamble,win,12.5,39.254999999999995,235.43394857728708,None,235.43394857728708,None,235.43394857728708,None,235.43394857728708,None,235.43394857728708,None,235.43394857728708,None,235.43394857728708,None,1,235.43394857728708,None,236.58439066721985,None,236.58439066721985,None,236.58439066721985,None,236.58439066721985,None,236.58439066721985,None,236.58439066721985,None,236.58439066721985,None,240.5859339501767,None,240.5859339501767,None,240.5859339501767,None,240.5859339501767,None,240.5859339501767,None,240.5859339501767,None,240.5859339501767,None,250.0728725222034,None,1.1173416623059893,241.56964900312232,None,242.57002882416418,None,1.0,7.502933933537861,245.57117276705685,None,None,245.57117276705685,None,,,,,,,,,,,,,,,,,,,23656,2019_Nov_07_1655,Mmi_3levels,3.1.5,59.98080709971365,
,,,1,1,4.9,,,,,,,,,0,0,0,0,0,5,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,0.0,0.03,4.9,4.87,2.435,gamble,win,4.9,44.154999999999994,252.09035292958288,None,252.09035292958288,None,252.09035292958288,None,252.09035292958288,None,252.09035292958288,None,252.09035292958288,None,252.09035292958288,None,1,252.09035292958288,None,253.5408670799152,None,253.5408670799152,None,253.5408670799152,None,253.5408670799152,None,253.5408670799152,None,253.5408670799152,None,253.5408670799152,None,257.5257590341098,None,257.5257590341098,None,257.5257590341098,None,257.5257590341098,None,257.5257590341098,None,257.5257590341098,None,257.5257590341098,None,258.52622045107637,None,1.4174310018424876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23656,2019_Nov_07_1655,Mmi_3levels,3.1.5,59.98080709971365,
,,,1,1,13.1,,,,,,,,,0,0,0,0,0,6,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,1.0,0.0,0.0,-0.03,13.1,13.07,6.535,gamble,lose,13.07,57.224999999999994,260.54356646516317,None,260.54356646516317,None,260.54356646516317,None,260.54356646516317,None,260.54356646516317,None,260.54356646516317,None,260.54356646516317,None,1,260.54356646516317,None,261.7940496410447,None,261.7940496410447,None,261.7940496410447,None,261.7940496410447,None,261.7940496410447,None,261.7940496410447,None,261.7940496410447,None,265.79564060162375,None,265.79564060162375,None,265.79564060162375,None,265.79564060162375,None,265.79564060162375,None,265.79564060162375,None,265.79564060162375,None,266.7793470149991,None,1.217438425475848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23656,2019_Nov_07_1655,Mmi_3levels,3.1.5,59.98080709971365,
,,,1,1,8.1,,,,,,,,,0,0,0,0,0,7,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,0.0,0.03,8.1,8.07,4.035,gamble,win,8.1,65.32499999999999,268.7967935040688,None,268.7967935040688,None,268.7967935040688,None,268.7967935040688,None,268.7967935040688,None,268.7967935040688,None,268.7967935040688,None,1,268.7967935040688,None,270.0139237849253,None,270.0139237849253,None,270.0139237849253,None,270.0139237849253,None,270.0139237849253,None,270.0139237849253,None,270.0139237849253,None,274.01549810633514,None,274.01549810633514,None,274.01549810633514,None,274.01549810633514,None,274.01549810633514,None,274.01549810633514,None,274.01549810633514,None,283.5024459578999,None,1.1840503322091536,274.99918244081346,None,275.99953666313013,None,0.99,7.502809139765304,279.0007122844436,None,None,279.0007122844436,None,,,,,,,,,,,,,,,,,,,23656,2019_Nov_07_1655,Mmi_3levels,3.1.5,59.98080709971365,
,,,1,1,12.7,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.99,-0.010000000000000009,-0.010000000000000009,0.15000000000000013,12.7,12.549999999999999,6.2749999999999995,gamble,win,12.7,78.02499999999999,285.51984700924004,None,285.51984700924004,None,285.51984700924004,None,285.51984700924004,None,285.51984700924004,None,285.51984700924004,None,285.51984700924004,None,1,285.51984700924004,None,286.48693505220217,None,286.48693505220217,None,286.48693505220217,None,286.48693505220217,None,286.48693505220217,None,286.48693505220217,None,286.48693505220217,None,290.4884031389156,None,290.4884031389156,None,290.4884031389156,None,290.4884031389156,None,290.4884031389156,None,290.4884031389156,None,290.4884031389156,None,291.47218570849145,None,0.933972256105335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23656,2019_Nov_07_1655,Mmi_3levels,3.1.5,59.98080709971365,
,,,1,1,8.5,,,,,,,,,0,0,0,0,0,9,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.99,-0.010000000000000009,-0.020000000000000018,0.16000000000000014,8.5,8.34,4.17,gamble,win,8.5,86.52499999999999,293.4896334774967,None,293.4896334774967,None,293.4896334774967,None,293.4896334774967,None,293.4896334774967,None,293.4896334774967,None,293.4896334774967,None,1,293.4896334774967,None,295.1902817011396,None,295.1902817011396,None,295.1902817011396,None,295.1902817011396,None,295.1902817011396,None,295.1902817011396,None,295.1902817011396,None,299.17509909905493,None,299.17509909905493,None,299.17509909905493,None,299.17509909905493,None,299.17509909905493,None,299.17509909905493,None,299.17509909905493,None,308.6788083538886,None,1.6675132377422415,300.17554067700985,None,301.175915698288,None,1.0,7.502758902275673,304.17703372247706,None,None,304.17703372247706,None,,,,,,,,,,,,,,,,,,,23656,2019_Nov_07_1655,Mmi_3levels,3.1.5,59.98080709971365,
,,,1,1,1.5,,,,,,,,,0,0,0,0,0,10,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1.0,0.0,-0.020000000000000018,-0.03,1.5,1.47,1.4849999999999999,certain,certain,1.4849999999999999,88.00999999999999,310.6962138850031,None,310.6962138850031,None,310.6962138850031,None,310.6962138850031,None,310.6962138850031,None,310.6962138850031,None,310.6962138850031,None,3,310.6962138850031,None,313.33060205634683,None,313.33060205634683,None,313.33060205634683,None,313.33060205634683,None,313.33060205634683,None,313.33060205634683,None,313.33060205634683,None,317.3154146545021,None,317.3154146545021,None,317.3154146545021,None,317.3154146545021,None,317.3154146545021,None,317.3154146545021,None,317.3154146545021,None,318.3158687118339,None,2.601295103348093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23656,2019_Nov_07_1655,Mmi_3levels,3.1.5,59.98080709971365,
,,,1,1,8.9,,,,,,,,,0,0,0,0,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,1.0,0.0,-0.020000000000000018,-0.03,8.9,8.870000000000001,4.4350000000000005,gamble,lose,8.870000000000001,96.88,320.3332924820388,None,320.3332924820388,None,320.3332924820388,None,320.3332924820388,None,320.3332924820388,None,320.3332924820388,None,320.3332924820388,None,1,320.3332924820388,None,322.11732150331227,None,322.11732150331227,None,322.11732150331227,None,322.11732150331227,None,322.11732150331227,None,322.11732150331227,None,322.11732150331227,None,326.10210914271374,None,326.10210914271374,None,326.10210914271374,None,326.10210914271374,None,326.10210914271374,None,326.10210914271374,None,326.10210914271374,None,335.60577263983214,None,1.7508991551148938,327.1025040029999,None,328.10295006073284,None,0.99,7.502733623539825,331.10409592353244,None,None,331.10409592353244,None,,,,,,,,,,,,,,,,,,,23656,2019_Nov_07_1655,Mmi_3levels,3.1.5,59.98080709971365,
,,,1,1,0.1,,,,,,,,,0,0,0,0,0,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.99,-0.010000000000000009,-0.030000000000000027,0.17000000000000015,0.1,-0.07000000000000015,0.01499999999999993,gamble,win,0.1,96.97999999999999,337.623281845772,None,337.623281845772,None,337.623281845772,None,337.623281845772,None,337.623281845772,None,337.623281845772,None,337.623281845772,None,1,337.623281845772,None,339.84080794686815,None,339.84080794686815,None,339.84080794686815,None,339.84080794686815,None,339.84080794686815,None,339.84080794686815,None,339.84080794686815,None,343.8423419502906,None,343.8423419502906,None,343.8423419502906,None,343.8423419502906,None,343.8423419502906,None,343.8423419502906,None,343.8423419502906,None,344.8260998810947,None,2.1844304732330784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23656,2019_Nov_07_1655,Mmi_3levels,3.1.5,59.98080709971365,
,,,1,1,3.7,,,,,,,,,0,0,0,0,0,13,13,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.99,-0.010000000000000009,-0.040000000000000036,0.18000000000000016,3.7,3.52,1.76,gamble,win,3.7,100.67999999999999,346.8434983725638,None,346.8434983725638,None,346.8434983725638,None,346.8434983725638,None,346.8434983725638,None,346.8434983725638,None,346.8434983725638,None,1,346.8434983725638,None,348.87762050918536,None,348.87762050918536,None,348.87762050918536,None,348.87762050918536,None,348.87762050918536,None,348.87762050918536,None,348.87762050918536,None,352.86244494674975,None,352.86244494674975,None,352.86244494674975,None,352.86244494674975,None,352.86244494674975,None,352.86244494674975,None,352.86244494674975,None,353.8628609259831,None,2.00103706822847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23656,2019_Nov_07_1655,Mmi_3levels,3.1.5,59.98080709971365,
