currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.rt,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate
,,,2,0,13.1,,,,,,,,,0,1,1,1,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.0407089,None,0.98,5.317404579,375.0585534,None,4,2.284235461,375.0585534,None,377.3593764,None,FALSE,FALSE,TRUE,0.98,0.98,0.98,3.511666667,3.275,-0.236666667,1.519166667,gamble,win,3.275,167.0825,380.3818613,None,380.3818613,None,380.3818613,None,380.3818613,None,380.3818613,None,380.3818613,None,380.3818613,None,1,1.99642451,380.3818613,None,382.4113378,None,382.4113378,None,382.4113378,None,382.4113378,None,382.4113378,None,382.4113378,None,382.4113378,None,386.3962193,None,386.3962193,None,386.3962193,None,386.3962193,None,386.3962193,None,386.3962193,None,386.3962193,None,387.3965367,None,,,,,,,,,,,,368.9895142,None,4,3.034734795,368.9895142,None,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,3.9,,,,,,,,,0,1,1,1,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,0.98,0.98,1.96,-15.68,0.975,-14.705,-6.865,gamble,lose,-14.705,152.3775,389.4140161,None,389.4140161,None,389.4140161,None,389.4140161,None,389.4140161,None,389.4140161,None,389.4140161,None,1,1.66754278,389.4140161,None,391.1146381,None,391.1146381,None,391.1146381,None,391.1146381,None,391.1146381,None,391.1146381,None,391.1146381,None,395.1162229,None,395.1162229,None,395.1162229,None,395.1162229,None,395.1162229,None,395.1162229,None,395.1162229,None,404.6031852,None,396.0998817,None,397.100266,None,0.83,7.502806251,400.1014471,None,None,400.1014471,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,6.7,,,,,,,,,0,1,1,1,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,0.83,0.83,2.79,3.1375,1.675,-1.4625,0.10625,gamble,win,1.675,154.0525,406.6206186,None,406.6206186,None,406.6206186,None,406.6206186,None,406.6206186,None,406.6206186,None,406.6206186,None,1,1.417457505,406.6206186,None,408.0711553,None,408.0711553,None,408.0711553,None,408.0711553,None,408.0711553,None,408.0711553,None,408.0711553,None,412.0726573,None,412.0726573,None,412.0726573,None,412.0726573,None,412.0726573,None,412.0726573,None,412.0726573,None,413.0564098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,11.5,,,,,,,,,0,1,1,1,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,0.83,0.83,3.62,-15.24,2.875,-12.365,-4.745,gamble,lose,-12.365,141.6875,415.073799,None,415.073799,None,415.073799,None,415.073799,None,415.073799,None,415.073799,None,415.073799,None,None,,415.073799,None,418.1250593,None,418.1250593,None,418.1250593,None,418.1250593,None,418.1250593,None,418.1250593,None,418.1250593,None,422.0765262,None,422.0765262,None,422.0765262,None,422.0765262,None,422.0765262,None,422.0765262,None,422.0765262,None,431.5634869,None,423.0601898,None,424.0606182,None,0.74,7.502757294,427.0617692,None,None,427.0617692,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,7.3,,,,,,,,,0,1,1,1,0,4,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,0.74,0.74,4.36,-14.72,1.825,-12.895,-5.535,certain,certain,-5.535,136.1525,433.6021597,None,433.6021597,None,433.6021597,None,433.6021597,None,433.6021597,None,433.6021597,None,433.6021597,None,3,1.779689783,433.6021597,None,435.4149613,None,435.4149613,None,435.4149613,None,435.4149613,None,435.4149613,None,435.4149613,None,435.4149613,None,439.4164432,None,439.4164432,None,439.4164432,None,439.4164432,None,439.4164432,None,439.4164432,None,439.4164432,None,440.4001525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,-0.5,,,,,,,,,0,1,1,1,0,5,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,0.74,0.74,5.1,-15.46,-0.125,-15.585,-7.855,gamble,lose,-15.585,120.5675,442.4175903,None,442.4175903,None,442.4175903,None,442.4175903,None,442.4175903,None,442.4175903,None,442.4175903,None,1,2.834696141,442.4175903,None,445.2853797,None,445.2853797,None,445.2853797,None,445.2853797,None,445.2853797,None,445.2853797,None,445.2853797,None,449.2868833,None,449.2868833,None,449.2868833,None,449.2868833,None,449.2868833,None,449.2868833,None,449.2868833,None,450.2706387,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,5.1,,,,,,,,,0,1,1,1,0,6,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,0.74,0.74,5.84,-16.2,1.275,-14.925,-6.825,certain,certain,-6.825,113.7425,452.2880826,None,452.2880826,None,452.2880826,None,452.2880826,None,452.2880826,None,452.2880826,None,452.2880826,None,3,2.367935975,452.2880826,None,454.6889951,None,454.6889951,None,454.6889951,None,454.6889951,None,454.6889951,None,454.6889951,None,454.6889951,None,458.690482,None,458.690482,None,458.690482,None,458.690482,None,458.690482,None,458.690482,None,458.690482,None,468.1774703,None,459.6741901,None,460.6745472,None,0.75,7.502841129,463.6757667,None,None,463.6757667,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,10.7,,,,,,,,,0,1,1,1,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,0.75,0.75,6.59,-17.09,2.675,-14.415,-5.87,gamble,lose,-14.415,99.3275,470.1949247,None,470.1949247,None,470.1949247,None,470.1949247,None,470.1949247,None,470.1949247,None,470.1949247,None,1,2.551236638,470.1949247,None,472.7792008,None,472.7792008,None,472.7792008,None,472.7792008,None,472.7792008,None,472.7792008,None,472.7792008,None,476.7641357,None,476.7641357,None,476.7641357,None,476.7641357,None,476.7641357,None,476.7641357,None,476.7641357,None,477.7644861,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,-1.1,,,,,,,,,0,1,1,1,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,0.75,0.75,7.34,-17.84,-0.275,-18.115,-9.195,certain,certain,-9.195,90.1325,479.781874,None,479.781874,None,479.781874,None,479.781874,None,479.781874,None,479.781874,None,479.781874,None,3,1.984442106,479.781874,None,481.7993166,None,481.7993166,None,481.7993166,None,481.7993166,None,481.7993166,None,481.7993166,None,481.7993166,None,485.80084,None,485.80084,None,485.80084,None,485.80084,None,485.80084,None,485.80084,None,485.80084,None,495.2878039,None,486.7845545,None,487.7849369,None,0.74,7.502811371,490.7861266,None,None,490.7861266,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,-0.9,,,,,,,,,0,1,1,1,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,0.74,0.74,8.08,-18.44,-0.225,-18.665,-9.445,gamble,lose,-18.665,71.4675,497.3265823,None,497.3265823,None,497.3265823,None,497.3265823,None,497.3265823,None,497.3265823,None,497.3265823,None,None,,497.3265823,None,500.3230654,None,500.3230654,None,500.3230654,None,500.3230654,None,500.3230654,None,500.3230654,None,500.3230654,None,504.3079638,None,504.3079638,None,504.3079638,None,504.3079638,None,504.3079638,None,504.3079638,None,504.3079638,None,505.3083494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,8.5,,,,,,,,,0,1,1,1,0,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,0.74,0.74,8.82,-19.18,2.125,-17.055,-7.465,certain,certain,-7.465,64.0025,507.3257821,None,507.3257821,None,507.3257821,None,507.3257821,None,507.3257821,None,507.3257821,None,507.3257821,None,3,2.918085951,507.3257821,None,510.2769123,None,510.2769123,None,510.2769123,None,510.2769123,None,510.2769123,None,510.2769123,None,510.2769123,None,514.2784211,None,514.2784211,None,514.2784211,None,514.2784211,None,514.2784211,None,514.2784211,None,514.2784211,None,515.2621128,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,2.1,,,,,,,,,0,1,1,1,0,11,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,0.74,0.74,9.56,3.386666667,0.525,-2.861666667,-1.168333333,gamble,win,0.525,64.5275,517.2796245,None,517.2796245,None,517.2796245,None,517.2796245,None,517.2796245,None,517.2796245,None,517.2796245,None,1,2.434501079,517.2796245,None,519.7472592,None,519.7472592,None,519.7472592,None,519.7472592,None,519.7472592,None,519.7472592,None,519.7472592,None,523.7487922,None,523.7487922,None,523.7487922,None,523.7487922,None,523.7487922,None,523.7487922,None,523.7487922,None,533.235704,None,524.7324433,None,525.7328289,None,0.74,7.502793132,528.7339281,None,None,528.7339281,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,10.5,,,,,,,,,0,1,1,1,0,12,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,0.74,0.74,10.3,-20.66,2.625,-18.035,-7.705,gamble,lose,-18.035,46.4925,535.253119,None,535.253119,None,535.253119,None,535.253119,None,535.253119,None,535.253119,None,535.253119,None,1,2.201114437,535.253119,None,537.4872714,None,537.4872714,None,537.4872714,None,537.4872714,None,537.4872714,None,537.4872714,None,537.4872714,None,541.472132,None,541.472132,None,541.472132,None,541.472132,None,541.472132,None,541.472132,None,541.472132,None,542.4725135,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,7.7,,,,,,,,,0,1,1,1,0,13,13,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,0.74,0.74,11.04,-21.4,1.925,-19.475,-8.775,certain,certain,-8.775,37.7175,544.4899932,None,544.4899932,None,544.4899932,None,544.4899932,None,544.4899932,None,544.4899932,None,544.4899932,None,3,2.117713107,544.4899932,None,546.6407704,None,546.6407704,None,546.6407704,None,546.6407704,None,546.6407704,None,546.6407704,None,546.6407704,None,550.6423569,None,550.6423569,None,550.6423569,None,550.6423569,None,550.6423569,None,550.6423569,None,550.6423569,None,560.1293119,None,551.6260627,None,552.6264419,None,0.77,7.502745454,555.6275907,None,None,555.6275907,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,3.5,,,,,,,,,0,1,1,1,0,14,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,0.77,0.77,11.81,3.679166667,0.875,-2.804166667,-0.964583333,certain,certain,-0.964583333,36.75291667,562.1680439,None,562.1680439,None,562.1680439,None,562.1680439,None,562.1680439,None,562.1680439,None,562.1680439,None,3,2.313193923,562.1680439,None,564.5142773,None,564.5142773,None,564.5142773,None,564.5142773,None,564.5142773,None,564.5142773,None,564.5142773,None,568.5158456,None,568.5158456,None,568.5158456,None,568.5158456,None,568.5158456,None,568.5158456,None,568.5158456,None,569.4995575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,-0.1,,,,,,,,,0,1,1,1,0,15,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,0.77,0.77,12.58,-23.36,-0.025,-23.385,-11.705,gamble,lose,-23.385,13.36791667,571.5169751,None,571.5169751,None,571.5169751,None,571.5169751,None,571.5169751,None,571.5169751,None,571.5169751,None,1,2.617952774,571.5169751,None,574.1680138,None,574.1680138,None,574.1680138,None,574.1680138,None,574.1680138,None,574.1680138,None,574.1680138,None,578.1695968,None,578.1695968,None,578.1695968,None,578.1695968,None,578.1695968,None,578.1695968,None,578.1695968,None,587.6565587,None,579.1532731,None,580.1535918,None,0.74,7.502798891,583.1547847,None,None,583.1547847,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,-1.3,,,,,,,,,0,1,1,1,0,16,16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,0.74,0.74,13.32,3.7,-0.325,-4.025,-2.175,certain,certain,-2.175,11.19291667,589.6739428,None,589.6739428,None,589.6739428,None,589.6739428,None,589.6739428,None,589.6739428,None,589.6739428,None,3,1.867684149,589.6739428,None,591.5747058,None,591.5747058,None,591.5747058,None,591.5747058,None,591.5747058,None,591.5747058,None,591.5747058,None,595.5761473,None,595.5761473,None,595.5761473,None,595.5761473,None,595.5761473,None,595.5761473,None,595.5761473,None,596.5598608,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,3.3,,,,,,,,,0,1,1,1,0,17,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,0.74,0.74,14.06,3.761666667,0.825,-2.936666667,-1.055833333,certain,certain,-1.055833333,10.13708333,598.5773002,None,598.5773002,None,598.5773002,None,598.5773002,None,598.5773002,None,598.5773002,None,598.5773002,None,3,1.86746304,598.5773002,None,600.4780268,None,600.4780268,None,600.4780268,None,600.4780268,None,600.4780268,None,600.4780268,None,600.4780268,None,604.4795803,None,604.4795803,None,604.4795803,None,604.4795803,None,604.4795803,None,604.4795803,None,604.4795803,None,605.4633146,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,9.3,,,,,,,,,0,1,1,1,0,18,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,0.74,0.74,14.8,3.823333333,2.325,-1.498333333,0.413333333,gamble,win,2.325,12.46208333,607.4807373,None,607.4807373,None,607.4807373,None,607.4807373,None,607.4807373,None,607.4807373,None,607.4807373,None,1,1.550843379,607.4807373,None,609.0646398,None,609.0646398,None,609.0646398,None,609.0646398,None,609.0646398,None,609.0646398,None,609.0646398,None,613.0495023,None,613.0495023,None,613.0495023,None,613.0495023,None,613.0495023,None,613.0495023,None,613.0495023,None,622.5531857,None,614.0499343,None,615.050309,None,0.83,7.50281425,618.0514568,None,None,618.0514568,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,3.7,,,,,,,,,0,1,1,1,0,19,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,0.83,0.83,15.63,-27.25,0.925,-26.325,-12.7,gamble,lose,-26.325,-13.86291667,624.5918457,None,624.5918457,None,624.5918457,None,624.5918457,None,624.5918457,None,624.5918457,None,624.5918457,None,1,2.213224193,624.5918457,None,626.8381046,None,626.8381046,None,626.8381046,None,626.8381046,None,626.8381046,None,626.8381046,None,626.8381046,None,630.8396789,None,630.8396789,None,630.8396789,None,630.8396789,None,630.8396789,None,630.8396789,None,630.8396789,None,631.8233531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,6.3,,,,,,,,,0,1,1,1,0,20,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,0.83,0.83,16.46,-28.08,1.575,-26.505,-12.465,certain,certain,-12.465,-26.32791667,633.8408254,None,633.8408254,None,633.8408254,None,633.8408254,None,633.8408254,None,633.8408254,None,633.8408254,None,3,2.601260221,633.8408254,None,636.4751696,None,636.4751696,None,636.4751696,None,636.4751696,None,636.4751696,None,636.4751696,None,636.4751696,None,640.476656,None,640.476656,None,640.476656,None,640.476656,None,640.476656,None,640.476656,None,640.476656,None,649.9636647,None,641.4603669,None,642.4607634,None,0.7,7.502986081,645.4619438,None,None,645.4619438,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,9.9,,,,,,,,,0,1,1,1,0,21,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,0.7,0.7,17.16,3.88,2.475,-1.405,0.535,gamble,win,2.475,-23.85291667,651.9810541,None,651.9810541,None,651.9810541,None,651.9810541,None,651.9810541,None,651.9810541,None,651.9810541,None,1,2.167789807,651.9810541,None,654.1819039,None,654.1819039,None,654.1819039,None,654.1819039,None,654.1819039,None,654.1819039,None,654.1819039,None,658.1667447,None,658.1667447,None,658.1667447,None,658.1667447,None,658.1667447,None,658.1667447,None,658.1667447,None,659.1671367,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,-0.7,,,,,,,,,0,1,1,1,0,22,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,0.7,0.7,17.86,3.938333333,-0.175,-4.113333333,-2.144166667,certain,certain,-2.144166667,-25.99708333,661.184618,None,661.184618,None,661.184618,None,661.184618,None,661.184618,None,661.184618,None,661.184618,None,3,2.851305499,661.184618,None,664.0690091,None,664.0690091,None,664.0690091,None,664.0690091,None,664.0690091,None,664.0690091,None,664.0690091,None,668.070539,None,668.070539,None,668.070539,None,668.070539,None,668.070539,None,668.070539,None,668.070539,None,677.5575499,None,669.0542611,None,670.0546329,None,0.7,7.502876327,673.0557772,None,None,673.0557772,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,11.3,,,,,,,,,0,1,1,1,0,23,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,0.7,0.7,18.56,-28.36,2.825,-25.535,-11.355,certain,certain,-11.355,-37.35208333,679.5962304,None,679.5962304,None,679.5962304,None,679.5962304,None,679.5962304,None,679.5962304,None,679.5962304,None,3,1.879746548,679.5962304,None,681.5090139,None,681.5090139,None,681.5090139,None,681.5090139,None,681.5090139,None,681.5090139,None,681.5090139,None,685.5105646,None,685.5105646,None,685.5105646,None,685.5105646,None,685.5105646,None,685.5105646,None,685.5105646,None,686.4942989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,13.7,,,,,,,,,0,1,1,1,0,24,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,0.7,0.7,19.26,-29.06,3.425,-25.635,-11.105,certain,certain,-11.105,-48.45708333,688.5116903,None,688.5116903,None,688.5116903,None,688.5116903,None,688.5116903,None,688.5116903,None,688.5116903,None,3,1.634258148,688.5116903,None,690.1790414,None,690.1790414,None,690.1790414,None,690.1790414,None,690.1790414,None,690.1790414,None,690.1790414,None,694.1805517,None,694.1805517,None,694.1805517,None,694.1805517,None,694.1805517,None,694.1805517,None,694.1805517,None,695.1642799,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,5.9,,,,,,,,,0,1,1,1,0,25,25,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,0.7,0.7,19.96,-29.76,1.475,-28.285,-13.405,gamble,lose,-28.285,-76.74208333,697.1816694,None,697.1816694,None,697.1816694,None,697.1816694,None,697.1816694,None,697.1816694,None,697.1816694,None,None,,697.1816694,None,700.182822,None,700.182822,None,700.182822,None,700.182822,None,700.182822,None,700.182822,None,700.182822,None,704.1844011,None,704.1844011,None,704.1844011,None,704.1844011,None,704.1844011,None,704.1844011,None,704.1844011,None,713.6713602,None,705.1680618,None,706.168488,None,0.71,7.502748014,709.1696681,None,None,709.1696681,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,2,0,4.3,,,,,,,,,0,1,1,1,0,26,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,0.71,0.71,20.67,-30.61,1.075,-29.535,-14.23,certain,certain,-14.23,-90.97208333,715.6887465,None,715.6887465,None,715.6887465,None,715.6887465,None,715.6887465,None,715.6887465,None,715.6887465,None,3,1.25056013,715.6887465,None,716.972572,None,716.972572,None,716.972572,None,716.972572,None,716.972572,None,716.972572,None,716.972572,None,720.9741047,None,720.9741047,None,720.9741047,None,720.9741047,None,720.9741047,None,720.9741047,None,720.9741047,None,721.9578586,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,3,1,10.1,,,,,,,,,0,2,2,2,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.5401911,None,0.73,7.501997334,809.5579796,None,None,,809.5579796,None,814.0430252,None,TRUE,TRUE,TRUE,0.73,-0.27,-0.27,4.05,10.1,6.05,3.025,gamble,win,10.1,-80.87208333,817.077561,None,817.077561,None,817.077561,None,817.077561,None,817.077561,None,817.077561,None,817.077561,None,1,1.117180655,817.077561,None,818.2280068,None,818.2280068,None,818.2280068,None,818.2280068,None,818.2280068,None,818.2280068,None,818.2280068,None,822.2341242,None,822.2341242,None,822.2341242,None,822.2341242,None,822.2341242,None,822.2341242,None,822.2341242,None,831.7164451,None,823.213196,None,824.2135797,None,0.73,7.502754734,827.2147275,None,None,827.2147275,None,723.9585705,None,4,82.56520998,723.9585705,None,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
