currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.rt,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate
10,black.png,"Please make your choices as fast as possible.
You will be given a break at the end of each block.
Let's play!",,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.92463376,None,24.92463376,None,24.92463376,None,4,1.300972172,24.92463376,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.24184731,None,space,15.08943237,26.24184731,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,6.3,,,,,,,,,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.34765481,None,0.95,6.145604745,44.36547979,None,4,3.118063808,44.36547979,None,47.50000864,None,TRUE,TRUE,TRUE,0.95,-0.05,-0.05,0.75,6.3,5.55,2.775,gamble,win,6.3,6.3,50.53449705,None,50.53449705,None,50.53449705,None,50.53449705,None,50.53449705,None,50.53449705,None,50.53449705,None,1,0.900563682,50.53449705,None,51.46814921,None,51.46814921,None,51.46814921,None,51.46814921,None,51.46814921,None,51.46814921,None,51.46814921,None,55.45300634,None,55.45300634,None,55.45300634,None,55.45300634,None,55.45300634,None,55.45300634,None,55.45300634,None,56.45343639,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,9.1,,,,,,,,,0,0,0,0,0,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,0.95,-0.05,-0.1,-0.183333333,9.1,8.916666667,4.458333333,gamble,lose,8.916666667,15.21666667,58.47082299,None,58.47082299,None,58.47082299,None,58.47082299,None,58.47082299,None,58.47082299,None,58.47082299,None,1,0.733923574,58.47082299,None,59.23783281,None,59.23783281,None,59.23783281,None,59.23783281,None,59.23783281,None,59.23783281,None,59.23783281,None,63.23935721,None,63.23935721,None,63.23935721,None,63.23935721,None,63.23935721,None,63.23935721,None,63.23935721,None,64.22303167,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,10.3,,,,,,,,,0,0,0,0,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,0.95,-0.05,-0.15,0.85,10.3,9.45,4.725,gamble,win,10.3,25.51666667,66.24046211,None,66.24046211,None,66.24046211,None,66.24046211,None,66.24046211,None,66.24046211,None,66.24046211,None,1,0.950605504,66.24046211,None,67.22420793,None,67.22420793,None,67.22420793,None,67.22420793,None,67.22420793,None,67.22420793,None,67.22420793,None,71.20902794,None,71.20902794,None,71.20902794,None,71.20902794,None,71.20902794,None,71.20902794,None,71.20902794,None,80.71266646,None,72.20941064,None,73.20984453,None,0.96,7.502770093,76.21098239,None,None,76.21098239,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,-1.5,,,,,,,,,0,0,0,0,0,3,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,0.96,-0.04,-0.19,0.75,-1.5,-2.25,-1.875,gamble,win,-1.5,24.01666667,82.73009786,None,82.73009786,None,82.73009786,None,82.73009786,None,82.73009786,None,82.73009786,None,82.73009786,None,1,2.101111749,82.73009786,None,84.86429809,None,84.86429809,None,84.86429809,None,84.86429809,None,84.86429809,None,84.86429809,None,84.86429809,None,88.86577257,None,88.86577257,None,88.86577257,None,88.86577257,None,88.86577257,None,88.86577257,None,88.86577257,None,89.84952863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,2.5,,,,,,,,,0,0,0,0,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,0.96,-0.04,-0.23,0.79,2.5,1.71,0.855,gamble,win,2.5,26.51666667,91.86692483,None,91.86692483,None,91.86692483,None,91.86692483,None,91.86692483,None,91.86692483,None,91.86692483,None,1,1.084050895,91.86692483,None,92.98406901,None,92.98406901,None,92.98406901,None,92.98406901,None,92.98406901,None,92.98406901,None,92.98406901,None,96.96887397,None,96.96887397,None,96.96887397,None,96.96887397,None,96.96887397,None,96.96887397,None,96.96887397,None,106.4725608,None,97.96925731,None,98.96968737,None,0.93,7.502805931,101.9708358,None,None,101.9708358,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,4.3,,,,,,,,,0,0,0,0,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,0.93,-0.07,-0.3,1.28,4.3,3.02,1.51,gamble,win,4.3,30.81666667,108.4899836,None,108.4899836,None,108.4899836,None,108.4899836,None,108.4899836,None,108.4899836,None,108.4899836,None,1,0.983925014,108.4899836,None,109.5070003,None,109.5070003,None,109.5070003,None,109.5070003,None,109.5070003,None,109.5070003,None,109.5070003,None,113.4918606,None,113.4918606,None,113.4918606,None,113.4918606,None,113.4918606,None,113.4918606,None,113.4918606,None,114.4922459,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,12.1,,,,,,,,,0,0,0,0,0,6,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,0.93,-0.07,-0.37,1.35,12.1,10.75,5.375,gamble,win,12.1,42.91666667,116.5097233,None,116.5097233,None,116.5097233,None,116.5097233,None,116.5097233,None,116.5097233,None,116.5097233,None,1,0.967300937,116.5097233,None,117.5100203,None,117.5100203,None,117.5100203,None,117.5100203,None,117.5100203,None,117.5100203,None,117.5100203,None,121.5115802,None,121.5115802,None,121.5115802,None,121.5115802,None,121.5115802,None,121.5115802,None,121.5115802,None,122.4953465,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,11.1,,,,,,,,,0,0,0,0,0,7,7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,0.93,-0.07,-0.44,1.42,11.1,9.68,4.84,gamble,win,11.1,54.01666667,124.5127891,None,124.5127891,None,124.5127891,None,124.5127891,None,124.5127891,None,124.5127891,None,124.5127891,None,1,1.317421859,124.5127891,None,125.86331,None,125.86331,None,125.86331,None,125.86331,None,125.86331,None,125.86331,None,125.86331,None,129.8481092,None,129.8481092,None,129.8481092,None,129.8481092,None,129.8481092,None,129.8481092,None,129.8481092,None,139.3517932,None,130.848545,None,131.8488765,None,0.96,7.502859368,134.8500796,None,None,134.8500796,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,0.9,,,,,,,,,0,0,0,0,0,8,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,0.96,-0.04,-0.48,-0.18,0.9,0.72,0.81,gamble,lose,0.72,54.73666667,141.3691836,None,141.3691836,None,141.3691836,None,141.3691836,None,141.3691836,None,141.3691836,None,141.3691836,None,1,1.484213639,141.3691836,None,142.8864816,None,142.8864816,None,142.8864816,None,142.8864816,None,142.8864816,None,142.8864816,None,142.8864816,None,146.8713323,None,146.8713323,None,146.8713323,None,146.8713323,None,146.8713323,None,146.8713323,None,146.8713323,None,147.8716731,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,11.9,,,,,,,,,0,0,0,0,0,9,9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,0.96,-0.04,-0.52,1.08,11.9,10.82,5.41,gamble,win,11.9,66.63666667,149.8891486,None,149.8891486,None,149.8891486,None,149.8891486,None,149.8891486,None,149.8891486,None,149.8891486,None,1,0.933959668,149.8891486,None,150.8561923,None,150.8561923,None,150.8561923,None,150.8561923,None,150.8561923,None,150.8561923,None,150.8561923,None,154.857717,None,154.857717,None,154.857717,None,154.857717,None,154.857717,None,154.857717,None,154.857717,None,164.3446847,None,155.8413889,None,156.8418106,None,0.98,7.502782252,159.8429133,None,None,159.8429133,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,2.7,,,,,,,,,0,0,0,0,0,10,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,0.98,-0.02,-0.54,0.82,2.7,1.88,0.94,gamble,win,2.7,69.33666667,166.3621238,None,166.3621238,None,166.3621238,None,166.3621238,None,166.3621238,None,166.3621238,None,166.3621238,None,1,1.033986035,166.3621238,None,167.4291762,None,167.4291762,None,167.4291762,None,167.4291762,None,167.4291762,None,167.4291762,None,167.4291762,None,171.4140052,None,171.4140052,None,171.4140052,None,171.4140052,None,171.4140052,None,171.4140052,None,171.4140052,None,172.4143905,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,13.1,,,,,,,,,0,0,0,0,0,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,0.98,-0.02,-0.56,-0.116666667,13.1,12.98333333,6.491666667,gamble,lose,12.98333333,82.32,174.4318126,None,174.4318126,None,174.4318126,None,174.4318126,None,174.4318126,None,174.4318126,None,174.4318126,None,1,1.200690459,174.4318126,None,175.6656357,None,175.6656357,None,175.6656357,None,175.6656357,None,175.6656357,None,175.6656357,None,175.6656357,None,179.6505062,None,179.6505062,None,179.6505062,None,179.6505062,None,179.6505062,None,179.6505062,None,179.6505062,None,189.1541419,None,180.6509197,None,181.6512988,None,0.93,7.502950243,184.6524799,None,None,184.6524799,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,-1.3,,,,,,,,,0,0,0,0,0,12,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,0.93,-0.07,-0.63,1.61,-1.3,-2.91,-2.105,gamble,win,-1.3,81.02,191.1715637,None,191.1715637,None,191.1715637,None,191.1715637,None,191.1715637,None,191.1715637,None,191.1715637,None,1,1.817618008,191.1715637,None,193.0222651,None,193.0222651,None,193.0222651,None,193.0222651,None,193.0222651,None,193.0222651,None,193.0222651,None,197.0238189,None,197.0238189,None,197.0238189,None,197.0238189,None,197.0238189,None,197.0238189,None,197.0238189,None,198.0074758,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,5.9,,,,,,,,,0,0,0,0,0,13,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,0.93,-0.07,-0.7,-0.303333333,5.9,5.596666667,2.798333333,gamble,lose,5.596666667,86.61666667,200.024911,None,200.024911,None,200.024911,None,200.024911,None,200.024911,None,200.024911,None,200.024911,None,1,1.26750003,200.024911,None,201.325463,None,201.325463,None,201.325463,None,201.325463,None,201.325463,None,201.325463,None,201.325463,None,205.3102683,None,205.3102683,None,205.3102683,None,205.3102683,None,205.3102683,None,205.3102683,None,205.3102683,None,206.3106571,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,3.7,,,,,,,,,0,0,0,0,0,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,0.93,-0.07,-0.77,-0.309166667,3.7,3.390833333,1.695416667,gamble,lose,3.390833333,90.0075,208.3493712,None,208.3493712,None,208.3493712,None,208.3493712,None,208.3493712,None,208.3493712,None,208.3493712,None,1,1.646333987,208.3493712,None,210.0287841,None,210.0287841,None,210.0287841,None,210.0287841,None,210.0287841,None,210.0287841,None,210.0287841,None,214.013639,None,214.013639,None,214.013639,None,214.013639,None,214.013639,None,214.013639,None,214.013639,None,223.5172772,None,215.0139817,None,216.014413,None,0.97,7.502804331,219.0155093,None,None,219.0155093,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,1.1,,,,,,,,,0,0,0,0,0,15,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,0.97,-0.03,-0.8,1.22,1.1,-0.12,0.49,gamble,win,1.1,91.1075,225.5346705,None,225.5346705,None,225.5346705,None,225.5346705,None,225.5346705,None,225.5346705,None,225.5346705,None,1,1.250734841,225.5346705,None,226.8184909,None,226.8184909,None,226.8184909,None,226.8184909,None,226.8184909,None,226.8184909,None,226.8184909,None,230.8200233,None,230.8200233,None,230.8200233,None,230.8200233,None,230.8200233,None,230.8200233,None,230.8200233,None,231.8037362,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,13.5,,,,,,,,,0,0,0,0,0,16,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,0.97,-0.03,-0.83,1.25,13.5,12.25,6.125,gamble,win,13.5,104.6075,233.821174,None,233.821174,None,233.821174,None,233.821174,None,233.821174,None,233.821174,None,233.821174,None,1,1.000511013,233.821174,None,234.8549127,None,234.8549127,None,234.8549127,None,234.8549127,None,234.8549127,None,234.8549127,None,234.8549127,None,238.8397586,None,238.8397586,None,238.8397586,None,238.8397586,None,238.8397586,None,238.8397586,None,238.8397586,None,248.3434026,None,239.8401682,None,240.8405208,None,0.97,7.502862888,243.8416926,None,None,243.8416926,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,9.5,,,,,,,,,0,0,0,0,0,17,17,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,0.97,-0.03,-0.86,-0.176666667,9.5,9.323333333,4.661666667,gamble,lose,9.323333333,113.9308333,250.3608743,None,250.3608743,None,250.3608743,None,250.3608743,None,250.3608743,None,250.3608743,None,250.3608743,None,1,1.017282922,250.3608743,None,251.4112796,None,251.4112796,None,251.4112796,None,251.4112796,None,251.4112796,None,251.4112796,None,251.4112796,None,255.3961297,None,255.3961297,None,255.3961297,None,255.3961297,None,255.3961297,None,255.3961297,None,255.3961297,None,256.39649,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,8.1,,,,,,,,,0,0,0,0,0,18,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,0.97,-0.03,-0.89,-0.179166667,8.1,7.920833333,3.960416667,gamble,lose,7.920833333,121.8516667,258.4139079,None,258.4139079,None,258.4139079,None,258.4139079,None,258.4139079,None,258.4139079,None,258.4139079,None,1,0.800611552,258.4139079,None,259.2475545,None,259.2475545,None,259.2475545,None,259.2475545,None,259.2475545,None,259.2475545,None,259.2475545,None,263.2491343,None,263.2491343,None,263.2491343,None,263.2491343,None,263.2491343,None,263.2491343,None,263.2491343,None,264.2328363,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,2.1,,,,,,,,,0,0,0,0,0,19,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,0.97,-0.03,-0.92,1.34,2.1,0.76,1.43,gamble,win,2.1,123.9516667,266.2502427,None,266.2502427,None,266.2502427,None,266.2502427,None,266.2502427,None,266.2502427,None,266.2502427,None,1,1.20537821,266.2502427,None,267.4887123,None,267.4887123,None,267.4887123,None,267.4887123,None,267.4887123,None,267.4887123,None,267.4887123,None,271.4689405,None,271.4689405,None,271.4689405,None,271.4689405,None,271.4689405,None,271.4689405,None,271.4689405,None,280.9725819,None,272.4693331,None,273.4697114,None,0.97,7.50283185,276.4708166,None,None,276.4708166,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,10.5,,,,,,,,,0,0,0,0,0,20,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,0.97,-0.03,-0.95,1.37,10.5,9.13,4.565,gamble,win,10.5,134.4516667,282.989966,None,282.989966,None,282.989966,None,282.989966,None,282.989966,None,282.989966,None,282.989966,None,1,1.6509811,282.989966,None,284.673994,None,284.673994,None,284.673994,None,284.673994,None,284.673994,None,284.673994,None,284.673994,None,288.6755545,None,288.6755545,None,288.6755545,None,288.6755545,None,288.6755545,None,288.6755545,None,288.6755545,None,289.6592859,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,5.7,,,,,,,,,0,0,0,0,0,21,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,0.97,-0.03,-0.98,-0.186666667,5.7,5.513333333,2.756666667,gamble,lose,5.513333333,139.965,291.6766297,None,291.6766297,None,291.6766297,None,291.6766297,None,291.6766297,None,291.6766297,None,291.6766297,None,1,1.484251717,291.6766297,None,293.1939135,None,293.1939135,None,293.1939135,None,293.1939135,None,293.1939135,None,293.1939135,None,293.1939135,None,297.1787787,None,297.1787787,None,297.1787787,None,297.1787787,None,297.1787787,None,297.1787787,None,297.1787787,None,306.6824118,None,298.1791694,None,299.1794989,None,0.97,7.502972962,302.1807296,None,None,302.1807296,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,10.7,,,,,,,,,0,0,0,0,0,22,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,0.97,-0.03,-1.01,1.43,10.7,9.27,4.635,gamble,win,10.7,150.665,308.6998025,None,308.6998025,None,308.6998025,None,308.6998025,None,308.6998025,None,308.6998025,None,308.6998025,None,1,1.184094541,308.6998025,None,309.9169519,None,309.9169519,None,309.9169519,None,309.9169519,None,309.9169519,None,309.9169519,None,309.9169519,None,313.9017902,None,313.9017902,None,313.9017902,None,313.9017902,None,313.9017902,None,313.9017902,None,313.9017902,None,314.9021738,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,-0.5,,,,,,,,,0,0,0,0,0,23,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,0.97,-0.03,-1.04,-0.191666667,-0.5,-0.691666667,-0.595833333,certain,certain,-0.595833333,150.0691667,316.9196555,None,316.9196555,None,316.9196555,None,316.9196555,None,316.9196555,None,316.9196555,None,316.9196555,None,3,2.901387318,316.9196555,None,319.8541156,None,319.8541156,None,319.8541156,None,319.8541156,None,319.8541156,None,319.8541156,None,319.8541156,None,323.8556259,None,323.8556259,None,323.8556259,None,323.8556259,None,323.8556259,None,323.8556259,None,323.8556259,None,333.3425514,None,324.8393529,None,325.839686,None,0.98,7.502796971,328.8408325,None,None,328.8408325,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,-0.9,,,,,,,,,0,0,0,0,0,24,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,0.98,-0.02,-1.06,1.34,-0.9,-2.24,-1.57,gamble,win,-0.9,149.1691667,335.3812597,None,335.3812597,None,335.3812597,None,335.3812597,None,335.3812597,None,335.3812597,None,335.3812597,None,1,1.813048011,335.3812597,None,337.2273822,None,337.2273822,None,337.2273822,None,337.2273822,None,337.2273822,None,337.2273822,None,337.2273822,None,341.2289459,None,341.2289459,None,341.2289459,None,341.2289459,None,341.2289459,None,341.2289459,None,341.2289459,None,342.2126127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,10.1,,,,,,,,,0,0,0,0,0,25,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,0.98,-0.02,-1.08,1.36,10.1,8.74,4.37,gamble,win,10.1,159.2691667,344.2300511,None,344.2300511,None,344.2300511,None,344.2300511,None,344.2300511,None,344.2300511,None,344.2300511,None,1,1.317482015,344.2300511,None,345.5805682,None,345.5805682,None,345.5805682,None,345.5805682,None,345.5805682,None,345.5805682,None,345.5805682,None,349.5820977,None,349.5820977,None,349.5820977,None,349.5820977,None,349.5820977,None,349.5820977,None,349.5820977,None,350.5658074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,1,1,4.7,,,,,,,,,0,0,0,0,0,26,26,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,0.98,-0.02,-1.1,-0.161666667,4.7,4.538333333,2.269166667,gamble,lose,4.538333333,163.8075,352.5832932,None,352.5832932,None,352.5832932,None,352.5832932,None,352.5832932,None,352.5832932,None,352.5832932,None,1,0.883930646,352.5832932,None,353.5002656,None,353.5002656,None,353.5002656,None,353.5002656,None,353.5002656,None,353.5002656,None,353.5002656,None,357.4851198,None,357.4851198,None,357.4851198,None,357.4851198,None,357.4851198,None,357.4851198,None,357.4851198,None,366.9887542,None,358.485554,None,359.4859959,None,0.99,7.502760173,362.4870775,None,None,362.4870775,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
