currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.rt,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
1,black.png,"Welcome! You are about to play our gambling task.
This task has 3 blocks and takes about 15 minutes.",,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,19.06316798250191,None,19.06316798250191,None,19.06316798250191,None,4,9.88727095280774,19.06316798250191,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
2,black.png,"In this game, you may win or lose points. Your goal is to get as many points as possible. These points will be converted to a cash bonus at the end.
Sometimes we will ask you to rate your mood.",,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,29.000160950934514,None,29.000160950934514,None,29.000160950934514,None,4,4.418702952563763,29.000160950934514,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
3,black.png,"On the next screen, please rate how you feel about your life these days. Use the LEFT (green) and RIGHT (blue) buttons to move the slider (you can press and hold them to slide gradually) and the TOP (red) button to lock in your response.
Make your rating as accurately and quickly as you can!",,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,33.468591678887606,None,33.468591678887606,None,33.468591678887606,None,4,11.121230971068144,33.468591678887606,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.60617565410212,None,0.36,10.50269088940695,48.60762421297841,None,None,48.60762421297841,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
4,black.png,"In this game you can win money by earning points according to your choices. You will decide whether to gamble a number of points or stick with a guaranteed number of points. 
Make your choice by pressing the left or right arrow key once. An example of one trial is shown on the next screen.",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.14347196556628,None,55.14347196556628,None,55.14347196556628,None,4,8.370133832562715,55.14347196556628,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
5,example_start.png,"The GAMBLING OPTION will be shown on the RIGHT SIDE. 
Select this option using the RIGHT (blue) button on your keypad.",,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5799739214126,None,63.5799739214126,None,63.5799739214126,None,4,0.9339214605279267,63.5799739214126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
6,example_gamble.png,"Once you select the gambling choice, the choice you made will remain on the screen.",,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.54706184449606,None,64.54706184449606,None,64.54706184449606,None,4,0.3336334766354412,64.54706184449606,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
7,example_win.png,"The outcome you received will then be shown on the screen. In this example , you WON 10 points.",,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.91381218656898,None,64.91381218656898,None,64.91381218656898,None,4,0.28369323327206075,64.91381218656898,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
8,example_start.png,"The GUARANTEED OPTION will be shown on the LEFT SIDE. You are 100% guaranteed to gain or lose this amount. In this example, you have a 100% chance of winning 1 point. Select this option using the LEFT (green) button on your keyboard.",,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.24726839293726,None,65.24726839293726,None,65.24726839293726,None,4,0.9340689722448587,65.24726839293726,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
9,example_certain.png,"Once you select the guaranteed choice, your selection will remain on the screen.",,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.21430159918964,None,66.21430159918964,None,66.21430159918964,None,4,0.617160958936438,66.21430159918964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
10,black.png,"Please make your choices as fast as possible.
You will be given a break at the end of each block.
Let's play!",,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.86449238844216,None,66.86449238844216,None,66.86449238844216,None,4,1.184236402856186,66.86449238844216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0650177989155,None,space,207.56217875797302,68.0650177989155,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
,,,1,1,1.1,,,,,,,,,0,0,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.6436941931024,None,0.64,7.49575367779471,278.66149511630647,None,None,278.66149511630647,None,283.1464820369147,None,True,False,False,0.64,-0.36,-0.36,-1.29,1.1,-0.18999999999999995,0.45500000000000007,certain,certain,0.45500000000000007,0.45500000000000007,286.1810205827933,None,286.1810205827933,None,286.1810205827933,None,286.1810205827933,None,286.1810205827933,None,286.1810205827933,None,286.1810205827933,None,3,2.7178855582606047,286.1810205827933,None,288.9319958081469,None,288.9319958081469,None,288.9319958081469,None,288.9319958081469,None,288.9319958081469,None,288.9319958081469,None,288.9319958081469,None,292.91690577333793,None,292.91690577333793,None,292.91690577333793,None,292.91690577333793,None,292.91690577333793,None,292.91690577333793,None,292.91690577333793,None,293.9172836721409,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
,,,1,1,2.9,,,,,,,,,0,0,0,0,0,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.64,-0.36,-0.72,5.76,2.9,-2.86,0.020000000000000018,gamble,win,2.9,3.355,295.9346615788527,None,295.9346615788527,None,295.9346615788527,None,295.9346615788527,None,295.9346615788527,None,295.9346615788527,None,295.9346615788527,None,1,2.451232970925048,295.9346615788527,None,298.41899349633604,None,298.41899349633604,None,298.41899349633604,None,298.41899349633604,None,298.41899349633604,None,298.41899349633604,None,298.41899349633604,None,302.4205102114938,None,302.4205102114938,None,302.4205102114938,None,302.4205102114938,None,302.4205102114938,None,302.4205102114938,None,302.4205102114938,None,303.4042138441,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
,,,1,1,1.7,,,,,,,,,0,0,0,0,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.64,-0.36,-1.08,6.12,1.7,-4.42,-1.3599999999999999,gamble,win,1.7,5.055,305.4216317485552,None,305.4216317485552,None,305.4216317485552,None,305.4216317485552,None,305.4216317485552,None,305.4216317485552,None,305.4216317485552,None,None,,305.4216317485552,None,308.4227750445716,None,308.4227750445716,None,308.4227750445716,None,308.4227750445716,None,308.4227750445716,None,308.4227750445716,None,308.4227750445716,None,312.42424120241776,None,312.42424120241776,None,312.42424120241776,None,312.42424120241776,None,312.42424120241776,None,312.42424120241776,None,312.42424120241776,None,321.911162734963,None,313.40794867486693,None,314.4083748909179,None,0.58,7.50270912819542,317.40944875078276,None,None,317.40944875078276,None,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
,,,1,1,-0.1,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.58,-0.42000000000000004,-1.5,7.380000000000001,-0.1,-7.48,-3.79,gamble,win,-0.1,4.955,323.9286526355427,None,323.9286526355427,None,323.9286526355427,None,323.9286526355427,None,323.9286526355427,None,323.9286526355427,None,323.9286526355427,None,1,1.9842923996038735,323.9286526355427,None,325.9459953443147,None,325.9459953443147,None,325.9459953443147,None,325.9459953443147,None,325.9459953443147,None,325.9459953443147,None,325.9459953443147,None,329.9475626165513,None,329.9475626165513,None,329.9475626165513,None,329.9475626165513,None,329.9475626165513,None,329.9475626165513,None,329.9475626165513,None,330.9312668889761,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
,,,1,1,-0.5,,,,,,,,,0,0,0,0,0,4,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.58,-0.42000000000000004,-1.92,-1.6300000000000001,-0.5,-2.13,-1.315,certain,certain,-1.315,3.64,332.94869631296024,None,332.94869631296024,None,332.94869631296024,None,332.94869631296024,None,332.94869631296024,None,332.94869631296024,None,332.94869631296024,None,3,2.7845813434105366,332.94869631296024,None,335.7664086010773,None,335.7664086010773,None,335.7664086010773,None,335.7664086010773,None,335.7664086010773,None,335.7664086010773,None,335.7664086010773,None,339.7679262761958,None,339.7679262761958,None,339.7679262761958,None,339.7679262761958,None,339.7679262761958,None,339.7679262761958,None,339.7679262761958,None,349.25485996785574,None,340.75165198743343,None,341.7519780492876,None,0.53,7.502904957393184,344.75312166521326,None,None,344.75312166521326,None,,,,,,,,,,,,,,,,,,,24085,2020_Jan_03_1519,Mmi_3levels,3.1.5,59.98474074339681,
