currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,choiceKey.rt,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,2,0,6.9,,,,,,,,,0,1,1,1,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.46,0.46,4.2,-10.64,6.9,-3.74,1.58,gamble,lose,-3.74,95.61333333333332,2270.9141172472737,None,2270.9141172472737,None,2270.9141172472737,None,2270.9141172472737,None,2270.9141172472737,None,2270.9141172472737,None,2270.9141172472737,None,1,2270.9141172472737,None,2273.565128588758,None,2273.565128588758,None,2273.565128588758,None,2273.565128588758,None,2273.565128588758,None,2273.565128588758,None,2273.565128588758,None,2277.549995584239,None,2277.549995584239,None,2277.549995584239,None,2277.549995584239,None,2277.549995584239,None,2277.549995584239,None,2277.549995584239,None,2287.053646282002,None,2278.5503814849653,None,2279.550761945953,None,0.5,7.502820659196004,2282.5519055688637,None,None,2282.5519055688637,None,2.617903234262485,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,-1.1,,,,,,,,,0,1,1,1,0,9,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.5,0.5,4.7,-11.7,-1.1,-12.799999999999999,-6.949999999999999,certain,certain,-6.949999999999999,88.66333333333331,2289.0710914910887,None,2289.0710914910887,None,2289.0710914910887,None,2289.0710914910887,None,2289.0710914910887,None,2289.0710914910887,None,2289.0710914910887,None,3,2289.0710914910887,None,2291.405325366126,None,2291.405325366126,None,2291.405325366126,None,2291.405325366126,None,2291.405325366126,None,2291.405325366126,None,2291.405325366126,None,2295.4068628894165,None,2295.4068628894165,None,2295.4068628894165,None,2295.4068628894165,None,2295.4068628894165,None,2295.4068628894165,None,2295.4068628894165,None,2296.390578582301,None,,,,,,,,,,,,2.301128647639416,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,4.1,,,,,,,,,0,1,1,1,0,10,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.5,0.5,5.2,2.1833333333333336,1.025,-1.1583333333333337,-0.06666666666666687,gamble,win,1.025,89.68833333333332,2298.4080218715244,None,2298.4080218715244,None,2298.4080218715244,None,2298.4080218715244,None,2298.4080218715244,None,2298.4080218715244,None,2298.4080218715244,None,1,2298.4080218715244,None,2300.8089298582054,None,2300.8089298582054,None,2300.8089298582054,None,2300.8089298582054,None,2300.8089298582054,None,2300.8089298582054,None,2300.8089298582054,None,2304.7937600555015,None,2304.7937600555015,None,2304.7937600555015,None,2304.7937600555015,None,2304.7937600555015,None,2304.7937600555015,None,2304.7937600555015,None,2305.7941942738253,None,,,,,,,,,,,,2.36781619861722,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,-1.5,,,,,,,,,0,1,1,1,0,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.5,0.5,5.7,2.225,-0.375,-2.6,-1.4875,certain,certain,-1.4875,88.20083333333332,2307.811644922709,None,2307.811644922709,None,2307.811644922709,None,2307.811644922709,None,2307.811644922709,None,2307.811644922709,None,2307.811644922709,None,3,2307.811644922709,None,2310.162547725602,None,2310.162547725602,None,2310.162547725602,None,2310.162547725602,None,2310.162547725602,None,2310.162547725602,None,2310.162547725602,None,2314.1640836489387,None,2314.1640836489387,None,2314.1640836489387,None,2314.1640836489387,None,2314.1640836489387,None,2314.1640836489387,None,2314.1640836489387,None,2323.6510628589313,None,2315.147794862103,None,2316.1481836426537,None,0.5,7.502771061670501,2319.149324705708,None,None,2319.149324705708,None,2.317748937988654,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,4.9,,,,,,,,,0,1,1,1,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.5,0.5,6.2,2.2666666666666666,1.225,-1.0416666666666665,0.09166666666666679,gamble,win,1.225,89.42583333333332,2325.668512227887,None,2325.668512227887,None,2325.668512227887,None,2325.668512227887,None,2325.668512227887,None,2325.668512227887,None,2325.668512227887,None,1,2325.668512227887,None,2327.936054072168,None,2327.936054072168,None,2327.936054072168,None,2327.936054072168,None,2327.936054072168,None,2327.936054072168,None,2327.936054072168,None,2331.9209162678453,None,2331.9209162678453,None,2331.9209162678453,None,2331.9209162678453,None,2331.9209162678453,None,2331.9209162678453,None,2331.9209162678453,None,2332.9212564108893,None,,,,,,,,,,,,2.2344849345390685,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,1.3,,,,,,,,,0,1,1,1,0,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.5,0.5,6.7,-13.7,1.3,-12.399999999999999,-5.549999999999999,gamble,lose,-12.399999999999999,77.02583333333331,2334.938749617606,None,2334.938749617606,None,2334.938749617606,None,2334.938749617606,None,2334.938749617606,None,2334.938749617606,None,2334.938749617606,None,1,2334.938749617606,None,2337.60644204641,None,2337.60644204641,None,2337.60644204641,None,2337.60644204641,None,2337.60644204641,None,2337.60644204641,None,2337.60644204641,None,2341.591313201643,None,2341.591313201643,None,2341.591313201643,None,2341.591313201643,None,2341.591313201643,None,2341.591313201643,None,2341.591313201643,None,2351.0949635794386,None,2342.5916923827026,None,2343.5920818032464,None,0.5,7.502811059646774,2346.5932196664508,None,None,2346.5932196664508,None,2.63441121019423,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,5.3,,,,,,,,,0,1,1,1,0,14,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.5,0.5,7.2,-14.2,5.3,-8.899999999999999,-1.7999999999999994,gamble,lose,-8.899999999999999,68.1258333333333,2353.112404628773,None,2353.112404628773,None,2353.112404628773,None,2353.112404628773,None,2353.112404628773,None,2353.112404628773,None,2353.112404628773,None,1,2353.112404628773,None,2354.679682870221,None,2354.679682870221,None,2354.679682870221,None,2354.679682870221,None,2354.679682870221,None,2354.679682870221,None,2354.679682870221,None,2358.6645409060875,None,2358.6645409060875,None,2358.6645409060875,None,2358.6645409060875,None,2358.6645409060875,None,2358.6645409060875,None,2358.6645409060875,None,2359.664930646657,None,,,,,,,,,,,,1.5340085423085839,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,7.1,,,,,,,,,0,1,1,1,0,15,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.5,0.5,7.7,-14.7,7.1,-7.6,-0.25,gamble,lose,-7.6,60.5258333333333,2361.682373615913,None,2361.682373615913,None,2361.682373615913,None,2361.682373615913,None,2361.682373615913,None,2361.682373615913,None,2361.682373615913,None,1,2361.682373615913,None,2363.449722829857,None,2363.449722829857,None,2363.449722829857,None,2363.449722829857,None,2363.449722829857,None,2363.449722829857,None,2363.449722829857,None,2367.451257793233,None,2367.451257793233,None,2367.451257793233,None,2367.451257793233,None,2367.451257793233,None,2367.451257793233,None,2367.451257793233,None,2376.9382459627814,None,2368.434964526561,None,2369.435381465766,None,0.5,7.502817139378749,2372.4364982100087,None,None,2372.4364982100087,None,1.734283984580543,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,1.1,,,,,,,,,0,1,1,1,0,16,16,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.5,0.5,8.2,2.433333333333333,0.275,-2.158333333333333,-0.9416666666666667,gamble,win,0.275,60.8008333333333,2378.955691491894,None,2378.955691491894,None,2378.955691491894,None,2378.955691491894,None,2378.955691491894,None,2378.955691491894,None,2378.955691491894,None,None,2378.955691491894,None,2381.9568427944323,None,2381.9568427944323,None,2381.9568427944323,None,2381.9568427944323,None,2381.9568427944323,None,2381.9568427944323,None,2381.9568427944323,None,2385.9583819175605,None,2385.9583819175605,None,2385.9583819175605,None,2385.9583819175605,None,2385.9583819175605,None,2385.9583819175605,None,2385.9583819175605,None,2386.9420912108035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,6.3,,,,,,,,,0,1,1,1,0,17,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.5,0.5,8.7,-15.7,6.3,-9.399999999999999,-1.5499999999999994,gamble,lose,-9.399999999999999,51.4008333333333,2388.9595402597333,None,2388.9595402597333,None,2388.9595402597333,None,2388.9595402597333,None,2388.9595402597333,None,2388.9595402597333,None,2388.9595402597333,None,1,2388.9595402597333,None,2390.8602565759793,None,2390.8602565759793,None,2390.8602565759793,None,2390.8602565759793,None,2390.8602565759793,None,2390.8602565759793,None,2390.8602565759793,None,2394.8618120183237,None,2394.8618120183237,None,2394.8618120183237,None,2394.8618120183237,None,2394.8618120183237,None,2394.8618120183237,None,2394.8618120183237,None,2395.8455213115667,None,,,,,,,,,,,,1.8676062891026959,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,3.7,,,,,,,,,0,1,1,1,0,18,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.5,0.5,9.2,2.5166666666666666,0.925,-1.5916666666666666,-0.33333333333333326,certain,certain,-0.33333333333333326,51.06749999999997,2397.8629876396735,None,2397.8629876396735,None,2397.8629876396735,None,2397.8629876396735,None,2397.8629876396735,None,2397.8629876396735,None,2397.8629876396735,None,3,2397.8629876396735,None,2400.0805434992653,None,2400.0805434992653,None,2400.0805434992653,None,2400.0805434992653,None,2400.0805434992653,None,2400.0805434992653,None,2400.0805434992653,None,2404.0653468178934,None,2404.0653468178934,None,2404.0653468178934,None,2404.0653468178934,None,2404.0653468178934,None,2404.0653468178934,None,2404.0653468178934,None,2413.5690080751083,None,2405.0657384783262,None,2406.066120539268,None,0.46,7.502781941089779,2409.0672612822964,None,None,2409.0672612822964,None,2.1844839105615392,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,-0.1,,,,,,,,,0,1,1,1,0,19,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.46,0.46,9.66,2.415,-0.025,-2.44,-1.2325,gamble,win,-0.025,51.04249999999997,2415.586450724397,None,2415.586450724397,None,2415.586450724397,None,2415.586450724397,None,2415.586450724397,None,2415.586450724397,None,2415.586450724397,None,1,2415.586450724397,None,2416.753568781831,None,2416.753568781831,None,2416.753568781831,None,2416.753568781831,None,2416.753568781831,None,2416.753568781831,None,2416.753568781831,None,2420.7550919058267,None,2420.7550919058267,None,2420.7550919058267,None,2420.7550919058267,None,2420.7550919058267,None,2420.7550919058267,None,2420.7550919058267,None,2421.738812078489,None,,,,,,,,,,,,1.1340163499116898,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,12.1,,,,,,,,,0,1,1,1,0,20,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.46,0.46,10.120000000000001,2.4533333333333336,3.025,0.5716666666666663,1.7983333333333331,gamble,win,3.025,54.06749999999997,2423.7562620873796,None,2423.7562620873796,None,2423.7562620873796,None,2423.7562620873796,None,2423.7562620873796,None,2423.7562620873796,None,2423.7562620873796,None,1,2423.7562620873796,None,2425.506935973768,None,2425.506935973768,None,2425.506935973768,None,2425.506935973768,None,2425.506935973768,None,2425.506935973768,None,2425.506935973768,None,2429.4918045690865,None,2429.4918045690865,None,2429.4918045690865,None,2429.4918045690865,None,2429.4918045690865,None,2429.4918045690865,None,2429.4918045690865,None,2438.9954613465816,None,2430.4921866300283,None,2431.492572530755,None,0.43,7.5028193792677484,2434.493714233802,None,None,2434.493714233802,None,1.7176179364905693,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,13.1,,,,,,,,,0,1,1,1,0,21,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.43,0.43,10.55,-16.57,13.1,-3.4700000000000006,-1.7350000000000003,gamble,lose,-3.4700000000000006,50.59749999999997,2441.0128895965754,None,2441.0128895965754,None,2441.0128895965754,None,2441.0128895965754,None,2441.0128895965754,None,2441.0128895965754,None,2441.0128895965754,None,1,2441.0128895965754,None,2442.796919577755,None,2442.796919577755,None,2442.796919577755,None,2442.796919577755,None,2442.796919577755,None,2442.796919577755,None,2442.796919577755,None,2446.798459660902,None,2446.798459660902,None,2446.798459660902,None,2446.798459660902,None,2446.798459660902,None,2446.798459660902,None,2446.798459660902,None,2447.7821769537404,None,,,,,,,,,,,,1.7509260337683372,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,4.3,,,,,,,,,0,1,1,1,0,22,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.43,0.43,10.98,-17.0,4.3,-12.7,-4.199999999999999,gamble,lose,-12.7,37.897499999999965,2449.7996228028205,None,2449.7996228028205,None,2449.7996228028205,None,2449.7996228028205,None,2449.7996228028205,None,2449.7996228028205,None,2449.7996228028205,None,None,2449.7996228028205,None,2452.800833622401,None,2452.800833622401,None,2452.800833622401,None,2452.800833622401,None,2452.800833622401,None,2452.800833622401,None,2452.800833622401,None,2456.802314828441,None,2456.802314828441,None,2456.802314828441,None,2456.802314828441,None,2456.802314828441,None,2456.802314828441,None,2456.802314828441,None,2466.2892985182116,None,2457.786016762024,None,2458.7864109823713,None,0.41,7.502867056871764,2461.7875718844007,None,None,2461.7875718844007,None,,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,0.3,,,,,,,,,0,1,1,1,0,23,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.41,0.41,11.39,2.3841666666666663,0.075,-2.309166666666666,-1.117083333333333,gamble,win,0.075,37.97249999999997,2468.306713648839,None,2468.306713648839,None,2468.306713648839,None,2468.306713648839,None,2468.306713648839,None,2468.306713648839,None,2468.306713648839,None,1,2468.306713648839,None,2470.0074031504337,None,2470.0074031504337,None,2470.0074031504337,None,2470.0074031504337,None,2470.0074031504337,None,2470.0074031504337,None,2470.0074031504337,None,2474.008933314064,None,2474.008933314064,None,2474.008933314064,None,2474.008933314064,None,2474.008933314064,None,2474.008933314064,None,2474.008933314064,None,2474.992706924095,None,,,,,,,,,,,,1.6675839541712776,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,2.1,,,,,,,,,0,1,1,1,0,24,24,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.41,0.41,11.8,2.418333333333333,0.525,-1.893333333333333,-0.6841666666666666,gamble,win,0.525,38.49749999999997,2477.010085576505,None,2477.010085576505,None,2477.010085576505,None,2477.010085576505,None,2477.010085576505,None,2477.010085576505,None,2477.010085576505,None,1,2477.010085576505,None,2479.5110743271653,None,2479.5110743271653,None,2479.5110743271653,None,2479.5110743271653,None,2479.5110743271653,None,2479.5110743271653,None,2479.5110743271653,None,2483.5125939312857,None,2483.5125939312857,None,2483.5125939312857,None,2483.5125939312857,None,2483.5125939312857,None,2483.5125939312857,None,2483.5125939312857,None,2484.496298424783,None,,,,,,,,,,,,2.467875843634829,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,13.5,,,,,,,,,0,1,1,1,0,25,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.41,0.41,12.21,-17.95,13.5,-4.449999999999999,-2.2249999999999996,gamble,lose,-4.449999999999999,34.04749999999997,2486.5137471537455,None,2486.5137471537455,None,2486.5137471537455,None,2486.5137471537455,None,2486.5137471537455,None,2486.5137471537455,None,2486.5137471537455,None,1,2486.5137471537455,None,2488.497847787454,None,2488.497847787454,None,2488.497847787454,None,2488.497847787454,None,2488.497847787454,None,2488.497847787454,None,2488.497847787454,None,2492.499382430804,None,2492.499382430804,None,2492.499382430804,None,2492.499382430804,None,2492.499382430804,None,2492.499382430804,None,2492.499382430804,None,2501.9863981190138,None,2493.48309556389,None,2494.4834299471695,None,0.41,7.502828978758771,2497.484636926907,None,None,2497.484636926907,None,1.9510386041365564,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,2,0,12.5,,,,,,,,,0,1,1,1,0,26,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.41,0.41,12.620000000000001,2.4866666666666664,3.125,0.6383333333333336,1.8816666666666668,gamble,win,3.125,37.17249999999997,2504.0038122896804,None,2504.0038122896804,None,2504.0038122896804,None,2504.0038122896804,None,2504.0038122896804,None,2504.0038122896804,None,2504.0038122896804,None,1,2504.0038122896804,None,2505.9044921277673,None,2505.9044921277673,None,2505.9044921277673,None,2505.9044921277673,None,2505.9044921277673,None,2505.9044921277673,None,2505.9044921277673,None,2509.889424719906,None,2509.889424719906,None,2509.889424719906,None,2509.889424719906,None,2509.889424719906,None,2509.889424719906,None,2509.889424719906,None,2510.8897933415137,None,,,,,,,,,,,,1.8676866050809622,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,2.3,,,,,,,,,0,2,2,2,0,0,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2521.7439750207704,None,0.47,7.518688667041715,2524.745111924014,None,None,,2524.745111924014,None,2529.2634825269342,None,True,False,False,0.47,-0.53,-0.53,-1.8991666666666667,2.3,0.40083333333333315,1.3504166666666664,gamble,lose,0.40083333333333315,37.5733333333333,2532.2980321622454,None,2532.2980321622454,None,2532.2980321622454,None,2532.2980321622454,None,2532.2980321622454,None,2532.2980321622454,None,2532.2980321622454,None,1,2532.2980321622454,None,2533.6985724872793,None,2533.6985724872793,None,2533.6985724872793,None,2533.6985724872793,None,2533.6985724872793,None,2533.6985724872793,None,2533.6985724872793,None,2537.683431803074,None,2537.683431803074,None,2537.683431803074,None,2537.683431803074,None,2537.683431803074,None,2537.683431803074,None,2537.683431803074,None,2547.187090180465,None,2538.6838186637615,None,2539.684215763933,None,0.42,7.502758582297247,2542.685351707216,None,None,2542.685351707216,None,1.3674574965261854,2512.8905571433716,None,4,8.836941259854939,2512.8905571433716,None,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,-0.9,,,,,,,,,0,2,2,2,0,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.42,-0.5800000000000001,-1.11,-2.1225,-0.9,-3.0225,-1.96125,certain,certain,-1.96125,35.6120833333333,2549.204540509323,None,2549.204540509323,None,2549.204540509323,None,2549.204540509323,None,2549.204540509323,None,2549.204540509323,None,2549.204540509323,None,3,2549.204540509323,None,2550.8384871027083,None,2550.8384871027083,None,2550.8384871027083,None,2550.8384871027083,None,2550.8384871027083,None,2550.8384871027083,None,2550.8384871027083,None,2554.8400419051177,None,2554.8400419051177,None,2554.8400419051177,None,2554.8400419051177,None,2554.8400419051177,None,2554.8400419051177,None,2554.8400419051177,None,2555.8237137601827,None,,,,,,,,,,,,1.6008349662879482,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,4.7,,,,,,,,,0,2,2,2,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.42,-0.5800000000000001,-1.6900000000000002,-2.1708333333333334,4.7,2.529166666666667,1.2645833333333334,gamble,lose,2.529166666666667,38.14124999999997,2557.8411980074015,None,2557.8411980074015,None,2557.8411980074015,None,2557.8411980074015,None,2557.8411980074015,None,2557.8411980074015,None,2557.8411980074015,None,1,2557.8411980074015,None,2559.1917152295937,None,2559.1917152295937,None,2559.1917152295937,None,2559.1917152295937,None,2559.1917152295937,None,2559.1917152295937,None,2559.1917152295937,None,2563.176583824912,None,2563.176583824912,None,2563.176583824912,None,2563.176583824912,None,2563.176583824912,None,2563.176583824912,None,2563.176583824912,None,2564.1769668458146,None,,,,,,,,,,,,1.3172465630341321,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,4.9,,,,,,,,,0,2,2,2,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.42,-0.5800000000000001,-2.2700000000000005,10.39,4.9,-5.49,-0.29499999999999993,gamble,win,4.9,43.04124999999997,2566.1944126948947,None,2566.1944126948947,None,2566.1944126948947,None,2566.1944126948947,None,2566.1944126948947,None,2566.1944126948947,None,2566.1944126948947,None,1,2566.1944126948947,None,2568.211850224412,None,2568.211850224412,None,2568.211850224412,None,2568.211850224412,None,2568.211850224412,None,2568.211850224412,None,2568.211850224412,None,2572.2133938273764,None,2572.2133938273764,None,2572.2133938273764,None,2572.2133938273764,None,2572.2133938273764,None,2572.2133938273764,None,2572.2133938273764,None,2581.700406635704,None,2573.1971053605084,None,2574.1974877414177,None,0.43,7.50282417901326,2577.198621764779,None,None,2577.198621764779,None,1.9841710301698186,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,13.5,,,,,,,,,0,2,2,2,0,4,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.43,-0.5700000000000001,-2.8400000000000007,-2.231666666666667,13.5,11.268333333333333,5.634166666666666,gamble,lose,11.268333333333333,54.3095833333333,2583.717821126338,None,2583.717821126338,None,2583.717821126338,None,2583.717821126338,None,2583.717821126338,None,2583.717821126338,None,2583.717821126338,None,1,2583.717821126338,None,2584.9349530071486,None,2584.9349530071486,None,2584.9349530071486,None,2584.9349530071486,None,2584.9349530071486,None,2584.9349530071486,None,2584.9349530071486,None,2588.936495010159,None,2588.936495010159,None,2588.936495010159,None,2588.936495010159,None,2588.936495010159,None,2588.936495010159,None,2588.936495010159,None,2589.9202007835847,None,,,,,,,,,,,,1.1840464923880063,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
