isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross_started,fixCross_stopped,outcome2Box_started,choiceKey_started,choiceKey_stopped,outcome2Box_2_started,outcome2Box_3_started,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_started,happySlider_stopped,happyResp_keys,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
False,0.19,-0.81,-9.83,21.17,1.9,-19.27,-8.685,certain,certain,-8.685,-10.8683333333333,2041.56262631369,None,2041.56262631369,2041.56262631369,None,2042.8797736817,2046.88131440479,2047.86498465997,2048.86541183864,0.06,2051.86652986283,None,None,164688,166269,171071,173452,177053,182476
False,0.06,-0.94,-10.77,23.93,-1.3,-25.23,-13.265,certain,certain,-13.265,-24.1333333333333,2058.38574074382,None,2058.38574074382,2058.38574074382,None,2059.31938661622,2063.32097309702,NaN,NaN,NaN,NaN,,,184876,185996,190798,0,0,192000
True,0.06,-0.94,-11.71,-4.26583333333333,13.5,9.23416666666667,4.61708333333333,gamble,lose,9.23416666666667,-14.8991666666667,2066.32218263664,None,2066.32218263664,2066.32218263664,None,2067.35585103591,2071.34072155118,NaN,NaN,NaN,NaN,,,194400,195640,200422,0,0,201643
False,0.06,-0.94,-12.65,25.81,13.1,-12.71,0.194999999999999,gamble,win,13.1,-1.79916666666667,2074.35859745881,None,2074.35859745881,2074.35859745881,None,2075.80908825031,2079.79395556574,2080.79434274641,2081.79474208647,0.12,2084.79587163009,None,None,204043,205784,210566,212967,216568,222012
False,0.12,-0.88,-13.53,-4.2075,4.3,0.0924999999999994,0.0462499999999997,gamble,lose,0.0924999999999994,-1.70666666666667,2091.33174727918,None,2091.33174727918,2091.33174727918,None,2092.33216453834,2096.33367070316,NaN,NaN,NaN,NaN,,,224412,225612,230414,0,0,231615
False,0.12,-0.88,-14.41,26.73,9.1,-17.63,-4.265,gamble,win,9.1,7.39333333333333,2099.33480696644,None,2099.33480696644,2099.33480696644,None,2100.51860739112,2104.5201602736,2105.50387084677,2106.50421194974,0.26,2109.50539045091,None,None,234015,235436,240238,242619,246220,251643
True,0.26,-0.74,-15.15,25.51,6.9,-18.61,-5.855,certain,certain,-5.855,1.53833333333333,2116.02461221136,None,2116.02461221136,2116.02461221136,None,2117.20837391797,2121.20990792139,NaN,NaN,NaN,NaN,,,254043,255464,260266,0,0,261467
True,0.26,-0.74,-15.89,26.25,8.1,-18.15,-5.025,certain,certain,-5.025,-3.48666666666667,2124.21104386469,None,2124.21104386469,2124.21104386469,None,2125.0447155278,2129.04624953122,NaN,NaN,NaN,NaN,,,263867,264868,269669,0,0,270871
True,0.26,-0.74,-16.63,26.99,9.5,-17.49,-3.995,certain,certain,-3.995,-7.48166666666667,2132.04741299314,None,2132.04741299314,2132.04741299314,None,2133.7313481311,2137.73291445291,2138.71662150625,2139.71700900691,0.08,2142.71817150888,None,None,273271,275292,280093,282474,286076,291519
False,0.08,-0.92,-17.55,30.43,8.3,-22.13,-6.915,certain,certain,-6.915,-14.3966666666667,2149.25403147875,None,2149.25403147875,2149.25403147875,None,2150.67121833278,2154.67276097577,NaN,NaN,NaN,NaN,,,293919,295619,300421,0,0,301623
False,0.08,-0.92,-18.47,31.35,-0.5,-31.85,-16.175,certain,certain,-16.175,-30.5716666666667,2157.67393211731,None,2157.67393211731,2157.67393211731,None,2159.2245132723,2163.22604535582,2164.20977736791,2165.21017126825,0,2168.21131329124,None,None,304023,305884,310686,313066,316668,322091
True,0,-1,-19.47,33.47,13.7,-19.77,-3.035,gamble,win,13.7,-16.8716666666667,2174.73049089389,None,2174.73049089389,2174.73049089389,None,2176.23105246586,2180.21593130071,NaN,NaN,NaN,NaN,,,324491,326292,331073,0,0,332295
False,0,-1,-20.47,-5.20583333333333,10.3,5.09416666666667,2.54708333333333,gamble,lose,5.09416666666667,-11.7775,2183.23380016869,None,2183.23380016869,2183.23380016869,None,2184.28415125517,2188.28568461862,2189.26942047053,2190.26983388989,0.21,2193.27091671584,None,None,334695,335955,340757,343138,346739,352163
False,0.21,-0.79,-21.26,-4.53666666666667,11.5,6.96333333333333,3.48166666666667,gamble,lose,6.96333333333333,-4.81416666666668,2199.79013335654,None,2199.79013335654,2199.79013335654,None,2201.02395336425,2205.00880340053,NaN,NaN,NaN,NaN,,,354563,356043,360825,0,0,362046
False,0.21,-0.79,-22.05,33.11,6.1,-27.01,-10.455,certain,certain,-10.455,-15.2691666666667,2208.02663195053,None,2208.02663195053,2208.02663195053,None,2209.11041752796,2213.11192081291,NaN,NaN,NaN,NaN,,,364446,365747,370549,0,0,371750
True,0.21,-0.79,-22.84,33.9,12.1,-21.8,-4.85,certain,certain,-4.85,-20.1191666666667,2216.11305963606,None,2216.11305963606,2216.11305963606,None,2217.1302162196,2221.13167118697,2222.11538623992,2223.1157711807,0.03,2226.11691032384,None,None,374150,375371,380172,382554,386155,391558
True,0.12,0.12,0.12,-1.8,12.5,10.7,5.35,gamble,lose,10.7,-9.41916666666669,2247.19174562806,None,2247.19174562806,2247.19174562806,None,2248.27544800963,2252.27702233104,NaN,NaN,NaN,NaN,,,411445,412745,417547,0,0,418749
False,0.12,0.12,0.24,-1.92,1.1,-0.82,0.14,gamble,lose,-0.82,-10.2391666666667,2255.27816147418,None,2255.27816147418,2255.27816147418,None,2256.36198416975,2260.34679100819,2261.3471455505,2262.3475260115,0,2265.34866771451,None,None,421149,422449,427231,429632,433233,438656
False,0,0,0.24,-0.24,5.1,4.86,2.43,gamble,lose,4.86,-5.37916666666669,2271.86783507767,None,2271.86783507767,2271.86783507767,None,2272.8348917622,2276.8197977957,NaN,NaN,NaN,NaN,,,441056,442217,446998,0,0,448220
True,0,0,0.24,0.03,2.975,2.945,1.4725,gamble,win,2.975,-2.40416666666669,2279.83762154593,None,2279.83762154593,2279.83762154593,None,2280.98803899709,2284.97291559205,2285.97323781597,2286.97369155332,0.08,2289.97484637567,None,None,450620,452001,456783,459184,462785,468208
True,0.08,0.08,0.32,-1.44,8.1,6.66,3.33,gamble,lose,6.66,4.25583333333331,2296.49399901957,None,2296.49399901957,2296.49399901957,None,2297.54439778366,2301.52923950036,NaN,NaN,NaN,NaN,,,470608,471868,476650,0,0,477872
False,0.08,0.08,0.4,-1.52,13.9,12.38,6.19,gamble,lose,12.38,16.6358333333333,2304.54705045124,None,2304.54705045124,2304.54705045124,None,2305.68085913151,2309.68235601679,NaN,NaN,NaN,NaN,,,480272,481632,486434,0,0,487636
True,0.08,0.08,0.48,-1.6,-1.5,-3.1,-2.3,certain,certain,-2.3,14.3358333333333,2312.68355435697,None,2312.68355435697,2312.68355435697,None,2314.10074761068,2318.08573140029,2319.08601714602,2320.08639888697,0,2323.08762474577,None,None,490036,491736,496518,498919,502521,507944
False,0,0,0.48,0.04,0.225,0.185,0.205,gamble,win,0.225,14.5608333333333,2329.60672715218,None,2329.60672715218,2329.60672715218,None,2330.45708694222,2334.45863246507,NaN,NaN,NaN,NaN,,,510344,511364,516166,0,0,517367
False,0,0,0.48,-0.48,9.3,8.82,4.41,gamble,lose,8.82,23.3808333333333,2337.45975368909,None,2337.45975368909,2337.45975368909,None,2338.49346080644,2342.4783412412,2343.47872874186,2344.47909512357,0.06,2347.48031202282,None,None,519767,521008,525790,528190,531792,537215
False,0.06,0.06,0.54,0.255,-0.175,-0.43,-0.3025,certain,certain,-0.3025,23.0783333333333,2353.99946754658,None,2353.99946754658,2353.99946754658,None,2355.06653971834,2359.06809196085,NaN,NaN,NaN,NaN,,,539615,540896,545697,0,0,546899
False,0.06,0.06,0.6,-1.44,5.9,4.46,2.23,gamble,lose,4.46,27.5383333333333,2362.06919782564,None,2362.06919782564,2362.06919782564,None,2363.23633092236,2367.23787004553,NaN,NaN,NaN,NaN,,,549299,550700,555501,0,0,556703
True,0.06,0.06,0.66,0.265,-0.275,-0.54,-0.4075,certain,certain,-0.4075,27.1308333333333,2370.23902230801,None,2370.23902230801,2370.23902230801,None,2371.72291911188,2375.72446559468,2376.70817872772,2377.70857326802,0.04,2380.70969417207,None,None,559103,560884,565685,568066,571668,577090
False,0.04,0.04,0.7,-1.26,13.3,12.04,6.02,gamble,lose,12.04,39.1708333333333,2387.22890473307,None,2387.22890473307,2387.22890473307,None,2388.87952281422,2392.86439204955,NaN,NaN,NaN,NaN,,,579490,581471,586253,0,0,587475
False,0.04,0.04,0.74,0.201666666666667,2.675,2.47333333333333,1.23666666666667,gamble,win,2.675,41.8458333333333,2395.88221835966,None,2395.88221835966,2395.88221835966,None,2397.14937526319,2401.1509134264,2402.13462751939,2403.1349999808,0.5,2406.13617912194,None,None,589875,591395,596197,598578,602179,607602
True,0.5,0.5,1.24,-8.24,1.3,-6.94,-2.82,certain,certain,-2.82,39.0258333333333,2412.65536152435,None,2412.65536152435,2412.65536152435,None,2413.822476062,2417.82399822601,NaN,NaN,NaN,NaN,,,610002,611403,616205,0,0,617406
False,0.5,0.5,1.74,-8.74,12.3,3.56,1.78,gamble,lose,3.56,42.5858333333333,2420.82520072598,None,2420.82520072598,2420.82520072598,None,2421.79222317222,2425.77702617085,2426.77741431148,2427.77781749135,0.01,2430.7789783934,None,None,619806,620967,625749,628150,631751,637174
False,0.01,0.01,1.75,0.180833333333333,2.625,2.44416666666667,1.22208333333333,gamble,win,2.625,45.2108333333333,2437.29814671652,None,2437.29814671652,2437.29814671652,None,2438.33192999005,2442.31677650652,NaN,NaN,NaN,NaN,,,639574,640815,645597,0,0,646818
False,0.01,0.01,1.76,-1.9,0.7,-1.2,-0.25,certain,certain,-0.25,44.9608333333333,2445.33457145819,None,2445.33457145819,2445.33457145819,None,2447.28530319766,2451.28685672011,NaN,NaN,NaN,NaN,,,649218,651559,656361,0,0,657563
False,0.01,0.01,1.77,-1.91,3.7,1.79,0.895,gamble,lose,1.79,46.7508333333333,2454.28807329938,None,2454.28807329938,2454.28807329938,None,2455.40511545664,2459.3899798922,2460.39034467399,2461.39074689391,0.13,2464.39188731699,None,None,659963,661303,666085,668486,672087,677510
True,0.13,0.13,1.9,-3.72,8.9,5.18,2.59,gamble,lose,5.18,51.9308333333333,2470.9110716393,None,2470.9110716393,2470.9110716393,None,2472.24491769371,2476.22981508763,NaN,NaN,NaN,NaN,,,679910,681511,686293,0,0,687514
False,0.13,0.13,2.03,0.624166666666667,3.375,2.75083333333333,1.37541666666667,gamble,win,3.375,55.3058333333333,2479.24761291916,None,2479.24761291916,2479.24761291916,None,2482.24872678356,2486.23363249706,2487.23402223761,2488.23440461852,0,2491.2355488814,None,None,689914,693516,698297,700698,704300,709723
False,0,0,2.03,-2.03,7.3,5.27,2.635,gamble,lose,5.27,60.5758333333333,2497.75474920292,None,2497.75474920292,2497.75474920292,None,2499.00520997992,2502.99007953523,NaN,NaN,NaN,NaN,,,712123,713623,718405,0,0,719626
False,0,0,2.03,0.169166666666667,2.725,2.55583333333333,1.27791666666667,gamble,win,2.725,63.3008333333333,2506.00792920417,None,2506.00792920417,2506.00792920417,None,2506.90825353998,2510.89311957547,2511.8935317149,2512.89389169693,0.19,2515.89503084006,None,None,722026,723107,727889,730290,733891,739334
False,0.19,0.19,2.22,-4.88,-0.5,-5.38,-2.94,certain,certain,-2.94,60.3608333333333,2522.43092280833,None,2522.43092280833,2522.43092280833,None,2523.48127261487,2527.48291157305,NaN,NaN,NaN,NaN,,,741734,742995,747797,0,0,748998
False,0.19,0.19,2.41,0.865833333333333,0.725,-0.140833333333333,0.292083333333333,certain,certain,0.292083333333333,60.6529166666667,2530.48394352154,None,2530.48394352154,2530.48394352154,None,2531.53435028523,2535.53597004437,NaN,NaN,NaN,NaN,,,751398,752658,757460,0,0,758662
True,0.19,0.19,2.6,-5.26,9.9,4.64,2.32,certain,certain,2.32,62.9729166666667,2538.53707974898,None,2538.53707974898,2538.53707974898,None,2539.68747864107,2543.6890584022,2544.67276993533,2545.67319391416,0.02,2548.67430041892,None,None,761062,762442,767244,769625,773226,778650
True,0.02,0.02,2.62,-2.9,1.7,-1.2,0.25,certain,certain,0.25,63.2229166666667,2555.19349338081,None,2555.19349338081,2555.19349338081,None,2556.62737220158,2560.6122356772,NaN,NaN,NaN,NaN,,,781050,782771,787552,0,0,788753
True,0.05,-0.95,-0.95,14.25,12.5,-1.75,-0.874999999999999,certain,certain,-0.874999999999999,62.3479166666667,2579.38613080435,None,2579.38613080435,2579.38613080435,None,2580.45318153718,2584.45474465915,2585.43845779219,2586.43884049308,0.5,2589.43998123614,None,None,810081,811362,816163,818545,822146,827569
True,0.5,-0.5,-1.45,-1.87083333333333,4.5,2.62916666666667,1.31458333333333,gamble,lose,2.62916666666667,64.9770833333333,2595.95919019722,None,2595.95919019722,2595.95919019722,None,2596.89284086938,2600.8777203442,NaN,NaN,NaN,NaN,,,829969,831089,835871,0,0,837093
True,0.5,-0.5,-1.95,8.95,2.1,-6.85,-2.375,certain,certain,-2.375,62.6020833333333,2603.8955709731,None,2603.8955709731,2603.8955709731,None,2605.19605453296,2609.1975661375,NaN,NaN,NaN,NaN,,,839493,841054,845855,0,0,847057
False,0.5,-0.5,-2.45,9.45,10.1,0.65,0.325,gamble,win,10.1,72.7020833333333,2612.1987519983,None,2612.1987519983,2612.1987519983,None,2613.09909585313,2617.08395260909,2618.08435418904,2619.08473145021,0.41,2622.08586611356,None,None,849457,850537,855319,857720,861321,866764
True,0.41,-0.59,-3.04,11.3,-1.3,-12.6,-6.95,certain,certain,-6.95,65.7520833333333,2628.6217468824,None,2628.6217468824,2628.6217468824,None,2629.67213188718,2633.673697889,NaN,NaN,NaN,NaN,,,869164,870425,875227,0,0,876428
False,0.41,-0.59,-3.63,11.89,9.9,-1.99,-0.995,certain,certain,-0.995,64.7570833333333,2636.67482519273,None,2636.67482519273,2636.67482519273,None,2637.74189992436,2641.72676563986,2642.72715474043,2643.72751920224,0.2,2646.72868458406,None,None,878828,880109,884891,887292,890893,896335
False,0.2,-0.8,-4.43,15.63,4.7,-10.93,-3.115,certain,certain,-3.115,61.6420833333333,2653.26461367049,None,2653.26461367049,2653.26461367049,None,2654.16486632987,2658.14972308582,NaN,NaN,NaN,NaN,,,898735,899816,904598,0,0,905819
False,0.2,-0.8,-5.23,-3.23583333333333,5.5,2.26416666666667,1.13208333333333,gamble,lose,2.26416666666667,63.90625,2661.1675340367,None,2661.1675340367,2661.1675340367,None,2662.26799846152,2666.25284017822,2667.25334511301,2668.25366669696,0.37,2671.25477800148,None,None,908219,909540,914322,916723,920324,925767
False,0.37,-0.63,-5.86,14.68,9.5,-5.18,-2.59,certain,certain,-2.59,61.31625,2677.79066868982,None,2677.79066868982,2677.79066868982,None,2678.45761491586,2682.45909548195,NaN,NaN,NaN,NaN,,,928167,928968,933769,0,0,934971
True,0.37,-0.63,-6.49,15.31,7.5,-7.81,-0.154999999999999,certain,certain,-0.154999999999999,61.16125,2685.46028358264,None,2685.46028358264,2685.46028358264,None,2686.47734065116,2690.46218172789,NaN,NaN,NaN,NaN,,,937371,938592,943373,0,0,944595
False,0.37,-0.63,-7.12,-2.79833333333333,0.1,-2.69833333333333,-1.29916666666667,certain,certain,-1.29916666666667,59.8620833333333,2693.48005763552,None,2693.48005763552,2693.48005763552,None,2694.48038945896,2698.46525773433,2699.46566219414,2700.46600265715,0.03,2703.46716867894,None,None,946995,948195,952977,955378,958980,964403
True,0.03,-0.97,-8.09,21.67,5.9,-15.77,-4.935,gamble,win,5.9,65.7620833333333,2709.98633348223,None,2709.98633348223,2709.98633348223,None,2711.37022247849,2715.37175328208,NaN,NaN,NaN,NaN,,,966803,968463,973265,0,0,974466
True,0.03,-0.97,-9.06,22.64,13.7,-8.94,-4.47,gamble,win,13.7,79.4620833333333,2718.37295514208,None,2718.37295514208,2718.37295514208,None,2719.89016804281,2723.89170396614,2724.87544013803,2725.8757972402,0.08,2728.87698054113,None,None,976866,978687,983489,985870,989471,994895
True,0.08,-0.92,-9.98,-4.05166666666667,0.5,-3.55166666666667,-1.52583333333333,certain,certain,-1.52583333333333,77.93625,2735.39612614538,None,2735.39612614538,2735.39612614538,None,2736.36316427084,2740.34803094629,NaN,NaN,NaN,NaN,,,997295,998455,1003237,0,0,1004458
False,0.08,-0.92,-10.9,23.78,-0.7,-24.48,-12.59,certain,certain,-12.59,65.34625,2743.36583869733,None,2743.36583869733,2743.36583869733,None,2744.43295534687,2748.43445415205,NaN,NaN,NaN,NaN,,,1006858,1008139,1012941,0,0,1014142
True,0.08,-0.92,-11.82,24.7,3.3,-21.4,-9.05,certain,certain,-9.05,56.29625,2751.43562561357,None,2751.43562561357,2751.43562561357,None,2754.20336008826,2758.20495264876,2759.18860722473,2760.18894864768,0.06,2763.19008491096,None,None,1016542,1019864,1024665,1027047,1030647,1036071
False,0.06,-0.94,-12.76,-4.35333333333333,10.9,6.54666666666667,3.27333333333333,gamble,lose,6.54666666666667,62.8429166666667,2769.709314991,None,2769.709314991,2769.709314991,None,2770.62642696876,2774.62788129616,NaN,NaN,NaN,NaN,,,1038471,1039571,1044373,0,0,1045574
False,0.06,-0.94,-13.7,-4.43166666666667,1.5,-2.93166666666667,-0.715833333333333,certain,certain,-0.715833333333333,62.1270833333333,2777.62904539805,None,2777.62904539805,2777.62904539805,None,2778.69610637037,2782.69764677347,2783.68135894656,2784.68174644722,0.1,2787.68288943016,None,None,1047974,1049255,1054057,1056437,1060039,1065462
True,0.1,-0.9,-14.6,27.2,13.5,-13.7,-0.0999999999999996,gamble,win,13.5,75.6270833333333,2794.20207759229,None,2794.20207759229,2794.20207759229,None,2797.20320553598,2801.20476897793,NaN,NaN,NaN,NaN,,,1067862,1071464,1076265,0,0,1077467
False,0.1,-0.9,-15.5,28.1,0.9,-27.2,-13.15,certain,certain,-13.15,62.4770833333333,2804.20595419877,None,2804.20595419877,2804.20595419877,None,2805.58976703883,2809.5913221612,2810.57503497425,2811.57539591624,0.3,2814.57654561884,None,None,1079867,1081528,1086330,1088710,1092312,1097755
False,0.3,-0.7,-16.2,26,7.9,-18.1,-5.1,certain,certain,-5.1,57.3770833333333,2821.11240846857,None,2821.11240846857,2821.11240846857,None,2821.96281305637,2825.9642888227,NaN,NaN,NaN,NaN,,,1100155,1101175,1105977,0,0,1107178
True,0.3,-0.7,-16.9,-3.85833333333333,3.1,-0.758333333333333,1.17083333333333,certain,certain,1.17083333333333,58.5479166666666,2828.96542028622,None,2828.96542028622,2828.96542028622,None,2829.96579850734,2833.9506431039,NaN,NaN,NaN,NaN,,,1109578,1110779,1115561,0,0,1116782
True,0.3,-0.7,-17.6,27.4,7.7,-19.7,-6,certain,certain,-6,52.5479166666666,2836.96854877004,None,2836.96854877004,2836.96854877004,None,2838.71919577775,2842.72075729979,2843.70444355418,2844.70483073485,0.05,2847.70597499773,None,None,1119182,1121283,1126085,1128466,1132067,1137490
False,0.05,-0.95,-18.55,31.85,9.3,-22.55,-6.625,certain,certain,-6.625,45.9229166666667,2854.2251542003,None,2854.2251542003,2854.2251542003,None,2855.00877428199,2859.01036204273,NaN,NaN,NaN,NaN,,,1139890,1140831,1145632,0,0,1146835
False,0.05,-0.95,-19.5,32.8,13.1,-19.7,-3.3,certain,certain,-3.3,42.6229166666667,2862.01150886548,None,2862.01150886548,2862.01150886548,None,2863.0952224465,2867.08007504265,2868.08047566265,2869.08086348329,0.5,2872.08205222395,None,None,1149235,1150535,1155316,1157717,1161319,1166742
True,0.5,-0.5,-20,27,2.5,-24.5,-11,certain,certain,-11,31.6229166666667,2878.60125286546,None,2878.60125286546,2878.60125286546,None,2879.08469657195,2883.08624465467,NaN,NaN,NaN,NaN,,,1169142,1169722,1174524,0,0,1175725
False,0.5,-0.5,-20.5,-3.45833333333333,11.5,8.04166666666667,4.02083333333333,certain,certain,4.02083333333333,35.64375,2886.08741131643,None,2886.08741131643,2886.08741131643,None,2887.42125865077,2891.40612788609,2892.40651154694,2893.40688880811,0.5,2896.40798827323,None,None,1178125,1179726,1184508,1186909,1190510,1195914
