isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,choiceKey_rt,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
True,False,True,0.55,-0.45,-0.45,-1.6125,9.3,7.6875,3.84375,gamble,lose,7.6875,7.6875,117.883688686241,NaN,120.884836148995,124.869705384306,125.870139922597,NaN,NaN,NaN,NaN,NaN,NaN,14044,17646,22428,0,0,23649
True,True,False,0.55,-0.45,-0.9,7.2,5.3,-1.9,1.7,certain,certain,1.7,9.3875,127.88753617421,3,130.571995126025,134.556771565985,135.55716194649,2.65125932911178,NaN,NaN,NaN,NaN,NaN,26049,29270,34052,0,0,35274
True,True,False,0.55,-0.45,-1.35,7.65,2.9,-4.75,-0.924999999999999,gamble,win,2.9,12.2875,137.574646833644,1,140.092243075254,144.093769399042,153.58075660863,2.48450541350758,145.077487971808,146.077920910204,0.55,7.50277138169622,149.079060373304,37674,40695,45497,47878,51479,56902
True,True,False,0.55,-0.45,-1.8,8.1,-0.5,-8.6,-4.55,gamble,win,-0.5,11.7875,155.5982514153,1,158.399324705708,162.400866068783,163.384535363992,2.76796998293139,NaN,NaN,NaN,NaN,NaN,59302,62663,67465,0,0,68667
True,True,True,0.55,-0.45,-2.25,8.55,5.7,-2.85,1.425,certain,certain,1.425,13.2125,165.401979613176,3,167.186051512312,171.170870510163,180.67453464726,1.75097755121533,172.171288729296,173.171626312425,0.55,7.50275186263025,176.172766095493,71067,73208,77990,80390,83992,89415
True,True,True,0.55,-0.45,-2.7,9,12.3,3.3,1.65,gamble,win,12.3,25.5125,182.691985616053,1,185.026194532344,189.011050648347,190.011439428956,2.30093025759561,NaN,NaN,NaN,NaN,NaN,91815,94616,99398,0,0,100619
True,False,True,0.55,-0.45,-3.15,-1.8375,13.1,11.2625,5.63125,gamble,lose,11.2625,36.775,192.028938075411,1,194.846638055809,198.848220056854,199.831883592356,2.78473810589639,NaN,NaN,NaN,NaN,NaN,103019,106400,111203,0,0,112404
True,True,True,0.55,-0.45,-3.6,9.9,12.7,2.8,1.4,gamble,win,12.7,49.475,201.849338721018,1,204.466998447431,208.451861283102,217.95551998046,2.5846015366842,209.452241104154,210.452637564333,0.56,7.50279890024103,213.453770307766,114804,117945,122727,125128,128729,134152
True,True,True,0.56,-0.44,-4.04,10.2,11.7,1.5,0.75,gamble,win,11.7,61.175,219.972964869579,1,222.073768477479,226.058639312745,227.059027133393,2.06783373374492,NaN,NaN,NaN,NaN,NaN,136552,139074,143855,0,0,145077
True,True,True,0.56,-0.44,-4.48,10.64,11.1,0.459999999999999,0.23,gamble,win,11.1,72.275,229.076470102591,1,231.677470180672,235.679007383937,245.165985314001,2.56772877898766,236.66275827511,237.663099698082,0.57,7.50276818184648,240.6642362813,147477,150598,155400,157781,161382,166805
True,False,False,0.57,-0.43,-4.91,-1.91416666666667,2.5,0.585833333333333,1.54291666666667,certain,certain,1.54291666666667,73.8179166666667,247.183516918856,3,250.051198404166,254.052780725178,255.036557855026,2.83461593597895,NaN,NaN,NaN,NaN,NaN,169205,172647,177449,0,0,178650
True,True,False,0.57,-0.43,-5.34,11.36,7.3,-4.06,1.62,gamble,win,7.3,81.1179166666667,257.054000504315,NaN,260.055101249367,264.039915767382,273.543571584916,NaN,265.040311907651,266.040681809187,0.6,7.50282865879126,269.041817112477,181050,184651,189433,191834,195435,200858
True,True,True,0.6,-0.4,-5.74,11.34,5.9,-5.44,0.23,certain,certain,0.23,81.3479166666667,275.561032153259,3,277.295008953137,281.279874668631,282.280288728012,1.70088405185379,NaN,NaN,NaN,NaN,NaN,203258,205339,210121,0,0,211343
True,True,False,0.6,-0.4,-6.14,11.74,12.9,1.16,0.579999999999999,gamble,win,12.9,94.2479166666667,284.297702578711,1,285.714925590903,289.716511431732,290.700177527149,1.38416226260597,NaN,NaN,NaN,NaN,NaN,213743,215443,220245,0,0,221447
True,False,True,0.6,-0.4,-6.54,-1.945,6.7,4.755,2.3775,gamble,lose,4.755,99.0029166666667,292.717697612534,1,294.735072425159,298.719965979282,308.223579878919,1.98442317760782,299.720358279708,300.720728821238,0.63,7.50270162511151,303.721876283933,223847,226267,231050,233450,237052,242475
True,True,True,0.63,-0.37,-6.91,12.09,13.9,1.81,0.905,gamble,win,13.9,112.902916666667,310.241025408031,1,312.675286289712,316.660208322399,317.660583983641,2.40115629427601,NaN,NaN,NaN,NaN,NaN,244875,247796,252578,0,0,253799
True,True,False,0.63,-0.37,-7.28,12.46,11.9,-0.56,-0.28,gamble,win,11.9,124.802916666667,319.677980235254,NaN,322.67913729744,326.680678660516,336.167664910143,NaN,327.664383793948,328.664768734772,0.63,7.50273842329625,331.665914917539,256199,259801,264603,266983,270585,276008
True,True,True,0.63,-0.37,-7.65,12.83,4.1,-8.73,-2.315,gamble,win,4.1,128.902916666667,338.185104999575,NaN,341.186252782238,345.187792545417,346.171513038047,NaN,NaN,NaN,NaN,NaN,NaN,278408,282009,286811,0,0,288013
True,True,False,0.63,-0.37,-8.02,13.2,5.5,-7.7,-1.1,gamble,win,5.5,134.402916666667,348.188961127074,1,350.923351026315,354.908203302475,355.908629201236,2.70133682928281,NaN,NaN,NaN,NaN,NaN,290413,293694,298476,0,0,299697
True,False,True,0.63,-0.37,-8.39,-1.99416666666667,10.7,8.70583333333333,4.35291666666667,gamble,lose,8.70583333333333,143.10875,357.926024492888,1,359.559987405431,363.544856640743,373.048519497912,1.60094376088819,364.54524254147,365.545631002111,0.65,7.50288465601625,368.546768865315,302097,304058,308840,311241,314842,320265
