isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,choiceKey_rt,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
True,True,False,0.93,-0.07,-0.07,1.05,4.7,3.65,1.825,gamble,win,4.7,4.7,51.2355670066754,1,1.66757893819886,52.9361400322377,56.9210803522146,57.9214432129374,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,False,0.93,-0.07,-0.14,1.12,6.5,5.38,2.69,gamble,win,6.5,11.2,59.9388848464296,1,1.26740755530773,61.2393264869752,65.224226489081,66.224618468259,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,True,0.93,-0.07,-0.21,1.19,3.1,1.91,0.955000000000001,gamble,win,3.1,14.3,68.241997385092,1,1.51755874727678,69.7925403002591,73.7775122985477,83.2810871486436,74.7778914783994,75.7782658585202,0.97,7.50278161223105,78.7793531607604,0,0,0,0,0,0
True,True,True,0.97,-0.03,-0.24,0.66,1.5,0.84,1.17,gamble,win,1.5,15.8,85.2985659001715,1,2.35116022636066,87.6828197286086,91.667672373238,92.6680512331222,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,True,0.97,-0.03,-0.27,0.69,6.1,5.41,2.705,gamble,win,6.1,21.9,94.6854899867758,1,1.13410807617765,95.852597590012,99.8541264687956,109.341081721737,100.837784936855,101.838213714087,0.97,7.5028043310449,104.839352533585,0,0,0,0,0,0
True,True,True,0.97,-0.03,-0.3,0.72,8.3,7.58,3.79,gamble,win,8.3,30.2,111.358524955154,1,1.56748857500497,112.95912825111,116.943979615797,117.944364555355,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,False,0.97,-0.03,-0.33,0.75,7.7,6.95,3.475,gamble,win,7.7,37.9,119.961805868865,1,1.03398763458245,121.028879425925,125.013725670884,126.014115090205,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,False,False,0.97,-0.03,-0.36,-0.135,10.7,10.565,5.2825,gamble,lose,10.565,48.465,128.031547764185,1,1.2173961319204,129.282025338805,133.283506220148,142.77050787062,134.267264202921,135.267648502515,0.99,7.50275409370079,138.268717245737,0,0,0,0,0,0
True,True,True,0.99,-0.01,-0.37,0.51,3.9,3.39,1.695,gamble,win,3.9,52.365,144.787949824109,1,1.16743238599156,145.988407015815,149.973211023025,150.973637240386,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,False,0.99,-0.01,-0.38,0.52,0.3,-0.22,0.0399999999999999,gamble,win,0.3,52.665,152.991021916911,1,2.0510776067531,155.075203685177,159.060027211352,168.563684297085,160.060442229311,161.06075581265,0.99,7.50277009286219,164.061953189041,0,0,0,0,0,0
True,True,False,0.99,-0.01,-0.39,0.53,8.7,8.17,4.085,gamble,win,8.7,61.365,170.581117931011,1,1.20072597744002,171.814926951076,175.799778955741,176.800161015446,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,False,0.99,-0.01,-0.4,0.54,11.9,11.36,5.68,gamble,win,11.9,73.265,178.8175997691,1,0.950428873227793,179.801313914199,183.786156639355,193.289790046343,184.786545418712,185.786929718292,0.98,7.5027816122456,188.787987262112,0,0,0,0,0,0
True,True,True,0.98,-0.02,-0.42,0.7,2.1,1.4,1.75,certain,certain,1.75,75.015,195.307224960212,3,1.51750179030932,196.857818752658,200.842675877051,201.843053776975,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,False,0.98,-0.02,-0.44,0.72,-0.3,-1.02,-0.66,certain,certain,-0.66,74.355,203.860496690409,3,2.33439695683774,206.228072684782,210.229591004128,211.213296829665,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,False,False,0.98,-0.02,-0.46,-0.108333333333333,13.1,12.9916666666667,6.49583333333333,gamble,lose,12.9916666666667,87.3466666666667,213.230733343444,1,1.06713883357588,214.331156808941,218.332680887994,227.819633901046,219.316392793218,220.316773892962,0.97,7.50274481420638,223.317903432966,0,0,0,0,0,0
True,False,True,0.97,-0.03,-0.49,-0.145833333333333,13.3,13.1541666666667,6.57708333333333,gamble,lose,13.1541666666667,100.500833333333,229.837072974682,1,0.967077268855064,230.837456634297,234.82230671907,235.822686218904,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,True,0.97,-0.03,-0.52,0.940000000000001,7.3,6.36,3.18,gamble,win,7.3,107.800833333333,237.840122412701,1,1.13408695730323,239.007238655482,242.992091620094,252.4957208673,243.992468560071,244.992854779557,0.97,7.50276785297319,247.994006398381,0,0,0,0,0,0
True,True,True,0.97,-0.03,-0.55,0.970000000000001,2.9,1.93,0.965,gamble,win,2.9,110.700833333333,254.513156421133,1,1.16736486958689,255.713615852728,259.698453778139,260.698847677209,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,False,True,0.97,-0.03,-0.58,-0.153333333333333,3.5,3.34666666666667,1.67333333333333,gamble,lose,3.34666666666667,114.0475,262.716284190989,1,0.967231180678937,263.716664970751,267.701404341395,268.701900315049,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,False,0.97,-0.03,-0.61,1.03,0.1,-0.930000000000001,-0.415,gamble,win,0.1,114.1475,270.719295231029,1,2.41769589199976,273.170214318219,277.171791834422,286.658758606747,278.155508539377,279.155873000025,0.96,7.50278769191937,282.157024298867,0,0,0,0,0,0
True,True,True,0.96,-0.04,-0.65,1.21,5.7,4.49,2.245,gamble,win,5.7,119.8475,288.676191920677,1,0.91723831629497,289.626550397646,293.61139728257,294.611789901712,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,True,0.96,-0.04,-0.69,1.25,9.9,8.65,4.325,gamble,win,9.9,129.7475,296.629224815581,1,1.26740947521466,297.92972437304,301.914568378124,311.418202745073,302.914953957647,303.915289299825,0.96,7.50275409370079,306.916471637029,0,0,0,0,0,0
True,True,False,0.96,-0.04,-0.73,1.29,2.7,1.41,0.705,gamble,win,2.7,132.4475,313.435633499146,1,0.950602623983286,314.419345724353,318.404194209201,319.404551630214,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,True,0.96,-0.04,-0.77,1.33,11.5,10.17,5.085,gamble,win,11.5,143.9475,321.421970544921,1,0.867296649201307,322.322365915927,326.323907594022,335.810838208272,327.307590380791,328.307974360403,0.96,7.50276145330281,331.309102620464,0,0,0,0,0,0
True,False,False,0.96,-0.04,-0.81,-0.2075,1.3,1.0925,1.19625,gamble,lose,1.0925,145.04,337.828241123832,1,0.917206637983327,338.778590641261,342.76349352322,343.763878142796,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,True,0.96,-0.04,-0.85,1.41,9.1,7.69,3.845,gamble,win,9.1,154.14,345.781308576887,1,1.30071490601404,347.115155482941,351.099976769226,352.100394347057,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,False,False,0.96,-0.04,-0.89,-0.214166666666667,12.3,12.0858333333333,6.04291666666667,gamble,lose,12.0858333333333,166.225833333333,354.117796942621,1,1.63421079072577,355.785108695025,359.7866660523,369.273621945205,360.770317480739,361.770747217903,0.95,7.50283952915925,364.771928595146,0,0,0,0,0,0
False,True,False,0.94,0.94,0.94,-14.1,0.5,-13.6,-6.55,gamble,lose,-13.6,152.625833333333,384.962907250359,1,2.78443417085509,387.780609094043,391.782195249791,392.7659298738,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,True,False,0.94,0.94,1.88,-15.04,13.9,-1.14,-0.569999999999999,certain,certain,-0.569999999999999,152.055833333333,394.78329183154,3,2.31785191570816,397.134204711037,401.119100553376,410.622719561128,402.119436535533,403.119826594804,0.89,7.50275377371872,406.120985573245,0,0,0,0,0,0
False,False,False,0.89,0.89,2.77,3.34583333333333,2.575,-0.770833333333333,0.902083333333333,gamble,win,2.575,154.630833333333,412.640162474563,NaN,NaN,415.641266735911,419.642753376931,420.626541758102,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,True,True,0.89,0.89,3.66,-16.12,0.1,-16.02,-7.96,certain,certain,-7.96,146.670833333333,422.643935714135,3,2.73462241685775,425.411697490621,429.413187651473,438.900138104655,430.396819560949,431.397323854151,0.92,7.50275057389808,434.398378838116,0,0,0,0,0,0
False,True,True,0.92,0.92,4.58,-17.46,10.1,-7.36,1.37,certain,certain,1.37,148.040833333333,440.917573018523,3,1.784243460992,442.734907521706,446.736462639106,447.720213902241,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,False,True,0.92,0.92,5.5,3.67833333333333,1.325,-2.35333333333333,-0.514166666666667,gamble,win,1.325,149.365833333333,449.737581299676,1,2.18444236242794,451.95511790413,455.94001150658,456.940352288482,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,True,False,0.92,0.92,6.42,-19.3,10.9,-8.4,1.25,certain,certain,1.25,150.615833333333,458.957788802261,3,1.70094772566517,460.691826290189,464.693302371772,474.180264664334,465.67701715685,466.67740561621,0.95,7.50274929395528,469.678574834106,0,0,0,0,0,0
False,True,True,0.95,0.95,7.37,-20.67,12.5,-8.17,-4.085,gamble,lose,-8.17,142.445833333333,476.197702778023,1,2.85134133674728,479.082130037248,483.08364611672,484.067415298894,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,True,True,0.95,0.95,8.32,-21.62,4.3,-17.32,-6.51,certain,certain,-6.51,135.935833333333,486.084808294981,3,1.23406820629316,487.351955384132,491.353477543264,500.840478233789,492.337145290847,493.337572468154,0.93,7.50278577202698,496.338624892247,0,0,0,0,0,0
False,True,True,0.93,0.93,9.25,-22.27,4.9,-17.37,-6.235,certain,certain,-6.235,129.700833333333,502.857865790167,3,1.50082555614063,504.391789108166,508.393352865096,509.377022532557,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,False,False,0.93,0.93,10.18,4.10333333333333,2.875,-1.22833333333333,0.823333333333333,gamble,win,2.875,132.575833333333,511.394481125157,1,1.43393150955671,512.861687667144,516.846539031845,517.846913731933,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,False,True,0.93,0.93,11.11,4.18083333333333,1.875,-2.30583333333333,-0.215416666666667,certain,certain,-0.215416666666667,132.360416666667,519.864359845204,3,2.21773915369704,522.11517180207,526.100055805029,535.603694971724,527.100491941863,528.100834003693,0.93,7.50291888494394,531.101966743518,0,0,0,0,0,0
False,False,True,0.93,0.93,12.04,4.25833333333333,2.175,-2.08333333333333,0.0458333333333329,certain,certain,0.0458333333333329,132.40625,537.621127645703,3,1.38422087019717,539.038374921525,543.039926519108,544.023614745587,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,True,True,0.93,0.93,12.97,-25.99,9.3,-16.69,-3.695,gamble,lose,-16.69,115.71625,546.040969023728,NaN,NaN,549.042156800628,553.043742316411,562.530591015005,554.027391504962,555.027815162452,0.87,7.50275345373666,558.028927743362,0,0,0,0,0,0
False,True,True,0.87,0.87,13.84,-26.02,11.9,-14.12,-1.11,certain,certain,-1.11,114.60625,564.548119683881,3,1.61747727960756,566.198680646077,570.200276081334,571.183934869376,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
