isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,choiceKey_rt,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
True,True,False,0.79,-0.21,-0.21,3.15,2.5,-0.649999999999999,0.925,gamble,win,2.5,2.5,113.906227381201,NaN,116.907339322148,120.892243804061,121.892581706052,NaN,NaN,NaN,NaN,NaN,NaN,12760,16361,21143,0,0,22365
True,True,False,0.79,-0.21,-0.42,3.36,0.9,-2.46,-0.78,gamble,win,0.9,3.4,123.910022059572,NaN,126.911208876525,130.896019923384,131.89640454296,NaN,NaN,NaN,NaN,NaN,NaN,24765,28366,33148,0,0,34369
True,False,False,0.79,-0.21,-0.63,-0.7875,5.3,4.5125,2.25625,certain,certain,2.25625,5.65625,133.913833697094,3,134.46405214956,138.44895279163,147.952585878666,0.517120050615631,139.449338371167,140.449716911069,0.69,7.50275921344291,143.450867889915,36769,37430,42211,44612,48214,53637
True,True,False,0.69,-0.31,-0.94,5.28,1.9,-3.38,-0.740000000000001,gamble,win,1.9,7.55625,149.969985594391,1,150.886997682624,154.871888085268,155.872271424974,0.883923285990022,NaN,NaN,NaN,NaN,NaN,56037,57137,61919,0,0,63141
True,False,False,0.69,-0.31,-1.25,-1.18916666666667,5.7,4.51083333333333,2.25541666666667,gamble,lose,4.51083333333333,12.0670833333333,157.889676900348,1,160.357323418953,164.342113666935,173.845797311282,2.43452763790265,165.342570602661,166.342861147248,0.83,7.50281713029835,169.344107161043,65541,68502,73284,75685,79286,84709
True,False,True,0.83,-0.17,-1.42,-0.713333333333333,13.5,12.7866666666667,6.39333333333333,gamble,lose,12.7866666666667,24.85375,175.863214946003,1,177.480552393012,181.482073912281,182.465741339838,1.58424768468831,NaN,NaN,NaN,NaN,NaN,87109,89050,93852,0,0,95053
True,True,True,0.83,-0.17,-1.59,3.97,1.7,-2.27,-0.285,gamble,win,1.7,26.55375,184.483174653724,1,187.200886288891,191.20241644769,192.186123553081,2.68462827254552,NaN,NaN,NaN,NaN,NaN,97453,100714,105516,0,0,106718
True,True,False,0.83,-0.17,-1.76,4.14,8.1,3.96,1.98,gamble,win,8.1,34.65375,194.203564546653,1,195.60409943026,199.588958154549,209.092639239039,1.36744736111723,200.58938213205,201.589771231404,0.9,7.50286512786988,204.590868773055,109118,110798,115580,117981,121583,127026
True,True,False,0.9,-0.1,-1.86,3.26,12.9,9.64,4.82,gamble,win,12.9,47.55375,211.131311424775,1,212.227094176807,216.211978819687,217.212337840581,1.06271794845816,NaN,NaN,NaN,NaN,NaN,129426,130746,135528,0,0,136750
True,True,True,0.9,-0.1,-1.96,3.36,0.1,-3.26,-1.58,certain,certain,-1.58,45.97375,219.229844110669,3,221.597398346174,225.582297068322,235.085878638085,2.33445007400587,226.582611611695,227.582979592145,0.83,7.50284144899342,230.58414593013,139150,141991,146773,149173,152775,158198
True,False,False,0.83,-0.17,-2.13,-0.7725,11.9,11.1275,5.56375,gamble,lose,11.1275,57.10125,237.103351310012,1,238.337080654223,242.321982256253,243.322392794536,1.20064918149728,NaN,NaN,NaN,NaN,NaN,160598,162079,166860,0,0,168082
True,False,False,0.83,-0.17,-2.3,-0.786666666666667,8.5,7.71333333333333,3.85666666666667,gamble,lose,7.71333333333333,64.8145833333333,245.339782590745,1,246.456855411874,250.441703896737,259.945342103369,1.08409601286985,251.44210067566,252.442517933436,1,7.50273009494413,255.448238909594,170482,171822,176604,179005,182607,188030
True,True,False,1,0,-2.3,2.3,11.7,9.4,4.7,gamble,win,11.7,76.5145833333333,261.962829814525,1,262.896470779437,266.898100132938,267.881761480821,0.900654877303168,NaN,NaN,NaN,NaN,NaN,190430,191550,196352,0,0,197553
True,True,True,1,0,-2.3,2.3,0.3,-2,-0.85,certain,certain,-0.85,75.6645833333333,269.899152557016,3,271.499775051954,275.48464465572,276.485047834227,1.56755481148139,NaN,NaN,NaN,NaN,NaN,199953,201874,206656,0,0,207878
True,True,True,1,0,-2.3,2.3,13.7,11.4,5.7,gamble,win,13.7,89.3645833333333,278.502439870383,1,279.369469973724,283.371014531702,292.857924667071,0.83393970108591,284.354675879586,285.355107216747,0.97,7.50280113122426,288.356209558202,210278,211318,216120,218501,222102,227525
True,True,False,0.97,-0.03,-2.33,2.75,10.9,8.15,4.075,gamble,win,10.9,100.264583333333,294.875368220382,1,296.042503662175,300.027333268081,301.027806202881,1.13406839827076,NaN,NaN,NaN,NaN,NaN,229925,231326,236108,0,0,237329
True,False,False,0.97,-0.03,-2.36,-0.301666666666667,1.1,0.798333333333333,0.949166666666667,gamble,lose,0.798333333333333,101.062916666667,303.045156321255,1,304.712472873391,308.697361356113,318.201002122718,1.63421527051833,309.697754615219,310.698064038879,0.92,7.5028769671917,313.699230056955,239729,241730,246512,248913,252514,257957
True,True,False,0.92,-0.08,-2.44,3.56,6.3,2.74,1.37,gamble,win,6.3,107.362916666667,320.235273262253,1,321.4355445439,325.420375749585,326.420790767646,1.16698600968812,NaN,NaN,NaN,NaN,NaN,260357,261798,266580,0,0,267801
True,True,True,0.92,-0.08,-2.52,3.64,9.7,6.06,3.03,gamble,win,9.7,117.062916666667,328.438250640174,1,329.405237033847,333.390092558227,334.390523255453,0.933892791508697,NaN,NaN,NaN,NaN,NaN,270201,271362,276144,0,0,277365
True,True,True,0.92,-0.08,-2.6,3.72,2.9,-0.82,1.04,gamble,win,2.9,119.962916666667,336.407919131336,1,337.825175686623,341.809975534095,351.31366365822,1.3842023111647,342.810363353463,343.810742213391,1,7.50287728721742,346.811892552301,279765,281466,286247,288648,292250,297673
True,True,True,1,0,-2.6,2.6,3.9,1.3,0.65,gamble,win,3.9,123.862916666667,353.331095052185,1,354.698213470867,358.683144511306,359.683527530986,1.33408913318999,NaN,NaN,NaN,NaN,NaN,300073,301714,306496,0,0,307717
True,False,True,1,0,-2.6,-0.216666666666667,13.3,13.0833333333333,6.54166666666667,gamble,lose,13.0833333333333,136.94625,361.700923406985,1,362.634608209599,366.61946341407,376.123100660858,0.900628958595917,367.619850913528,368.620231693261,0.98,7.50278257217724,371.621379472315,310117,311237,316019,318420,322022,327445
True,False,True,0.98,-0.02,-2.62,-0.288333333333333,6.1,5.81166666666667,2.90583333333333,gamble,lose,5.81166666666667,142.757916666667,378.140536214691,1,379.257683591801,383.259158073575,384.242954134243,1.08404097578023,NaN,NaN,NaN,NaN,NaN,329845,331185,335987,0,0,337189
True,True,False,0.98,-0.02,-2.64,2.92,5.5,2.58,1.29,gamble,win,5.5,148.257916666667,386.260336570907,1,387.143985631526,391.145508750575,400.632475202903,0.850602495949715,392.129220975796,393.129602395464,1,7.50281105062459,396.130798811908,339589,340649,345451,347832,351433,356856
True,True,False,1,0,-2.64,2.64,13.9,11.26,5.63,gamble,win,13.9,162.157916666667,402.649902437232,1,403.933771198033,407.918587044696,408.918974224129,1.25078987807501,NaN,NaN,NaN,NaN,NaN,359256,360797,365579,0,0,366800
True,True,True,1,0,-2.64,2.64,-0.9,-3.54,-2.22,certain,certain,-2.22,159.937916666667,410.936436336488,3,413.754155459232,417.739041062188,418.739449680434,2.7850306192413,NaN,NaN,NaN,NaN,NaN,369200,372581,377363,0,0,378585
True,False,True,1,0,-2.64,-0.22,4.1,3.88,1.94,gamble,lose,3.88,163.817916666667,420.756842996459,1,421.840629905695,425.825435192906,435.329096758389,1.05069042730611,426.825815652614,427.826303306734,0.94,7.50263985979836,430.827352210996,380985,382285,387067,389468,393070,398473
False,False,True,1,1,1,3.58333333333333,0.775,-2.80833333333333,-1.01666666666667,gamble,win,0.775,164.592916666667,451.268533255556,1,452.769117224496,456.770599065814,457.75431097101,1.46750348620117,NaN,NaN,NaN,NaN,NaN,417599,419400,424202,0,0,425403
False,True,False,1,1,2,-16,2.175,-13.825,-5.825,certain,certain,-5.825,158.767916666667,459.771816921071,3,461.639177246951,465.640643089078,475.12763194018,1.83437583805062,466.624371313374,467.624753053067,0.84,7.50284592877142,470.625897312304,427803,430044,434846,437227,440828,446271
False,True,False,0.84,0.84,2.84,-14.6,1.775,-12.825,-5.525,certain,certain,-5.525,153.242916666667,477.166364602745,3,479.195891354233,483.197422152967,484.181126698502,1.99643762921914,NaN,NaN,NaN,NaN,NaN,448671,451112,455914,0,0,457116
False,True,False,0.84,0.84,3.68,-15.44,0.475,-14.965,-7.245,certain,certain,-7.245,145.997916666667,486.198517774697,3,488.316047851578,492.334202087135,501.82118613855,2.08442911505699,493.31790407293,494.318291572388,0.75,7.50286832766142,497.319488948793,459516,462057,466879,469259,472861,478284
False,False,True,0.75,0.75,4.43,2.99416666666667,1.675,-1.31916666666667,0.177916666666667,gamble,win,1.675,147.672916666667,503.838639931404,1,505.089159103809,509.073981350055,510.074335251353,1.21741149108857,NaN,NaN,NaN,NaN,NaN,480684,482185,486967,0,0,488188
False,True,False,0.75,0.75,5.18,-15.68,1.475,-14.205,-6.365,certain,certain,-6.365,141.307916666667,512.091757045826,3,513.742412083084,517.743915683241,518.727638787823,1.61756847484503,NaN,NaN,NaN,NaN,NaN,490588,492569,497371,0,0,498572
False,False,False,0.75,0.75,5.93,3.11916666666667,0.025,-3.09416666666667,-1.53458333333333,certain,certain,-1.53458333333333,139.773333333333,520.745059942361,3,522.745850620442,526.73068470601,536.234314593254,1.96770347550046,527.731066445704,528.731463864679,0.8,7.50280753092375,531.732647161814,500972,503373,508155,510556,514157,519580
False,True,False,0.8,0.8,6.73,-17.93,1.625,-16.305,-7.34,gamble,lose,-16.305,123.468333333333,538.251755586709,1,540.435967241414,544.437508279574,545.421192346257,2.15112989197951,NaN,NaN,NaN,NaN,NaN,521980,524601,529403,0,0,530605
False,True,False,0.8,0.8,7.53,-18.73,2.525,-16.205,-6.84,gamble,lose,-16.205,107.263333333333,547.43864421919,1,549.039266394218,553.040789833292,562.527751485817,1.56753497256432,554.024450541241,555.024832600844,0.58,7.50288560672197,558.025979739963,533005,534925,539727,542108,545710,551133
False,False,False,0.58,0.58,8.11,2.70583333333333,3.325,0.619166666666667,1.97208333333333,gamble,win,3.325,110.588333333333,564.545187679585,1,565.678910496295,569.66381049843,570.664150640368,1.10068233171478,NaN,NaN,NaN,NaN,NaN,553533,554893,559675,0,0,560897
False,True,True,0.58,0.58,8.69,-16.81,-0.375,-17.185,-8.78,certain,certain,-8.78,101.808333333333,572.681630671723,3,575.24923316075,579.250773878885,580.234468825045,2.53452648594975,NaN,NaN,NaN,NaN,NaN,563297,566378,571180,0,0,572381
False,True,True,0.58,0.58,9.27,-17.39,2.275,-15.115,-6.42,gamble,lose,-15.115,86.6933333333334,582.251990774297,1,583.552458333434,587.553940494661,597.040965503897,1.2673774769064,588.537693037768,589.538045339053,0.57,7.50294032378588,592.539221596555,574781,576342,581144,583525,587126,592569
False,True,True,0.57,0.57,9.84,-17.82,1.275,-16.545,-7.635,certain,certain,-7.635,79.0583333333334,599.079621050507,3,600.87574708031,604.877269879449,605.860951706185,1.76307178556453,NaN,NaN,NaN,NaN,NaN,594969,597130,601932,0,0,603133
False,True,False,0.57,0.57,10.41,-18.39,1.175,-17.215,-8.02,gamble,lose,-17.215,61.8433333333334,607.878379580448,1,609.645768256742,613.647286576102,623.134256228339,1.73430435382761,614.63101000071,615.631436538068,0.5,7.50279793143272,618.632534399745,605533,607654,612456,614837,618438,623861
