isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,choiceKey_rt,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
True,True,False,0.64,-0.36,-0.36,5.4,0.7,-4.7,-2,gamble,win,0.7,0.7,204.147120721289,NaN,207.14826497715,211.133104546112,212.133483404992,NaN,NaN,NaN,NaN,NaN,NaN,13476,17077,21859,0,0,23080
True,True,False,0.64,-0.36,-0.72,5.76,5.7,-0.0599999999999996,-0.0299999999999998,gamble,win,5.7,6.4,214.150968825794,1,215.884912684909,219.869747774093,220.870183269726,1.70083275332581,NaN,NaN,NaN,NaN,NaN,25480,27561,32343,0,0,33565
True,True,False,0.64,-0.36,-1.08,6.12,1.5,-4.62,-1.56,gamble,win,1.5,7.9,222.887558296788,1,224.704916684655,228.706494196318,238.19341092906,1.78425336175133,229.690130952629,230.690497012227,0.7,7.50283520121593,233.691632948583,35965,38145,42947,45328,48930,54352
True,True,True,0.7,-0.3,-1.38,5.58,6.9,1.32,0.66,gamble,win,6.9,14.8,240.210792675614,1,242.444966761861,246.446478677215,247.430183269782,2.20108441927005,NaN,NaN,NaN,NaN,NaN,56752,59433,64235,0,0,65437
True,True,True,0.7,-0.3,-1.68,5.88,6.1,0.219999999999999,0.109999999999999,gamble,win,6.1,20.9,249.447617813363,1,250.99820650043,254.983001911896,264.486645067926,1.51760589401238,255.983425248181,256.983806986827,0.65,7.50273088703398,259.984973641462,67837,69698,74480,76880,80482,85905
True,True,True,0.65,-0.35,-2.03,6.93,11.7,4.77,2.385,gamble,win,11.7,32.6,266.504078971571,1,268.037962674163,272.022835201235,273.023209900246,1.50087563099805,NaN,NaN,NaN,NaN,NaN,88305,90146,94927,0,0,96149
True,True,False,0.65,-0.35,-2.38,7.28,8.9,1.62,0.81,gamble,win,8.9,41.5,275.0406470038,1,276.491193613154,280.476043101633,281.476417160709,1.41746238211636,NaN,NaN,NaN,NaN,NaN,98549,100290,105072,0,0,106293
True,True,False,0.65,-0.35,-2.73,7.63,7.3,-0.33,-0.165,gamble,win,7.3,48.8,283.493847864564,1,285.711354724132,289.696193333133,299.199790731771,2.18441783252638,290.696554592927,291.697006727685,0.84,7.50266529072542,294.698075467837,108693,111354,116136,118537,122138,127561
True,True,False,0.84,-0.16,-2.89,5.13,11.1,5.97,2.985,gamble,win,11.1,59.9,301.217227515299,1,302.501050661202,306.485888310242,307.486268448993,1.25073059904389,NaN,NaN,NaN,NaN,NaN,129961,131502,136284,0,0,137505
True,False,True,0.84,-0.16,-3.05,-0.814166666666667,-1.1,-1.91416666666667,-1.50708333333333,gamble,lose,-1.91416666666667,57.9858333333333,309.503759949468,NaN,312.504885966424,316.506349884439,325.993275256595,NaN,317.490037517971,318.490437175496,0.7,7.50272448745091,321.491555512883,139905,143507,148309,150690,154291,159714
True,True,True,0.7,-0.3,-3.35,7.55,9.7,2.15,1.075,gamble,win,9.7,67.6858333333333,328.010708520305,1,329.061099938466,333.045945587102,334.046327965683,1.01726431318093,NaN,NaN,NaN,NaN,NaN,162114,163374,168157,0,0,169378
True,True,False,0.7,-0.3,-3.65,7.85,8.3,0.449999999999999,0.225,gamble,win,8.3,75.9858333333333,336.06381402642,1,337.114163526916,341.099065812305,350.602597934543,1.01726079348009,342.099375235033,343.099757933524,0.81,7.50270400859881,346.100882670609,171778,173038,177820,180221,183822,189246
True,True,False,0.81,-0.19,-3.84,6.5,7.1,0.6,0.3,gamble,win,7.1,83.0858333333333,352.620081755449,1,354.220687801484,358.222149479669,359.20585503208,1.56751573912334,NaN,NaN,NaN,NaN,NaN,191646,193566,198368,0,0,199570
True,True,False,0.81,-0.19,-4.03,6.69,4.9,-1.79,1.555,certain,certain,1.555,84.6408333333333,361.223286375985,3,363.840927628102,367.80916588672,368.792819602066,2.55121937172953,NaN,NaN,NaN,NaN,NaN,201970,205111,209872,0,0,211074
True,True,True,0.81,-0.19,-4.22,6.88,4.1,-2.78,0.66,gamble,win,4.1,88.7408333333333,370.810305982828,NaN,373.81138336251,377.796229011146,387.299827049719,NaN,378.796585151227,379.79703792592,0.81,7.50267521024216,382.798109545838,213474,217076,221857,224258,227860,233283
True,True,True,0.81,-0.19,-4.41,7.07,12.7,5.63,2.815,gamble,win,12.7,101.440833333333,389.317258393508,1,390.501026342507,394.485923828324,395.486260769423,1.15066740254406,NaN,NaN,NaN,NaN,NaN,235683,237103,241885,0,0,243107
True,True,True,0.81,-0.19,-4.6,7.26,10.9,3.64,1.82,gamble,win,10.9,112.340833333333,397.503658835078,1,398.670802755048,402.672316910233,412.159213804058,1.13387730286922,403.656016703113,404.656400041655,0.92,7.502727047191,407.657583015389,245507,246907,251709,254090,257691,263115
True,False,True,0.92,-0.08,-4.68,-0.67,-1.3,-1.97,-1.635,certain,certain,-1.635,110.705833333333,414.176669786568,3,416.160754517769,420.162316350266,421.145977745298,1.95099442428909,NaN,NaN,NaN,NaN,NaN,265515,267896,272698,0,0,273899
True,False,True,0.92,-0.08,-4.76,-0.676666666666667,1.1,0.423333333333334,0.761666666666667,gamble,lose,0.423333333333334,111.129166666667,423.163493884378,1,424.413894261932,428.39869287319,429.399073651875,1.21729791141115,NaN,NaN,NaN,NaN,NaN,276299,277800,282581,0,0,283803
True,False,True,0.92,-0.08,-4.84,-0.683333333333333,3.7,3.01666666666667,1.50833333333333,gamble,lose,3.01666666666667,114.145833333333,431.416531234281,1,432.667060244596,436.651814698358,446.155468093813,1.21748638083227,437.652231955086,438.65257177595,0.84,7.50278272421565,441.653702272684,286203,287704,292485,294886,298487,303910
True,True,False,0.84,-0.16,-5,7.24,4.5,-2.74,0.88,certain,certain,0.88,115.025833333333,448.172866479494,3,449.973546761437,453.958412888926,454.95875015005,1.76758261537179,NaN,NaN,NaN,NaN,NaN,306310,308471,313253,0,0,314475
True,True,True,0.84,-0.16,-5.16,7.4,-0.1,-7.5,-3.8,gamble,win,-0.1,114.925833333333,456.976222771569,1,458.810288703884,462.811722863582,472.29869719292,1.80102138279472,463.795426816097,464.795806954848,0.83,7.50278560398147,467.796925932169,316875,319076,323878,326258,329860,335283
True,True,True,0.83,-0.17,-5.33,7.71,6.3,-1.41,-0.705000000000001,gamble,win,6.3,121.225833333333,474.31613589637,1,476.11675986147,480.118324253825,481.102020846796,1.76759573456366,NaN,NaN,NaN,NaN,NaN,337683,339844,344645,0,0,345847
True,False,False,0.83,-0.17,-5.5,-1.05333333333333,13.3,12.2466666666667,6.12333333333333,gamble,lose,12.2466666666667,133.4725,483.119494748302,1,484.353245178238,488.354741094518,497.841653027455,1.20068636164069,489.338449206902,490.338825825718,0.84,7.502846080577,493.33999344043,348247,349728,354530,356911,360512,365935
True,True,True,0.84,-0.16,-5.66,7.9,-1.5,-9.4,-5.45,gamble,win,-1.5,131.9725,499.859135568375,1,501.7431276649,505.744699736824,506.728351852274,1.85089730971958,NaN,NaN,NaN,NaN,NaN,368335,370596,375398,0,0,376599
True,False,True,0.84,-0.16,-5.82,-1.045,-0.3,-1.345,-0.8225,certain,certain,-0.8225,131.15,508.745811994537,3,511.396790259751,515.398357531987,516.382008367567,2.61791579669807,NaN,NaN,NaN,NaN,NaN,378999,382180,386982,0,0,388183
True,True,True,0.84,-0.16,-5.98,8.22,12.3,4.08,2.04,gamble,win,12.3,143.45,518.399439711357,1,519.48318382178,523.468052829034,532.97168446565,1.05069252115209,524.46840192948,525.468779508374,0.83,7.50278304412495,528.46990776516,390583,391884,396666,399067,402668,408071
