lifeHappySlider_response,blockHappySlider_response,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,choiceKey_rt,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
0.96,0.83,True,False,False,0.83,-0.17,-0.17,-0.609166666666667,1.5,0.890833333333333,1.19541666666667,gamble,lose,0.890833333333333,0.890833333333333,112.803010711399,NaN,115.804152087483,119.788989736575,120.789375634962,NaN,NaN,NaN,NaN,NaN,NaN,13767,17369,22151,0,0,23372
NaN,NaN,True,True,False,0.83,-0.17,-0.34,2.72,6.5,3.78,1.89,gamble,win,6.5,7.39083333333333,122.806802499061,1,125.124407433184,129.109196125017,130.109578823583,2.28443239178523,NaN,NaN,NaN,NaN,NaN,25772,28553,33335,0,0,34556
NaN,NaN,True,True,False,0.83,-0.17,-0.51,2.89,1.7,-1.19,0.254999999999999,certain,certain,0.254999999999999,7.64583333333333,132.127009207485,3,134.728046909371,138.712841360884,148.216452838638,2.56789971761464,139.713267896997,140.713654115367,1,7.50277056484992,143.71472925516,36956,40078,44859,47260,50862,56304
NaN,NaN,True,True,True,1,0,-0.51,0.51,7.7,7.19,3.595,gamble,win,7.7,15.3458333333333,150.255144431911,1,152.768174582223,156.769745374258,157.753389810168,2.47993440367281,NaN,NaN,NaN,NaN,NaN,58704,61726,66528,0,0,67730
NaN,NaN,True,True,True,1,0,-0.51,0.51,9.7,9.19,4.595,gamble,win,9.7,25.0458333333333,159.770835233227,1,162.238452886639,166.239974721415,175.726890814112,2.43455198509037,167.22366747462,168.224104250163,1,7.50273504683719,171.225186109576,70130,73091,77892,80274,83875,89297
NaN,NaN,True,False,False,1,0,-0.51,-0.0425,-0.1,-0.1425,-0.12125,gamble,lose,-0.1425,24.9033333333333,177.744380714677,NaN,180.745508971497,184.730307902755,185.730734758854,NaN,NaN,NaN,NaN,NaN,NaN,91697,95298,100082,0,0,101303
NaN,NaN,True,True,True,1,0,-0.51,0.51,5.9,5.39,2.695,gamble,win,5.9,30.8033333333333,187.748124505026,1,189.332113241657,193.316901933489,194.317332629373,1.55087315110359,NaN,NaN,NaN,NaN,NaN,103703,105604,110385,0,0,111607
NaN,NaN,True,False,True,1,0,-0.51,-0.0425,11.3,11.2575,5.62875,gamble,lose,11.2575,42.0608333333333,196.334710536208,1,197.618539441792,201.60342156839,211.107037525897,1.25072899917723,202.603764589181,203.604143767949,0.91,7.50287135920371,206.605329301558,114007,115547,120329,122730,126332,131775
NaN,NaN,True,True,False,0.91,-0.09,-0.6,1.86,12.7,10.84,5.42,gamble,win,12.7,54.7608333333333,213.145725279384,1,214.908485444816,218.893244698294,219.893704512546,1.72965385938369,NaN,NaN,NaN,NaN,NaN,134175,136296,141077,0,0,142299
NaN,NaN,True,False,False,0.91,-0.09,-0.69,-0.3725,9.9,9.5275,4.76375,gamble,lose,9.5275,64.2883333333333,221.911093298775,1,223.29495212268,227.279794251521,236.783386210373,1.35075891749875,228.280177590055,229.280542049644,1,7.50273824665783,232.281734622858,144699,146360,151142,153542,157144,162567
NaN,NaN,True,True,True,1,0,-0.69,0.69,9.5,8.81,4.405,gamble,win,9.5,73.7883333333333,238.800822353947,1,240.751623509081,244.753146303807,245.736857935954,1.91770380858725,NaN,NaN,NaN,NaN,NaN,164967,167308,172110,0,0,173311
NaN,NaN,True,False,False,1,0,-0.69,-0.0575,10.1,10.0425,5.02125,gamble,lose,10.0425,83.8308333333333,247.754283200138,1,248.954692457221,252.956205332499,262.459862567695,1.18398617677303,253.956639548185,254.956969449711,0.98,7.5028284816035,257.958107945953,175711,177151,181953,184354,187956,193379
NaN,NaN,True,True,True,0.98,-0.02,-0.71,0.99,12.1,11.11,5.555,gamble,win,12.1,95.9308333333333,264.477249434032,1,266.411315846311,270.412834161285,271.413265497133,1.91764397193765,NaN,NaN,NaN,NaN,NaN,195779,198100,202902,0,0,204123
