isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,choiceKey_rt,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
True,False,True,1,0,0,-0.03,13.3,13.27,6.635,gamble,lose,13.27,13.27,644.365525450557,NaN,647.366661066946,651.368180021876,652.351870535233,NaN,NaN,NaN,NaN,NaN,NaN,15102,18704,23506,0,0,24707
True,True,False,1,0,0,0.03,7.1,7.07,3.535,gamble,win,7.1,20.37,654.369306038832,1,657.203786667902,661.188561280549,662.188939819345,2.80132248596055,NaN,NaN,NaN,NaN,NaN,27107,30508,35290,0,0,36511
True,True,False,1,0,0,0.03,2.7,2.67,1.335,gamble,win,2.7,23.07,664.206371803128,NaN,667.207498460077,671.192349548393,680.695927428023,NaN,672.192730007111,673.193105666083,1,7.50276672502514,676.194281920209,38911,42513,47295,49696,53297,58720
True,True,True,1,0,0,0.03,4.1,4.07,2.035,gamble,win,4.1,27.17,682.71341220889,1,684.030542609573,688.01539017813,689.01576167735,1.28404713334749,NaN,NaN,NaN,NaN,NaN,61120,62701,67483,0,0,68704
True,True,True,1,0,0,0.03,9.9,9.87,4.935,gamble,win,9.9,37.07,691.033166462672,NaN,694.034327037632,698.01915828709,707.539425152179,NaN,699.019532666134,700.019930403854,1,7.51941251289099,703.021044261521,71104,74705,79487,81888,85490,90933
True,True,True,1,0,0,0.03,-1.1,-1.13,-1.115,certain,certain,-1.115,35.955,709.556860335812,3,712.324560704583,716.326101098326,717.309790331696,2.73460814193822,NaN,NaN,NaN,NaN,NaN,93333,96654,101456,0,0,102657
True,True,False,1,0,0,0.03,6.1,6.07,3.035,gamble,win,6.1,42.055,719.327252073854,1,720.944573983841,724.929359155882,725.929734494828,1.58418392570456,NaN,NaN,NaN,NaN,NaN,105057,106998,111780,0,0,113001
True,False,False,1,0,0,-0.03,7.7,7.67,3.835,gamble,lose,7.67,49.725,727.947100882302,1,729.364371595148,733.349207004358,742.852807602729,1.38399737619329,734.349588743004,735.349969201721,1,7.50275392574258,738.351087539049,115401,117102,121884,124285,127886,133309
True,True,False,1,0,0,0.03,-0.5,-0.53,-0.515,gamble,win,-0.5,49.225,744.870241186465,1,747.604641980026,751.60616701463,752.589824889787,2.70130760676693,NaN,NaN,NaN,NaN,NaN,135709,138991,143790,0,0,144994
True,False,False,1,0,0,-0.03,-0.7,-0.73,-0.715,certain,certain,-0.715,48.51,754.607254953706,3,756.858134984388,760.859620981209,770.346510835341,2.21774652623571,761.843272456725,762.843654515338,1,7.50277408468537,765.844829489535,147394,150095,154897,157278,160879,166302
True,False,False,1,0,0,-0.03,1.5,1.47,1.485,gamble,lose,1.47,49.98,772.363970977603,NaN,775.348444807052,779.349973041506,780.350328861561,NaN,NaN,NaN,NaN,NaN,NaN,168702,172284,177085,0,0,178307
True,True,True,1,0,0,0.03,7.5,7.47,3.735,gamble,win,7.5,57.48,782.3677634052,1,783.868279696326,787.853146783775,797.35679825925,1.46742662409088,788.853525322571,789.853877622809,1,7.50280416297028,792.855054836895,180707,182508,187289,189690,193292,198715
True,False,True,1,0,0,-0.03,0.9,0.87,0.885,certain,certain,0.885,58.365,799.374205284461,3,801.875149711617,805.859982880938,806.860365579487,2.46785636007553,NaN,NaN,NaN,NaN,NaN,201115,204116,208898,0,0,210120
True,False,False,1,0,0,-0.03,0.7,0.67,0.685,certain,certain,0.685,59.05,808.877798843256,3,811.528806866787,815.513648355671,816.514018574962,2.61787579901284,NaN,NaN,NaN,NaN,NaN,212520,215703,220483,0,0,221704
True,True,False,1,0,0,0.03,0.1,0.07,0.085,gamble,win,0.1,59.15,818.531461758132,1,821.06574287836,825.050577967602,834.55418432568,2.50118729349924,826.050966745825,827.051388482214,1,7.50276480516186,830.052508419496,224104,227145,231927,234328,237929,243352
True,True,True,1,0,0,0.03,9.7,9.67,4.835,gamble,win,9.7,68.85,836.571614709566,1,838.172223315458,842.157063524413,843.157436623529,1.56751093937783,NaN,NaN,NaN,NaN,NaN,245752,247673,252455,0,0,253677
True,True,True,1,0,0,0.03,3.5,3.47,1.735,gamble,win,3.5,72.35,845.174912444898,1,847.342356188048,851.327236394747,860.830796035414,2.13435951591237,852.327587735082,853.32795091474,1,7.50261313363444,856.329076931695,256077,258677,263460,265860,269462,274885
True,True,True,1,0,0,0.03,9.1,9.07,4.535,gamble,win,9.1,81.45,862.848176502099,1,864.115375938942,868.100217747793,869.100593406765,1.23410880990559,NaN,NaN,NaN,NaN,NaN,277285,278805,283587,0,0,284809
True,True,True,1,0,0,0.03,-0.1,-0.13,-0.115,certain,certain,-0.115,81.335,871.117980913026,3,873.885686401511,877.887259113486,878.870953466569,2.73460558208171,NaN,NaN,NaN,NaN,NaN,287209,290530,295332,0,0,296533
True,False,False,1,0,0,-0.03,13.7,13.67,6.835,gamble,lose,13.67,95.005,880.888391850051,1,882.372286991915,886.373796027387,895.860762997239,1.45080483495258,887.357500619953,888.357880438678,1,7.50274080649251,891.35900037596,298933,300714,305516,307897,311498,316921
True,False,True,1,0,0,-0.03,5.1,5.07,2.535,gamble,lose,5.07,100.075,897.878151783487,1,899.278681353841,903.263522202731,904.263903621351,1.36744374316186,NaN,NaN,NaN,NaN,NaN,319321,321002,325784,0,0,327005
True,True,True,1,0,0,0.03,1.7,1.67,1.685,gamble,win,1.7,101.775,906.281331125414,1,909.032369707245,913.01721535594,922.520810514572,2.71795499452855,914.017577575636,915.017979153141,1,7.50271904771216,918.019093330775,329405,332707,337488,339889,343491,348914
True,True,True,1,0,0,0.03,1.9,1.87,1.885,certain,certain,1.885,103.66,924.538244418276,3,926.989185565559,930.990630284708,931.991037621861,2.43450398778077,NaN,NaN,NaN,NaN,NaN,351314,354255,359057,0,0,360278
True,False,True,1,0,0,-0.03,3.9,3.87,1.935,gamble,lose,3.87,107.53,934.008531042258,1,936.009288119851,939.994091850822,949.497681889799,1.96762517298339,940.994470069651,941.994799331238,1,7.50278784392867,944.995929507946,362678,365079,369861,372262,375863,381287
True,True,True,1,0,0,0.03,4.9,4.87,2.435,gamble,win,4.9,112.43,951.515115793503,1,952.882295871386,956.867144079879,957.867503739777,1.33409201086033,NaN,NaN,NaN,NaN,NaN,383687,385327,390109,0,0,391330
True,True,True,1,0,0,0.03,8.7,8.67,4.335,gamble,win,8.7,121.13,959.885003879783,1,961.05206780415,965.036941611266,966.03727791243,1.13398705673171,NaN,NaN,NaN,NaN,NaN,393730,395131,399913,0,0,401134
True,True,False,1,0,0,0.03,12.3,12.27,6.135,gamble,win,12.3,133.43,968.05471341603,1,969.822049325216,973.80687993468,983.310481173045,1.73423536284827,974.807263593189,975.807646291796,1,7.50271456799237,978.808739030617,403534,405655,410437,412838,416439,421842
False,True,True,1,1,1,-15,7.1,-7.9,-0.4,gamble,lose,-7.9,125.53,1005.41885654401,1,1008.25330293499,1012.23809674656,1013.23848616477,2.80130552692572,NaN,NaN,NaN,NaN,NaN,448372,451773,456555,0,0,457776
False,True,True,1,1,2,-16,0.7,-15.3,-7.3,gamble,lose,-15.3,110.23,1015.25591462874,NaN,1018.25704576541,1022.25855640083,1031.74548433285,NaN,1023.24226739298,1024.24268624955,0.94,7.50270272861235,1027.24377322866,460176,463778,468580,470961,474562,479985
False,True,False,0.94,0.94,2.94,-16.1,0.5,-15.6,-7.55,certain,certain,-7.55,102.68,1033.76291599666,3,1036.43058836705,1040.43210892187,1041.41581127455,2.63461534155067,NaN,NaN,NaN,NaN,NaN,482385,485587,490388,0,0,491590
False,False,True,0.94,0.94,3.88,3.61333333333333,1.875,-1.73833333333333,0.0683333333333334,gamble,win,1.875,104.555,1043.43324549822,1,1045.71744494303,1049.70228739188,1059.205874871,2.25110913789831,1050.70269344916,1051.70304958918,0.97,7.50281664228532,1054.70416408678,493990,496731,501513,0,507516,512938
