isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,choiceKey_rt,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
True,True,True,0.58,-0.42,-0.42,6.3,5.7,-0.600000000000001,-0.3,certain,certain,-0.3,-0.3,176.263331813418,3,2.03432863759735,178.330783716112,182.315594486707,183.315951266726,NaN,NaN,NaN,NaN,NaN,13322,15803,20585,0,0,21807
True,True,False,0.58,-0.42,-0.84,6.72,2.3,-4.42,-1.06,gamble,win,2.3,2,185.333439247403,NaN,NaN,188.334531026263,192.336085819192,193.319743694352,NaN,NaN,NaN,NaN,NaN,24207,27808,32610,0,0,33811
True,True,False,0.58,-0.42,-1.26,7.14,4.7,-2.44,1.13,gamble,win,4.7,6.7,195.337244794289,1,2.40113913621099,197.771452798643,201.772964713975,211.259925604165,202.75661874935,203.757029926324,0.47,7.50281408241062,206.758185381619,36211,39133,43935,46315,49917,55340
True,False,False,0.47,-0.53,-1.79,-2.00416666666667,3.7,1.69583333333333,0.847916666666667,gamble,lose,1.69583333333333,8.39583333333333,213.277270552848,1,1.83431679826026,215.144646939771,219.146212292111,220.129988880621,NaN,NaN,NaN,NaN,NaN,57740,59981,64783,0,0,65984
True,True,False,0.47,-0.53,-2.32,9.74,1.5,-8.24,-3.37,gamble,win,1.5,9.89583333333333,222.147298951259,NaN,NaN,225.148485764796,229.133392210035,238.636929771932,230.133715071956,231.134067052244,0.47,7.50281760221333,234.135214507987,68384,71986,76767,79168,82770,88193
True,True,False,0.47,-0.53,-2.85,10.27,3.1,-7.17,-2.035,gamble,win,3.1,12.9958333333333,240.65434319678,1,1.28414216803867,241.971534394073,245.973038949818,246.956718583759,NaN,NaN,NaN,NaN,NaN,90593,92173,96975,0,0,98177
True,True,False,0.47,-0.53,-3.38,10.8,-0.3,-11.1,-5.7,certain,certain,-5.7,7.29583333333333,248.974179045974,3,2.85132576575779,251.858553201018,255.843401089536,256.843823465886,NaN,NaN,NaN,NaN,NaN,100577,104038,108820,0,0,110041
True,True,True,0.47,-0.53,-3.91,11.33,11.3,-0.0300000000000011,-0.0150000000000006,gamble,win,11.3,18.5958333333333,258.861255769676,1,1.85094882686462,260.74524978601,264.730089354995,274.233688673434,265.730520050874,266.730900829552,0.5,7.50268480964951,269.732024606619,112441,114702,119484,121885,125486,130910
True,False,True,0.5,-0.5,-4.41,-2.1175,8.7,6.5825,3.29125,gamble,lose,6.5825,25.1783333333333,276.251178893981,1,2.26782724167424,278.552046845376,282.536834897244,283.537212796084,NaN,NaN,NaN,NaN,NaN,133310,136070,140853,0,0,142074
True,True,True,0.5,-0.5,-4.91,11.91,6.1,-5.81,0.145,gamble,win,6.1,31.2783333333333,285.554685417614,1,2.28445735038622,287.872243954338,291.857026566511,301.360631324646,292.857407345189,293.857839640979,0.53,7.50271392802097,296.858907741167,144474,147255,152037,154438,158039,163462
