isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,choiceKey_rt,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
True,False,False,0.64,-0.36,-0.36,-1.29,1.1,-0.19,0.455,certain,certain,0.455,0.455,286.181020582793,3,2.7178855582606,288.931995808147,292.916905773338,293.917283672141,NaN,NaN,NaN,NaN,NaN,14582,17884,22666,0,0,23887
True,True,True,0.64,-0.36,-0.72,5.76,2.9,-2.86,0.02,gamble,win,2.9,3.355,295.934661578853,1,2.45123297092505,298.418993496336,302.420510211494,303.4042138441,NaN,NaN,NaN,NaN,NaN,26287,29268,34070,0,0,35271
True,True,False,0.64,-0.36,-1.08,6.12,1.7,-4.42,-1.36,gamble,win,1.7,5.055,305.421631748555,NaN,NaN,308.422775044572,312.424241202418,321.911162734963,313.407948674867,314.408374890918,0.58,7.50270912819542,317.409448750783,37671,41273,46075,48456,52057,57480
True,True,False,0.58,-0.42,-1.5,7.38,-0.1,-7.48,-3.79,gamble,win,-0.1,4.955,323.928652635543,1,1.98429239960387,325.945995344315,329.947562616551,330.931266888976,NaN,NaN,NaN,NaN,NaN,59880,62301,67103,0,0,68305
True,False,False,0.58,-0.42,-1.92,-1.63,-0.5,-2.13,-1.315,certain,certain,-1.315,3.64,332.94869631296,3,2.78458134341054,335.766408601077,339.767926276196,349.254859967856,340.751651987433,341.751978049288,0.53,7.50290495739318,344.753121665213,70705,74086,78888,81269,84870,90293
True,True,True,0.53,-0.47,-2.39,8.97,-1.3,-10.27,-5.785,gamble,win,-1.3,2.34,351.272247154033,1,2.71805194905028,354.023348132381,358.024829329457,359.008547041332,NaN,NaN,NaN,NaN,NaN,92693,95995,100796,0,0,101998
True,False,False,0.53,-0.47,-2.86,-1.88333333333333,8.5,6.61666666666667,3.30833333333333,gamble,lose,6.61666666666667,8.95666666666667,361.025957586477,1,1.60095098684542,362.659947043052,366.644791411702,367.645170910517,NaN,NaN,NaN,NaN,NaN,104398,106358,111141,0,0,112362
True,False,False,0.53,-0.47,-3.33,-1.9225,10.7,8.7775,4.38875,gamble,lose,8.7775,17.7341666666667,369.662601294229,1,1.08382506575435,370.779694257071,374.764529986307,384.26813186449,375.764905005228,376.765283224173,0.65,7.50267361011356,379.766358363908,114762,116102,120884,123285,126886,132309
True,True,False,0.65,-0.35,-3.68,8.58,6.3,-2.28,-1.14,gamble,win,6.3,24.0341666666667,386.285558088683,1,1.68417704617605,388.002822561888,392.004338636994,392.988097946392,NaN,NaN,NaN,NaN,NaN,134709,136770,141572,0,0,142773
True,True,False,0.65,-0.35,-4.03,8.93,9.1,0.17,0.085,gamble,win,9.1,33.1341666666667,395.00552961044,1,2.20109209883958,397.239649939584,401.224545185454,410.728135224432,402.224927564152,403.225252665812,0.65,7.50287231919356,406.226424120134,145173,147855,152637,155038,158639,164062
True,True,False,0.65,-0.35,-4.38,9.28,8.3,-0.979999999999997,-0.489999999999998,gamble,win,8.3,41.4341666666667,412.745524650672,1,1.65095842629671,414.429613381624,418.414389914135,419.414741254412,NaN,NaN,NaN,NaN,NaN,166462,168483,173265,0,0,174486
True,True,False,0.65,-0.35,-4.73,9.63,12.3,2.67,1.335,gamble,win,12.3,53.7341666666667,421.432225075318,1,0.767123761121184,422.232446182985,426.234016015194,435.720884750364,427.217792923562,428.218098826474,0.65,7.50274208630435,431.219170126365,176886,177846,182648,185029,188631,194054
True,True,False,0.65,-0.35,-5.08,9.98,7.7,-2.28,-1.14,gamble,win,7.7,61.4341666666667,437.738318974152,1,1.28407465177588,439.055485852761,443.057041925611,444.040704600513,NaN,NaN,NaN,NaN,NaN,196454,198034,202837,0,0,204038
True,False,True,0.65,-0.35,-5.43,-1.6775,5.1,3.4225,1.71125,gamble,lose,3.4225,64.8566666666667,446.058135624509,1,0.8839738573879,446.975165230688,451.010008079465,451.960421416443,NaN,NaN,NaN,NaN,NaN,206438,207538,212380,0,0,213541
True,True,False,0.65,-0.35,-5.78,10.68,13.1,2.42,1.21,gamble,win,13.1,77.9566666666667,453.977819802007,1,0.983990656677634,454.994915484684,458.996341964928,468.483292935649,459.980066396296,460.980505091604,0.72,7.50267073046416,463.981572231976,215941,217162,221964,224345,227946,233369
True,True,False,0.72,-0.28,-6.06,9.98,-1.5,-11.48,-6.49,gamble,win,-1.5,76.4566666666667,470.500771636842,1,2.20107321976684,472.734954682412,476.736412200844,477.720176950097,NaN,NaN,NaN,NaN,NaN,235769,238450,243252,0,0,244454
True,True,False,0.72,-0.28,-6.34,10.26,-0.7,-10.96,-5.83,gamble,win,-0.7,75.7566666666667,479.737575975712,1,2.10106410039589,481.871721743606,485.873258937383,495.360132792499,486.856913292781,487.857334709261,0.69,7.50260193436407,490.858413368929,246854,249415,254217,256598,260199,265622
True,False,False,0.69,-0.31,-6.65,-1.63916666666667,3.3,1.66083333333333,0.830416666666667,gamble,lose,1.66083333333333,77.4175,497.377561896574,1,1.20076507725753,498.611418560613,502.596219091676,503.596580991521,NaN,NaN,NaN,NaN,NaN,268022,269503,274284,0,0,275505
True,True,False,0.69,-0.31,-6.96,11.3,4.1,-7.2,-1.55,gamble,win,4.1,81.5175,505.614013615297,1,2.20114841568284,507.848258417565,511.849832089385,512.83346852567,NaN,NaN,NaN,NaN,NaN,277905,280587,285389,0,0,286590
True,True,False,0.69,-0.31,-7.27,11.61,0.9,-10.71,-4.905,gamble,win,0.9,82.4175,514.850885150488,1,1.26733990898356,516.151335525094,520.15286759939,529.639776012627,521.136553633027,522.136939531425,0.59,7.50277792452835,525.13811834529,288990,290551,295353,297734,301335,306758
True,True,False,0.59,-0.41,-7.68,13.42,0.3,-13.12,-6.41,gamble,win,0.3,82.7175,531.6572563136,1,1.21732062986121,532.907680369914,536.909196125111,537.892903917469,NaN,NaN,NaN,NaN,NaN,309158,310659,315460,0,0,316662
True,False,True,0.59,-0.41,-8.09,-2.10916666666667,4.9,2.79083333333333,1.39541666666667,gamble,lose,2.79083333333333,85.5083333333333,539.910380378598,1,1.21733246929944,541.16083515319,545.14564464381,554.64930475899,546.146024782676,547.146463798126,0.65,7.50274880602956,550.147575415671,319062,320562,325344,327745,331347,336769
True,True,False,0.65,-0.35,-8.44,13.34,-1.1,-14.44,-7.77,gamble,win,-1.1,84.4083333333333,556.666732582962,1,2.40112281707115,559.100988264661,563.102504019858,564.086151015479,NaN,NaN,NaN,NaN,NaN,339169,342091,346893,0,0,348094
True,True,False,0.65,-0.35,-8.79,13.69,3.7,-9.99,-3.145,gamble,win,3.7,88.1083333333333,566.103583319345,1,1.86745574255474,568.00429895916,572.005870391149,581.492759285495,572.989519306924,573.98990264535,0.63,7.50276672514156,576.991075059865,350494,352775,357577,359958,363559,368983
True,True,False,0.63,-0.37,-9.16,14.34,5.7,-8.64,-1.47,gamble,win,5.7,93.8083333333333,583.510164070874,1,1.08384490455501,584.627282952191,588.628776628524,589.612479621079,NaN,NaN,NaN,NaN,NaN,371383,372723,377525,0,0,378726
True,True,False,0.63,-0.37,-9.53,14.71,2.1,-12.61,-5.255,gamble,win,2.1,95.9083333333333,591.629956722492,1,1.4841066498775,593.147155279294,597.148668794427,598.132369547384,NaN,NaN,NaN,NaN,NaN,381126,382947,387749,0,0,388950
