isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,choiceKey_rt,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
True,False,True,0.93,-0.07,-0.07,-0.250833333333333,10.1,9.84916666666667,4.92458333333333,gamble,lose,9.84916666666667,9.84916666666667,881.467768432165,1,1.41747830359964,882.91836657637,886.903228180541,887.903567042551,NaN,NaN,NaN,NaN,NaN,16080,17821,22603,0,0,23824
True,True,True,0.93,-0.07,-0.14,1.12,13.7,12.58,6.29,gamble,win,13.7,23.5491666666667,889.921045794035,1,1.6840209448128,891.638417927257,895.623227374163,896.623564956244,NaN,NaN,NaN,NaN,NaN,26224,28285,33067,0,0,34288
True,True,False,0.93,-0.07,-0.21,1.19,6.5,5.31,2.655,gamble,win,6.5,30.0491666666667,898.640954752511,1,2.36785085976589,901.041944011929,905.026822255226,914.530411184591,906.027226073784,907.027546056779,0.93,7.50283504941035,910.02869319584,36688,39569,44351,46752,50353,55777
True,True,True,0.93,-0.07,-0.28,1.26,2.9,1.64,0.82,gamble,win,2.9,32.9491666666667,916.547851858137,1,1.13407735782675,917.7150023391,921.699816905719,922.700199605431,NaN,NaN,NaN,NaN,NaN,58177,59577,64359,0,0,65580
True,False,True,0.93,-0.07,-0.35,-0.274166666666666,0.7,0.425833333333334,0.562916666666667,gamble,lose,0.425833333333334,33.375,924.717686676478,1,2.20108243846335,926.951823999116,930.936679523613,940.440320610185,931.937066063052,932.93745036266,0.76,7.5027022564318,935.938577662746,67980,70661,75443,77844,81446,86869
True,True,True,0.76,-0.24,-0.59,3.95,9.5,5.55,2.775,gamble,win,9.5,42.875,942.457793921989,1,1.20069173921365,943.691556224541,947.676416228758,948.676839566266,NaN,NaN,NaN,NaN,NaN,89269,90749,95531,0,0,96753
True,True,False,0.76,-0.24,-0.83,4.19,12.5,8.31,4.155,gamble,win,12.5,55.375,950.694243121834,1,1.16737382911379,951.894792468636,955.879597115796,956.879937257734,NaN,NaN,NaN,NaN,NaN,99153,100593,105375,0,0,106597
True,False,True,0.76,-0.24,-1.07,-0.929166666666667,11.9,10.9708333333333,5.48541666666667,gamble,lose,10.9708333333333,66.3458333333333,958.897377291345,1,1.13399896200281,960.064460575872,964.049345858744,973.552983425558,965.049723758711,966.050107418327,0.84,7.50289104646072,969.051251997531,108997,110397,115179,117580,121182,126605
True,True,False,0.84,-0.16,-1.23,3.47,11.7,8.23,4.115,gamble,win,11.7,78.0458333333333,975.570392100781,1,1.05073010519845,976.6542055686,980.639052773535,981.639403474925,NaN,NaN,NaN,NaN,NaN,129005,130305,135087,0,0,136308
True,True,False,0.84,-0.16,-1.39,3.63,-1.1,-4.73,-2.915,certain,certain,-2.915,75.1308333333333,983.656840628653,3,2.83470030070748,986.524573094677,990.509455497726,1000.01307866524,991.509842677158,992.510222816956,0.42,7.50277521257522,995.511414753681,138708,142150,146932,149332,152934,158357
True,False,False,0.42,-0.58,-1.97,-2.19416666666667,-0.5,-2.69416666666667,-1.59708333333333,certain,certain,-1.59708333333333,73.53375,1002.03054653737,3,1.83433807996335,1003.89791038301,1007.89944278164,1008.88315532682,NaN,NaN,NaN,NaN,NaN,160757,162998,167800,0,0,169001
True,False,True,0.42,-0.58,-2.55,-2.2425,6.7,4.4575,2.22875,gamble,lose,4.4575,77.99125,1010.90058576089,1,2.05105968768476,1012.98471729184,1016.96957601613,1026.47320942313,1017.96995679592,1018.97038973292,0.69,7.50279249163577,1021.97148759459,171401,173902,178684,181085,184686,190110
True,True,True,0.69,-0.31,-2.86,7.2,9.3,2.1,1.05,gamble,win,9.3,87.29125,1028.49064849678,1,1.23407108616084,1029.75779974571,1033.74265847,1034.74303604994,NaN,NaN,NaN,NaN,NaN,192510,194030,198812,0,0,200033
True,True,True,0.69,-0.31,-3.17,7.51,7.3,-0.210000000000002,-0.105000000000001,gamble,win,7.3,94.59125,1036.76047192374,1,2.0843996766489,1038.87799720082,1042.86280568776,1043.86319062731,NaN,NaN,NaN,NaN,NaN,202433,204974,209756,0,0,211038
True,False,True,0.69,-0.31,-3.48,-1.375,0.5,-0.875,-0.1875,certain,certain,-0.1875,94.40375,1045.93062416528,3,2.51791648828657,1048.48162369616,1052.48314873513,1061.97015518538,1053.4668340818,1054.46724493994,0.77,7.50274257431738,1057.46838951914,213438,216499,221301,223682,227283,232706
True,True,True,0.77,-0.23,-3.71,6.93,10.5,3.57,1.785,gamble,win,10.5,104.90375,1063.98753730202,1,1.13399224233581,1065.15467338375,1069.15619650285,1070.13999768335,NaN,NaN,NaN,NaN,NaN,235106,236507,241309,0,0,242510
True,True,False,0.77,-0.23,-3.94,7.16,8.1,0.94,0.47,gamble,win,8.1,113.00375,1072.15734364191,1,1.58421376656042,1073.77462765179,1077.75949917542,1087.26313130249,1078.75990843365,1079.76024505578,0.83,7.50282385002356,1082.76139475469,244910,246851,251633,254034,257635,263078
True,True,True,0.83,-0.17,-4.11,6.49,3.3,-3.19,0.0549999999999993,certain,certain,0.0549999999999993,113.05875,1089.30182268721,3,2.06314576568548,1091.39802749676,1095.39955893543,1096.38327372051,NaN,NaN,NaN,NaN,NaN,265478,267999,272801,0,0,274003
True,True,False,0.83,-0.17,-4.28,6.66,0.3,-6.36,-3.03,gamble,win,0.3,113.35875,1098.40070735442,NaN,NaN,1101.40187593235,1105.40338433225,1106.38704696007,NaN,NaN,NaN,NaN,NaN,276403,280004,284806,0,0,286007
