isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,choiceKey_started,outcome1Box_2_stopped,outcome1Box_3_stopped,fixCross_ITI_stopped,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
True,True,True,0.83,-0.17,-5.33,7.71,6.3,-1.41,-0.705000000000001,gamble,win,6.3,121.225833333333,474.31613589637,1,474.31613589637,None,None,None,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,False,False,0.83,-0.17,-5.5,-1.05333333333333,13.3,12.2466666666667,6.12333333333333,gamble,lose,12.2466666666667,133.4725,483.119494748302,1,483.119494748302,None,None,None,489.338449206902,490.338825825718,0.84,7.502846080577,493.33999344043,0,0,0,0,0,0
True,True,True,0.84,-0.16,-5.66,7.9,-1.5,-9.4,-5.45,gamble,win,-1.5,131.9725,499.859135568375,1,499.859135568375,None,None,None,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,False,True,0.84,-0.16,-5.82,-1.045,-0.3,-1.345,-0.8225,certain,certain,-0.8225,131.15,508.745811994537,3,508.745811994537,None,None,None,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,True,0.84,-0.16,-5.98,8.22,12.3,4.08,2.04,gamble,win,12.3,143.45,518.399439711357,1,518.399439711357,None,None,None,524.46840192948,525.468779508374,0.83,7.50278304412495,528.46990776516,0,0,0,0,0,0
False,True,False,0.93,0.93,0.93,-13.95,0.3,-13.65,-6.675,gamble,lose,-13.65,129.8,549.527877318906,1,549.527877318906,None,None,None,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,True,True,0.93,0.93,1.86,-14.88,1.9,-12.98,-5.54,certain,certain,-5.54,124.26,558.948132184567,3,558.948132184567,None,None,None,565.667337989085,566.667714287993,0.63,7.50273472687695,569.668836145196,0,0,0,0,0,0
False,True,True,0.63,0.63,2.49,-11.31,7.7,-3.61,-1.805,gamble,lose,-3.61,120.65,576.187984672841,1,576.187984672841,None,None,None,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,True,True,0.63,0.63,3.12,-11.94,0.1,-11.84,-5.87,certain,certain,-5.87,114.78,584.474564144388,3,584.474564144388,None,None,None,591.060291983653,592.060666362755,0.51,7.50277792441193,595.061794619542,0,0,0,0,0,0
False,True,False,0.51,0.51,3.63,-10.77,9.5,-1.27,-0.635,gamble,lose,-1.27,113.51,601.580990184564,1,601.580990184564,None,None,None,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,True,True,0.51,0.51,4.14,-11.28,13.3,2.02,1.01,gamble,lose,2.02,115.53,609.967494300334,1,609.967494300334,None,None,None,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,True,False,0.51,0.51,4.65,-11.79,9.1,-2.69,-1.345,gamble,lose,-2.69,112.84,618.203903781367,1,618.203903781367,None,None,None,624.589697537012,625.590022318764,0.43,7.50277312472463,628.591148975655,0,0,0,0,0,0
False,True,True,0.43,0.43,5.08,-11.1,2.3,-8.8,-3.25,gamble,lose,-8.8,104.04,635.110336221172,1,635.110336221172,None,None,None,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,False,False,0.43,0.43,5.51,1.96416666666667,-0.175,-2.13916666666667,-1.15708333333333,gamble,win,-0.175,103.865,644.213748350157,1,644.213748350157,None,None,None,651.366452118731,652.36688281456,0.49,7.50232578977011,655.367954434594,0,0,0,0,0,0
False,True,False,0.49,0.49,6,-12.86,6.7,-6.16,0.27,gamble,lose,-6.16,97.705,661.887127920869,1,661.887127920869,None,None,None,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,False,True,0.49,0.49,6.49,2.25583333333333,-0.375,-2.63083333333333,-1.50291666666667,certain,certain,-1.50291666666667,96.2020833333333,670.357082083472,3,670.357082083472,None,None,None,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,True,False,0.49,0.49,6.98,-13.84,1.1,-12.74,-5.82,gamble,lose,-12.74,83.4620833333333,679.660548289306,NaN,679.660548289306,None,None,None,687.646927292109,688.647234154865,0.26,7.50278816383798,691.648372331169,0,0,0,0,0,0
False,True,False,0.26,0.26,7.24,-10.88,2.5,-8.38,-2.94,gamble,lose,-8.38,75.0820833333333,698.167560216621,1,698.167560216621,None,None,None,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,True,False,0.26,0.26,7.5,-11.14,0.5,-10.64,-5.07,gamble,lose,-10.64,64.4420833333333,707.287623253069,1,707.287623253069,None,None,None,714.040176310111,715.04055420903,0,7.50272864708677,718.041678306065,0,0,0,0,0,0
False,False,True,0,0,7.5,0.625,-0.325,-0.95,-0.6375,gamble,win,-0.325,64.1170833333333,724.5608789908,1,724.5608789908,None,None,None,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,True,False,0,0,7.5,-7.5,4.5,-3,0.75,certain,certain,0.75,64.8670833333333,733.430852352292,3,733.430852352292,None,None,None,740.250102154328,741.250481013092,0.37,7.50271808786783,744.251664626761,0,0,0,0,0,0
False,True,False,0.37,0.37,7.87,-13.05,0.9,-12.15,-5.625,gamble,lose,-12.15,52.7170833333333,750.77075139794,1,750.77075139794,None,None,None,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,True,True,0.37,0.37,8.24,-13.42,5.1,-8.32,-1.61,gamble,lose,-8.32,44.3970833333333,759.774207524373,1,759.774207524373,None,None,None,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
False,True,False,0.37,0.37,8.61,-13.79,3.9,-9.89,-2.995,gamble,lose,-9.89,34.5070833333333,768.57749950001,1,768.57749950001,None,None,None,775.680180789903,776.680641564075,0,7.50261921330821,779.681738462648,0,0,0,0,0,0
False,False,False,0,0,8.61,0.7175,-0.025,-0.7425,-0.38375,certain,certain,-0.38375,34.1233333333333,786.200848592445,3,786.200848592445,None,None,None,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,561
False,True,True,0,0,8.61,-8.61,11.9,3.29,1.645,gamble,lose,3.29,37.4133333333333,795.704428391997,1,795.704428391997,None,None,None,802.290256385691,803.290653483476,0.41,7.50279040366877,806.291754541802,2961,4882,9684,12065,15666,21089
False,True,False,0.41,0.41,9.02,-14.76,2.7,-12.06,-4.68,certain,certain,-4.68,32.7333333333333,812.810905629303,3,812.810905629303,None,None,None,NaN,NaN,NaN,NaN,NaN,23489,26651,31432,0,0,32654
False,True,False,0.41,0.41,9.43,-15.17,-0.5,-15.67,-8.085,gamble,lose,-15.67,17.0633333333333,822.447886278387,1,822.447886278387,None,None,None,829.617310390691,830.617696288973,0,7.50268640962895,833.618766949046,35054,37675,42476,44858,48459,53882
False,False,False,0,0,9.43,0.785833333333333,-0.225,-1.01083333333333,-0.617916666666667,gamble,win,-0.225,16.8383333333333,840.137961874134,1,840.137961874134,None,None,None,NaN,NaN,NaN,NaN,NaN,56282,59544,64325,0,0,65547
False,False,True,0,0,9.43,0.785833333333333,1.775,0.989166666666667,1.38208333333333,gamble,win,1.775,18.6133333333333,849.858312254539,1,849.858312254539,None,None,None,NaN,NaN,NaN,NaN,NaN,67947,70228,75010,0,0,76231
False,True,False,0,0,9.43,-9.43,10.3,0.870000000000003,0.435000000000001,gamble,lose,0.870000000000003,19.4833333333333,858.761680225958,1,858.761680225958,None,None,None,865.064070652006,866.064412712934,0.29,7.50269664893858,869.065515691182,78631,80211,84994,87394,90996,96419
False,False,False,0.29,0.29,9.72,1.825,0.525,-1.3,-0.3875,certain,certain,-0.3875,19.0958333333333,875.584661019035,3,875.584661019035,None,None,None,NaN,NaN,NaN,NaN,NaN,98819,101980,106762,0,0,107964
True,False,True,0.2,-0.8,-0.8,-2.86666666666667,-1.1,-3.96666666666667,-2.53333333333333,gamble,lose,-3.96666666666667,15.1291666666667,894.99208236346,1,894.99208236346,None,None,None,901.494535186095,902.494875966921,0.18,7.50267105037346,905.49598310492,122108,123929,128731,131112,134713,140136
True,True,False,0.18,-0.82,-1.62,13.1,1.7,-11.4,-4.85,certain,certain,-4.85,10.2791666666667,912.015123953111,3,912.015123953111,None,None,None,NaN,NaN,NaN,NaN,NaN,142536,145457,150259,0,0,151461
True,True,False,0.18,-0.82,-2.44,13.92,0.3,-13.62,-6.66,gamble,win,0.3,10.5791666666667,921.452056604903,1,921.452056604903,None,None,None,NaN,NaN,NaN,NaN,NaN,153861,157442,162244,0,0,163445
True,False,True,0.18,-0.82,-3.26,-3.14166666666667,8.3,5.15833333333333,2.57916666666667,gamble,lose,5.15833333333333,15.7375,931.439146607765,1,931.439146607765,None,None,None,937.674838369014,938.675219147699,0.33,7.50273408694193,941.676393482019,165845,167346,172127,174528,178130,183553
True,True,False,0.33,-0.67,-3.93,13.31,4.3,-9.01,-2.355,gamble,win,4.3,20.0375,948.195539129782,1,948.195539129782,None,None,None,NaN,NaN,NaN,NaN,NaN,185953,188174,192976,0,0,194177
True,True,True,0.33,-0.67,-4.6,13.98,9.1,-4.88,-2.44,gamble,win,9.1,29.1375,957.048840144998,1,957.048840144998,None,None,None,963.451309126685,964.451640628162,0.48,7.50283808109816,967.452765365131,196577,198278,203060,205461,209062,214485
True,True,False,0.48,-0.52,-5.12,12.4,8.9,-3.5,-1.75,gamble,win,8.9,38.0375,973.971996768145,1,973.971996768145,None,None,None,NaN,NaN,NaN,NaN,NaN,216885,219426,224228,0,0,225430
True,True,False,0.48,-0.52,-5.64,12.92,8.7,-4.22,-2.11,gamble,win,8.7,46.7375,983.092091482948,1,983.092091482948,None,None,None,989.394416312687,990.394791331724,0.54,7.50277920439839,993.395915748784,227830,229410,234192,236593,240194,245617
True,True,True,0.54,-0.46,-6.1,12.54,7.7,-4.84,1.43,gamble,win,7.7,54.4375,999.915063316468,1,999.915063316468,None,None,None,NaN,NaN,NaN,NaN,NaN,248017,250338,255140,0,0,256342
True,False,True,0.54,-0.46,-6.56,-2.15666666666667,4.5,2.34333333333333,1.17166666666667,gamble,lose,2.34333333333333,56.7808333333333,1008.85178270016,1,1008.85178270016,None,None,None,NaN,NaN,NaN,NaN,NaN,258742,260462,265244,0,0,266466
True,True,False,0.54,-0.46,-7.02,13.46,10.3,-3.16,-1.58,gamble,win,10.3,67.0808333333333,1017.2883348933,1,1017.2883348933,None,None,None,1024.20759701461,1025.20801299124,0.63,7.50269024935551,1028.20909805049,268866,271186,275988,278369,281971,287394
True,True,True,0.63,-0.37,-7.39,12.57,13.7,1.13,0.565,gamble,win,13.7,80.7808333333333,1034.72826897691,1,1034.72826897691,None,None,None,NaN,NaN,NaN,NaN,NaN,289794,291455,296236,0,0,297458
True,True,True,0.63,-0.37,-7.76,12.94,12.9,-0.0400000000000009,-0.0200000000000005,gamble,win,12.9,93.6808333333333,1043.11477021291,1,1043.11477021291,None,None,None,1049.63389218203,1050.63433727715,0.64,7.50286911928561,1053.63544473506,299858,301698,306481,308881,312483,317906
True,True,False,0.64,-0.36,-8.12,13.16,3.9,-9.26,-2.68,certain,certain,-2.68,91.0008333333333,1060.15453374607,3,1060.15453374607,None,None,None,NaN,NaN,NaN,NaN,NaN,320306,323327,328129,0,0,329330
True,False,False,0.64,-0.36,-8.48,-1.96666666666667,5.9,3.93333333333333,1.96666666666667,gamble,lose,3.93333333333333,94.9341666666667,1069.67483644921,1,1069.67483644921,None,None,None,NaN,NaN,NaN,NaN,NaN,331730,332931,337733,0,0,338934
True,False,False,0.64,-0.36,-8.84,-1.99666666666667,5.5,3.50333333333333,1.75166666666667,gamble,lose,3.50333333333333,98.4375,1077.67783820105,1,1077.67783820105,None,None,None,1083.81354164169,1084.81386866339,0.69,7.50271808775142,1087.81499596022,341334,342715,347517,349898,353499,358922
True,True,True,0.69,-0.31,-9.15,13.49,9.9,-3.59,-1.795,gamble,win,9.9,108.3375,1094.33419696498,1,1094.33419696498,None,None,None,NaN,NaN,NaN,NaN,NaN,361322,363483,368285,0,0,369486
True,False,True,0.69,-0.31,-9.46,-1.87333333333333,-0.3,-2.17333333333333,-1.23666666666667,gamble,lose,-2.17333333333333,106.164166666667,1103.137518059,1,1103.137518059,None,None,None,1110.94043757557,1111.94086411165,0.65,7.50261985324323,1114.94193637162,371886,375268,380069,382450,386051,391475
True,True,True,0.65,-0.35,-9.81,14.71,3.5,-11.21,-3.855,gamble,win,3.5,109.664166666667,1121.46113673632,NaN,1121.46113673632,None,None,None,NaN,NaN,NaN,NaN,NaN,393875,397476,402278,0,0,403479
True,True,False,0.65,-0.35,-10.16,15.06,13.1,-1.96,-0.98,gamble,win,13.1,122.764166666667,1131.46486708743,1,1131.46486708743,None,None,None,1137.93398801668,1138.93436783541,0.77,7.50274624617305,1141.93548681273,405879,407660,412462,414843,418445,423867
True,False,False,0.77,-0.23,-10.39,-1.67083333333333,12.7,11.0291666666667,5.51458333333333,gamble,lose,11.0291666666667,133.793333333333,1148.45463470044,1,1148.45463470044,None,None,None,NaN,NaN,NaN,NaN,NaN,426267,427588,432390,0,0,433591
True,True,False,0.77,-0.23,-10.62,13.84,5.1,-8.74,-1.82,certain,certain,-1.82,131.973333333333,1156.55772780732,3,1156.55772780732,None,None,None,NaN,NaN,NaN,NaN,NaN,435991,438132,442934,0,0,444136
True,False,True,0.77,-0.23,-10.85,-1.70916666666667,12.5,10.7908333333333,5.39541666666667,gamble,lose,10.7908333333333,142.764166666667,1165.34436183574,1,1165.34436183574,None,None,None,1171.31332773366,1172.31366115494,0.7,7.50277984433342,1175.31484092888,446536,447716,452518,454899,458500,463923
True,False,False,0.7,-0.3,-11.15,-1.97916666666667,7.9,5.92083333333333,2.96041666666667,gamble,lose,5.92083333333333,148.685,1181.83393537963,1,1181.83393537963,None,None,None,NaN,NaN,NaN,NaN,NaN,466323,467544,472326,0,0,473547
True,True,True,0.7,-0.3,-11.45,15.65,6.5,-9.15,-1.325,certain,certain,-1.325,147.36,1189.8536443559,3,1189.8536443559,None,None,None,1196.68956010463,1197.68994152325,0.74,7.50280064321123,1200.6910429016,475947,478168,482970,485351,488952,494375
True,True,False,0.74,-0.26,-11.71,15.35,7.1,-8.25,-0.575000000000002,certain,certain,-0.575000000000002,146.785,1207.21026278532,3,1207.21026278532,None,None,None,NaN,NaN,NaN,NaN,NaN,496775,498416,503218,0,0,504419
True,False,False,0.74,-0.26,-11.97,-1.9075,2.9,0.9925,1.94625,gamble,lose,0.9925,147.7775,1215.58004975726,1,1215.58004975726,None,None,None,1221.64905613288,1222.64939307398,0.66,7.50277632451616,1225.65051045141,506819,508120,512901,515302,518904,524307
