isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,choiceKey_rt,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
True,True,False,1,0,0,0.03,7.5,7.47,3.735,gamble,win,7.5,7.5,190.399948674563,NaN,193.384373452078,197.385917694988,198.386354473187,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,False,False,1,0,0,-0.03,13.5,13.47,6.735,gamble,lose,13.47,20.97,200.403788802865,1,201.770997031828,205.755859227509,206.756244808261,1.33410268159423,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,True,1,0,0,0.03,1.9,1.87,1.885,certain,certain,1.885,22.855,208.773683937699,3,211.341289522828,215.326216675265,224.829864493167,2.5345765139391,216.326526739787,217.326928639723,1,7.50283665839379,220.328119300284,0,0,0,0,0,0
True,True,False,1,0,0,0.03,3.9,3.87,1.935,gamble,win,3.9,26.755,226.847311942191,1,228.431190634965,232.416090268776,233.416478729385,1.55079106451012,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,True,1,0,0,0.03,12.5,12.47,6.235,gamble,win,12.5,39.255,235.433948577287,1,236.58439066722,240.585933950177,250.072872522203,1.11734166230599,241.569649003122,242.570028824164,1,7.50293393353786,245.571172767057,0,0,0,0,0,0
True,True,False,1,0,0,0.03,4.9,4.87,2.435,gamble,win,4.9,44.155,252.090352929583,1,253.540867079915,257.52575903411,258.526220451076,1.41743100184249,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,False,True,1,0,0,-0.03,13.1,13.07,6.535,gamble,lose,13.07,57.225,260.543566465163,1,261.794049641045,265.795640601624,266.779347014999,1.21743842547585,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,False,1,0,0,0.03,8.1,8.07,4.035,gamble,win,8.1,65.325,268.796793504069,1,270.013923784925,274.015498106335,283.5024459579,1.18405033220915,274.999182440813,275.99953666313,0.99,7.5028091397653,279.000712284444,0,0,0,0,0,0
True,True,True,0.99,-0.01,-0.01,0.15,12.7,12.55,6.275,gamble,win,12.7,78.025,285.51984700924,1,286.486935052202,290.488403138916,291.472185708491,0.933972256105335,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,False,0.99,-0.01,-0.02,0.16,8.5,8.34,4.17,gamble,win,8.5,86.525,293.489633477497,1,295.19028170114,299.175099099055,308.678808353889,1.66751323774224,300.17554067701,301.175915698288,1,7.50275890227567,304.177033722477,0,0,0,0,0,0
True,False,False,1,0,-0.02,-0.03,1.5,1.47,1.485,certain,certain,1.485,88.01,310.696213885003,3,313.330602056347,317.315414654502,318.315868711834,2.60129510334809,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,False,True,1,0,-0.02,-0.03,8.9,8.87,4.435,gamble,lose,8.87,96.88,320.333292482039,1,322.117321503312,326.102109142714,335.605772639832,1.75089915511489,327.102504003,328.102950060733,0.99,7.50273362353983,331.104095923532,0,0,0,0,0,0
True,True,True,0.99,-0.01,-0.03,0.17,0.1,-0.0700000000000001,0.0149999999999999,gamble,win,0.1,96.98,337.623281845772,1,339.840807946868,343.842341950291,344.826099881095,2.18443047323308,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,True,0.99,-0.01,-0.04,0.18,3.7,3.52,1.76,gamble,win,3.7,100.68,346.843498372564,1,348.877620509185,352.86244494675,353.862860925983,2.00103706822847,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,True,0.99,-0.01,-0.05,0.19,9.7,9.51,4.755,gamble,win,9.7,110.38,355.880297495551,1,357.64766206871,361.632466987248,371.136099445917,1.73421262810371,362.632908565207,363.633295425894,0.98,7.50276306206797,366.634403530577,0,0,0,0,0,0
True,False,True,0.98,-0.02,-0.0700000000000001,-0.0758333333333334,3.1,3.02416666666667,1.51208333333333,gamble,lose,3.02416666666667,113.404166666667,373.153591052735,1,374.587478833058,378.572375587013,379.572765007571,1.40079535229597,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
True,True,False,0.98,-0.02,-0.0900000000000001,0.37,7.9,7.53,3.765,gamble,win,7.9,121.304166666667,381.590151659631,1,383.407541895511,387.409071419155,396.912717957122,1.80094753669982,388.409455399989,389.409813142131,0.96,7.50270610491134,392.410938205965,0,0,0,0,0,0
