lifeHappySlider_response,blockHappySlider_response,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,choiceKey_rt,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
0.29,0.54,True,True,True,0.54,-0.46,-0.46,6.9,10.5,3.6,1.8,gamble,win,10.5,10.5,170.584009617407,NaN,173.585246031729,177.570031159943,178.570440418203,NaN,NaN,NaN,NaN,NaN,NaN,13821,17422,22204,0,0,23426
NaN,NaN,True,True,False,0.54,-0.46,-0.92,7.36,3.9,-3.46,0.22,gamble,win,3.9,14.4,180.58787117228,NaN,183.588941195441,187.590565109178,188.574250455815,NaN,NaN,NaN,NaN,NaN,NaN,25826,29427,34228,0,0,35430
NaN,NaN,True,True,True,0.54,-0.46,-1.38,7.82,7.1,-0.72,-0.36,gamble,win,7.1,21.5,190.591732087189,1,192.375730761181,196.36053348846,205.864186414416,1.75096970848972,197.360916188129,198.361276808973,0.55,7.5028648078187,201.362430667683,37830,39971,44753,47154,50754,56178
NaN,NaN,True,True,False,0.55,-0.45,-1.83,8.13,10.1,1.97,0.985,gamble,win,10.1,31.6,207.881653006589,NaN,210.866006797718,214.867616312218,215.867948454576,NaN,NaN,NaN,NaN,NaN,NaN,58578,62159,66961,0,0,68183
NaN,NaN,True,True,False,0.55,-0.45,-2.28,8.58,3.5,-5.08,-0.789999999999999,gamble,win,3.5,35.1,217.88537536886,1,219.41932844527,223.420824685792,232.907781538644,1.50084507511201,224.404568269332,225.404972407865,0.55,7.50269297694831,228.406079869037,70583,72424,77225,79607,83208,88631
NaN,NaN,True,True,True,0.55,-0.45,-2.73,9.03,6.5,-2.53,1.985,gamble,win,6.5,41.6,234.925220292298,NaN,237.926369031276,241.911212076411,242.911646933313,NaN,NaN,NaN,NaN,NaN,NaN,91031,94632,99414,0,0,100636
NaN,NaN,True,True,False,0.55,-0.45,-3.18,9.48,10.3,0.820000000000002,0.410000000000001,gamble,win,10.3,51.9,244.929028090028,1,247.463433622404,251.448189632163,252.448573611768,2.50122521491721,NaN,NaN,NaN,NaN,NaN,103036,106077,110859,0,0,112080
NaN,NaN,True,True,False,0.55,-0.45,-3.63,9.93,5.9,-4.03,0.935,certain,certain,0.935,52.835,254.466059082941,3,256.700195125632,260.685038810738,270.188670617816,2.20105140015221,261.685423110324,262.685801970198,0.56,7.50281169063965,265.686939189789,114480,117161,121943,124344,127945,133368
NaN,NaN,True,True,False,0.56,-0.44,-4.07,10.23,12.1,1.87,0.935,gamble,win,12.1,64.935,272.206104571724,1,274.273557308636,278.258414113039,279.258834250722,2.03435945482488,NaN,NaN,NaN,NaN,NaN,135768,138249,143031,0,0,144253
NaN,NaN,True,False,True,0.56,-0.44,-4.51,-1.91583333333333,12.3,10.3841666666667,5.19208333333333,gamble,lose,10.3841666666667,75.3191666666667,281.276231086602,1,283.810575502226,287.812103421064,297.299110191263,2.50119609646208,288.795814046356,289.796169547473,0.57,7.50278033231007,292.797282448355,146653,149694,154496,156876,160478,165901
NaN,NaN,True,True,False,0.57,-0.43,-4.94,10.96,4.1,-6.86,-1.38,gamble,win,4.1,79.4191666666667,299.316439510731,1,301.233838778484,305.218695582887,306.219083082306,1.88432454468057,NaN,NaN,NaN,NaN,NaN,168301,170602,175384,0,0,176605
NaN,NaN,True,True,False,0.57,-0.43,-5.37,11.39,10.7,-0.690000000000001,-0.345000000000001,gamble,win,10.7,90.1191666666667,308.236518316146,1,311.004234655054,315.005810251358,324.492711107185,2.73444290639236,315.989463599693,316.989907416115,0.57,7.50274545416323,319.9909863988,179005,182327,187128,189509,193111,198534
NaN,NaN,True,True,True,0.57,-0.43,-5.8,11.82,6.1,-5.72,0.19,certain,certain,0.19,90.3091666666667,326.510149540856,3,328.610952506202,332.595800671068,333.596300484518,2.067702003671,NaN,NaN,NaN,NaN,NaN,200934,203455,208237,0,0,209518
NaN,NaN,True,True,False,0.57,-0.43,-6.23,12.25,4.5,-7.75,-1.625,gamble,win,4.5,94.8091666666667,335.663647947018,1,337.014152208234,341.015677247222,341.99939267226,1.3174061793834,NaN,NaN,NaN,NaN,NaN,211918,213539,218341,0,0,219542
NaN,NaN,True,True,False,0.57,-0.43,-6.66,12.68,-0.3,-12.98,-6.64,certain,certain,-6.64,88.1691666666667,344.016905661971,3,346.851239582153,350.852804619019,360.339722433942,2.80124895765402,351.836473966501,352.836906263539,0.54,7.50272177542138,355.837987486102,221942,225343,230145,232526,236128,241551
NaN,NaN,True,True,True,0.54,-0.46,-7.12,13.56,11.9,-1.66,-0.829999999999999,gamble,win,11.9,100.069166666667,362.357154147969,1,364.741445414416,368.742926615738,369.726684598514,2.35116310621379,NaN,NaN,NaN,NaN,NaN,243951,246812,251614,0,0,252815
NaN,NaN,True,False,False,0.54,-0.46,-7.58,-2.24166666666667,7.5,5.25833333333333,2.62916666666667,gamble,lose,5.25833333333333,105.3275,371.744112472745,1,374.478446264933,378.463301149441,387.966928796741,2.70125778918737,379.463678729386,380.464055989345,0.56,7.50276497312734,383.465197048732,255215,258497,263278,265679,269281,274704
NaN,NaN,True,True,False,0.56,-0.44,-8.02,14.18,9.9,-4.28,-2.14,gamble,win,9.9,115.2275,389.984364670549,NaN,392.985493570581,396.987024369264,397.970738514367,NaN,NaN,NaN,NaN,NaN,NaN,277104,280705,285507,0,0,286708
NaN,NaN,True,True,False,0.56,-0.44,-8.46,14.62,3.1,-11.52,-4.21,certain,certain,-4.21,111.0175,399.988169268447,3,402.855935012729,406.85746837128,407.841214514683,2.83468558150344,NaN,NaN,NaN,NaN,NaN,289108,292550,297352,0,0,298553
NaN,NaN,True,True,False,0.56,-0.44,-8.9,15.06,13.9,-1.15999999999999,-0.579999999999997,gamble,win,13.9,124.9175,409.858598231262,1,412.426257037223,416.427752637777,425.914708210697,2.53457960313244,417.411540378973,418.411845642757,0.54,7.50279505152503,421.412996621617,300953,304034,308837,311217,314818,320242
NaN,NaN,True,True,True,0.54,-0.46,-9.36,15.8,1.5,-14.3,-6.4,certain,certain,-6.4,118.5175,427.932158803724,3,430.649877158525,434.651414356867,435.635100983432,2.68483210172053,NaN,NaN,NaN,NaN,NaN,322642,325903,330705,0,0,331906
NaN,NaN,True,False,True,0.54,-0.46,-9.82,-2.42833333333333,12.7,10.2716666666667,5.13583333333333,gamble,lose,10.2716666666667,128.789166666667,437.652539417104,1,439.203177687199,443.204655048721,452.691606781846,1.51753762839871,444.188467108626,445.188789971475,0.54,7.50276433315958,448.189881753478,334306,336167,340969,343350,346951,352374
NaN,NaN,True,True,True,0.54,-0.46,-10.28,16.72,8.7,-8.02,0.34,gamble,win,8.7,137.489166666667,454.709042015686,NaN,457.710188834768,461.695045319189,462.695424179066,NaN,NaN,NaN,NaN,NaN,NaN,354774,358375,363157,0,0,364379
NaN,NaN,True,False,True,0.54,-0.46,-10.74,-2.505,8.1,5.595,2.7975,gamble,lose,5.595,143.084166666667,464.712907090372,1,465.980011301799,469.981591377866,479.48515694846,1.25051693254136,470.981919360442,471.982293420573,0.52,7.50276753299113,474.983423920519,366779,368299,373101,375502,379104,384527
NaN,NaN,True,True,False,0.52,-0.48,-11.22,17.94,8.3,-9.64,-0.669999999999998,gamble,win,8.3,151.384166666667,481.502644979497,1,484.120235213104,488.121791930411,489.105489436399,2.58447807252378,NaN,NaN,NaN,NaN,NaN,386927,390068,394870,0,0,396071
NaN,NaN,True,True,False,0.52,-0.48,-11.7,18.42,11.5,-6.92,-3.46,gamble,win,11.5,162.884166666667,491.122977467436,1,493.773910569867,497.775468567106,498.759183032194,2.61786605895395,NaN,NaN,NaN,NaN,NaN,398471,401653,406455,0,0,407656
NaN,NaN,True,True,False,0.52,-0.48,-12.18,18.9,6.9,-12,-2.55,gamble,win,6.9,169.784166666667,500.776582427941,NaN,503.777758365475,507.779393158635,517.266238657401,NaN,508.762989869978,509.76337704941,0.53,7.50277681249645,512.764503069597,410056,413657,418459,420840,424442,429845
NaN,0.5,False,False,True,0.5,0.5,0.5,1.79166666666667,3.275,1.48333333333333,0.741666666666667,gamble,win,3.275,173.059166666667,530.371237239877,1,533.322365915919,537.30731135562,538.307593900608,2.91803603392691,NaN,NaN,NaN,NaN,NaN,445570,449111,453893,0,0,455114
NaN,NaN,False,True,False,0.5,0.5,1,-8,-0.3,-8.3,-4.3,certain,certain,-4.3,168.759166666667,540.32503425418,3,542.425838499457,546.427360018635,555.914323911111,2.06771704287166,547.411122481171,548.411448863833,0.49,7.5027240153031,551.412575204002,457514,460036,464838,467218,470820,476243
NaN,NaN,False,True,True,0.49,0.49,1.49,-8.35,8.7,0.35,0.175,gamble,lose,0.35,169.109166666667,557.9317450657,1,559.549129870218,563.533877880403,564.534368414348,1.58435167923744,NaN,NaN,NaN,NaN,NaN,478643,480584,485365,0,0,486587
NaN,NaN,False,True,True,0.49,0.49,1.98,-8.84,4.9,-3.94,0.48,certain,certain,0.48,169.589166666667,566.551702853543,3,568.485775475605,572.487344032284,581.974249047889,1.90094478181345,573.471033218713,574.471376880458,0.48,7.50279025177952,577.472516019949,488987,491308,496110,498491,502092,507515
NaN,NaN,False,True,True,0.48,0.48,2.46,-9.18,2.7,-6.48,-1.89,gamble,lose,-6.48,163.109166666667,583.991685561661,NaN,586.992833980657,590.994354539886,591.978060045447,NaN,NaN,NaN,NaN,NaN,NaN,509915,513516,518318,0,0,519520
NaN,NaN,False,True,True,0.48,0.48,2.94,-9.66,1.5,-8.16,-3.33,certain,certain,-3.33,159.779166666667,593.995495599273,3,596.129620314568,600.114496957918,601.114880297559,2.10087464153912,NaN,NaN,NaN,NaN,NaN,521920,524481,529263,0,0,530484
NaN,NaN,False,True,False,0.48,0.48,3.42,-10.14,7.7,-2.44,-1.22,gamble,lose,-2.44,157.339166666667,603.132317771277,NaN,606.133471629986,610.135002428669,619.621969840959,NaN,611.11869577488,612.119081994362,0.5,7.5028283297579,615.120288330283,532884,536485,541287,543668,547269,552693
NaN,NaN,False,True,False,0.5,0.5,3.92,-10.92,1.3,-9.62,-4.16,gamble,lose,-9.62,147.719166666667,621.639431313408,1,623.890236870615,627.891759029757,628.875464535322,2.21769851585486,NaN,NaN,NaN,NaN,NaN,555093,557794,562596,0,0,563797
