isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,choiceKey_rt,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
True,True,True,0.95,-0.05,-0.05,0.750000000000001,3.7,2.95,1.475,gamble,win,3.7,3.7,183.070855249622,NaN,186.072070552851,190.073584082158,191.05730996246,NaN,NaN,NaN,NaN,NaN,NaN,13054,16655,21457,0,0,22658
True,True,True,0.95,-0.05,-0.1,0.800000000000001,4.1,3.3,1.65,gamble,win,4.1,7.8,193.074772506632,1,194.742128527752,198.743677895371,199.727316739765,1.63440428065951,NaN,NaN,NaN,NaN,NaN,25058,27059,31861,0,0,33062
True,True,False,0.95,-0.05,-0.15,0.850000000000001,2.5,1.65,0.825,gamble,win,2.5,10.3,201.744764884585,1,203.979034579505,207.980602826225,217.467573674949,2.20129139564233,208.964264389564,209.964623412787,0.95,7.50284690698027,212.965788158355,35462,38143,42945,45326,48928,54351
True,True,False,0.95,-0.05,-0.2,0.900000000000001,-1.1,-2,-1.55,gamble,win,-1.1,9.2,219.484934783832,NaN,222.486151366989,226.48777337122,227.471472052828,NaN,NaN,NaN,NaN,NaN,NaN,56751,60352,65154,0,0,66355
True,True,False,0.95,-0.05,-0.25,0.950000000000001,5.1,4.15,2.075,gamble,win,5.1,14.3,229.488876999647,1,230.956153408508,234.95767813726,244.44473282207,1.43432850818499,235.941397937888,236.941769440513,0.9,7.50295154209016,239.942930666264,68755,70516,75318,77699,81300,86723
True,True,True,0.9,-0.1,-0.35,1.75,3.3,1.55,0.775,gamble,win,3.3,17.6,246.462178087037,1,247.896026297647,251.897619183233,252.881368422473,1.40096878673648,NaN,NaN,NaN,NaN,NaN,89123,90844,95646,0,0,96847
True,False,True,0.9,-0.1,-0.45,-0.3875,13.5,13.1125,6.55625,gamble,lose,13.1125,30.7125,254.898779449024,1,256.449398204102,260.450905973674,261.434554097621,1.51760397755424,NaN,NaN,NaN,NaN,NaN,99247,101108,105910,0,0,107111
True,True,True,0.9,-0.1,-0.55,1.95,13.1,11.15,5.575,gamble,win,13.1,43.8125,263.452100157883,1,265.136040684185,269.137600291317,278.624624577526,1.65101502457401,270.121371289511,271.121752391715,0.93,7.50279218953801,274.122894418368,109511,111532,116334,118715,122316,127739
True,True,True,0.93,-0.07,-0.62,1.6,13.3,11.7,5.85,gamble,win,13.3,57.1125,280.642041363812,1,282.442759154277,286.444381798472,287.428031522373,1.76783772662748,NaN,NaN,NaN,NaN,NaN,130139,132300,137102,0,0,138304
True,False,False,0.93,-0.07,-0.69,-0.3025,-0.9,-1.2025,-1.05125,certain,certain,-1.05125,56.06125,289.445483826974,3,291.779764849372,295.781307497295,305.268301064963,2.30133152179769,296.765041057282,297.765435598849,0.92,7.50289618468378,300.766581465316,140704,143505,148307,150688,154289,159712
