lifeHappySlider_response,blockHappySlider_response,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,choiceKey_rt,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
1,1,True,True,True,1,0,0,-0,4.9,4.9,2.45,gamble,win,4.9,4.9,47.0991595245796,NaN,50.1003335534842,54.0851834928144,55.0856097142678,NaN,NaN,NaN,NaN,NaN,NaN,5730,9331,14113,0,0,15334
NaN,NaN,True,True,True,1,0,0,-0,9.7,9.7,4.85,gamble,win,9.7,14.6,57.1030819138759,1,59.337284521378,63.3221770188575,64.3225622820901,2.20111732737496,NaN,NaN,NaN,NaN,NaN,17734,20417,25197,0,0,26419
NaN,NaN,True,True,False,1,0,0,-0,2.1,2.1,1.05,gamble,win,2.1,16.7,66.3400280819769,1,68.2074229729515,72.1923250700129,81.6960522678055,1.83432273027574,73.1927208927882,74.1931061560208,1,7.50287379493238,77.1942846647325,28819,31060,35842,38243,41844,47267
NaN,NaN,True,True,True,1,0,0,-0,9.1,9.1,4.55,gamble,win,9.1,25.8,83.7135097480568,1,85.3641588718056,89.3490459295208,90.3494446321711,1.6173811315748,NaN,NaN,NaN,NaN,NaN,49667,51648,56430,0,0,57651
NaN,NaN,True,True,True,1,0,0,-0,-0.5,-0.5,-0.5,gamble,win,-0.5,25.3,92.3669040323366,NaN,95.3680700615914,99.3696463129927,108.856689436878,NaN,100.353358701832,101.353757724464,1,7.50298259019837,104.354933673287,60051,63652,68454,70835,74436,79880
NaN,NaN,True,True,True,1,0,0,-0,11.1,11.1,5.55,gamble,win,11.1,36.4,110.895427271007,1,112.308052833541,116.292936051424,117.293292835897,1.37953164278224,NaN,NaN,NaN,NaN,NaN,82280,83984,88763,0,0,89984
NaN,NaN,True,False,False,1,0,0,0,10.7,10.7,5.35,gamble,lose,10.7,47.1,119.310797034115,1,120.461249046442,124.446115945037,125.446490008755,1.11735745260376,NaN,NaN,NaN,NaN,NaN,92384,93764,98546,0,0,99767
NaN,NaN,True,True,True,1,0,0,-0,11.7,11.7,5.85,gamble,win,11.7,58.8,127.463985887334,1,128.347662309738,132.332525368496,141.836265685717,0.850593702165497,133.332950949974,134.333344532846,1,7.50287379493238,137.334522721572,102167,103228,108010,110411,114012,119435
NaN,NaN,True,True,True,1,0,0,-0,8.9,8.9,4.45,gamble,win,8.9,67.7,143.853766684075,1,144.804072206778,148.789018141932,149.789412044789,0.917266000586096,NaN,NaN,NaN,NaN,NaN,121835,122976,127758,0,0,128979
NaN,NaN,True,True,False,1,0,0,-0,2.9,2.9,1.45,gamble,win,2.9,70.6,151.806872724901,1,154.307852842245,158.292703741536,167.796465497824,2.46789003742742,159.293133162846,160.293556504421,1,7.50294739173114,163.294677095655,131379,134380,139162,141563,145165,150608
NaN,NaN,True,True,False,1,0,0,-0,5.1,5.1,2.55,gamble,win,5.1,75.7,169.835193732368,1,170.931022521901,174.93260549301,175.932965797329,1.07939046492538,NaN,NaN,NaN,NaN,NaN,153008,154328,159130,0,0,160351
NaN,NaN,True,True,True,1,0,0,-0,11.5,11.5,5.75,gamble,win,11.5,87.2,177.950421677648,NaN,180.951636024802,184.953165878222,194.440257639988,NaN,185.936913145542,186.937275689761,1,7.50295283149171,189.938457078348,162751,166353,171155,173536,177137,182560
NaN,NaN,True,True,True,1,0,0,-0,3.3,3.3,1.65,gamble,win,3.3,90.5,196.457670642176,1,196.557713008329,200.559283499984,201.54300164857,0.0669462065015978,NaN,NaN,NaN,NaN,NaN,184960,185083,189882,0,0,191084
NaN,NaN,True,False,False,1,0,0,0,9.3,9.3,4.65,certain,certain,4.65,95.15,203.560463608625,3,204.64421164391,208.629146059564,209.629555961725,1.05067043482268,NaN,NaN,NaN,NaN,NaN,193484,194784,199566,0,0,200788
NaN,NaN,True,True,False,1,0,0,-0,6.3,6.3,3.15,gamble,win,6.3,101.45,211.646955204509,1,212.930789252052,216.932360383678,226.419450545513,1.25076508670099,217.916123970284,218.916481714718,1,7.50286355537901,221.917697341811,203188,204728,209530,211911,215512,220956
