isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,outcome1Box_started,choiceKey_keys,choiceKey_rt,outcome1Box_2_started,outcome1Box_3_started,fixCross_ITI_started,fixCross_ISI_started,happyText_started,happySlider_response,happySlider_rt,happySlider_started,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
True,True,True,0.65,-0.35,-0.35,5.25,0.7,-4.55,-1.925,certain,certain,-1.925,-1.925,323.633340437023,3,2.43457244741148,326.101028883219,330.085898661688,331.086310163781,NaN,NaN,NaN,NaN,NaN,14395,17356,22138,0,0,23359
True,True,False,0.65,-0.35,-0.7,5.6,7.3,1.7,0.85,gamble,win,7.3,5.375,333.103761884282,1,1.71760556980007,334.85444921437,338.839346511639,339.839737534618,NaN,NaN,NaN,NaN,NaN,25759,27860,32642,0,0,33864
True,False,True,0.65,-0.35,-1.05,-1.3125,11.3,9.9875,4.99375,gamble,lose,9.9875,15.3625,341.857185095301,1,1.86772639654373,343.741252220701,347.742822072381,357.246542870453,348.743211175446,349.743606998221,0.69,7.50285939556488,352.744765027826,36264,38524,43326,45727,49328,54752
True,True,True,0.69,-0.31,-1.36,5.7,6.1,0.399999999999999,0.199999999999999,gamble,win,6.1,21.4625,359.26399843079,1,1.45082262020151,360.747859293158,364.749473942895,365.73319209148,NaN,NaN,NaN,NaN,NaN,57152,58932,63734,0,0,64936
True,True,False,0.69,-0.31,-1.67,6.01,4.1,-1.91,1.095,gamble,win,4.1,25.5625,367.750593254183,NaN,NaN,370.751859119089,374.736662340452,384.240434336294,375.737140079662,376.737495904177,0.7,7.50289043420344,379.738655213725,67336,70937,75719,78120,81721,87144
True,True,True,0.7,-0.3,-1.97,6.17,-0.7,-6.87,-3.785,certain,certain,-3.785,21.7775,386.257882536949,3,2.90139885112148,389.192365708244,393.193934599964,394.17765370851,NaN,NaN,NaN,NaN,NaN,89544,93066,97868,0,0,99069
True,True,False,0.7,-0.3,-2.27,6.47,-0.1,-6.57,-3.335,gamble,win,-0.1,21.6775,396.195105748993,1,2.93473724023352,399.162931149236,403.164499720973,404.148272267186,NaN,NaN,NaN,NaN,NaN,101469,105030,109832,0,0,111034
True,True,True,0.7,-0.3,-2.57,6.77,6.9,0.129999999999999,0.0649999999999995,gamble,win,6.9,28.5775,406.165626711925,1,1.60092104791693,407.79964423948,411.784533857084,421.288311932665,412.784927759945,413.785319102913,0.7,7.50285683567199,416.786479052433,113434,115394,120176,122577,126179,131602
True,True,True,0.7,-0.3,-2.87,7.07,6.7,-0.370000000000001,-0.185,gamble,win,6.7,35.2775,423.305707015628,NaN,NaN,426.306887764244,430.308446096424,431.292195283662,NaN,NaN,NaN,NaN,NaN,134002,137603,142405,0,0,143607
True,True,True,0.7,-0.3,-3.17,7.37,7.1,-0.270000000000001,-0.135000000000001,gamble,win,7.1,42.3775,433.30962652505,1,1.9344335734495,435.277060902306,439.278628834072,448.765670358021,440.262340902918,441.262729366019,0.73,7.5028056378942,444.263895715259,146007,148368,153169,155550,159151,164575
