,21111.0,22293.0,22658.0,22694.0,22695.0,22812.0,23490.0,23520.0,23540.0,23550.0,23593.0,23607.0,23641.0,23656.0,23672.0,23693.0,23732.0,23757.0,23777.0,23780.0,23809.0,23911.0,23927.0,23951.0,23999.0,24071.0,24085.0,24103.0,24128.0,24138.0,24169.0,24172.0,24175.0,24185.0,24201.0,24208.0,24213.0,24216.0,24223.0,24225.0,24227.0,24229.0,24232.0,24235.0,24238.0,24247.0,24252.0,24259.0,24263.0,24267.0,24269.0,24281.0,24286.0,24287.0,24295.0
0,0.6820219,0.5387126,0.77590287,0.9859711,0.7163659,1.0061307,0.94621783,0.11192899,0.54948986,0.76378006,0.4542063,0.6483941,0.5014882,0.97219175,0.5329952,0.7985722,0.5143196,0.16096063,0.6469835,0.91506517,0.6818819,0.90760946,0.7563679,0.69463736,0.6648652,0.5715639,0.666067,0.5579918,0.78652656,0.76637685,0.94681185,0.6138112,0.5625251,0.7913965,0.96618134,1.0197567,0.55107754,0.6619535,0.99515694,0.8689587,0.4899873,0.45624486,0.80967987,0.9282863,0.9639619,0.73846006,0.57314926,0.5590512,0.9233825,1.0030336,0.8580618,0.6228778,0.47875273,0.5292068,0.66339445
1,0.6772071,0.51557213,0.7401836,0.98327833,0.7857679,1.0095171,0.9449766,0.09963227,0.5457526,0.7649849,0.39722946,0.7507666,0.5035948,0.9675468,0.5472021,0.79550093,0.52861947,0.14754197,0.6234859,0.9279927,0.62181294,0.9523225,0.7548123,0.6865126,0.6293324,0.50395083,0.67712057,0.51224893,0.79157525,0.6657459,0.9468656,0.6176198,0.5650642,0.77474225,0.93690455,1.0173416,0.58181626,0.6448421,0.98249155,0.83989054,0.4975704,0.4564024,0.83626676,0.8566824,0.9592862,0.7385398,0.57522434,0.5439178,0.8622418,1.0027566,0.86069363,0.62351,0.49825943,0.5340618,0.6444521
2,0.65994596,0.50761074,0.6081512,0.9115195,0.7523401,1.0039464,0.9460411,0.12406537,0.5429729,0.7708263,0.3930684,0.81092113,0.5045846,0.96715784,0.5381891,0.79988813,0.5342032,0.15118398,0.59464604,0.9196424,0.54088795,0.9473484,0.753133,0.6770865,0.6057343,0.47878647,0.6768908,0.51629704,0.79339254,0.65285134,0.9369207,0.6166266,0.55921906,0.76496017,0.948083,0.7836063,0.6737769,0.63085014,0.9942832,0.76708436,0.50105894,0.4693364,0.8011926,0.817776,0.96578914,0.73819304,0.5784128,0.5384129,0.98156077,1.0026997,0.8627463,0.63559806,0.51572603,0.53852355,0.6486697
3,0.6850314,0.5492839,0.6518855,0.86579174,0.6825267,1.0004101,0.94024897,0.12298471,0.53835386,0.7600053,0.45001137,0.75938123,0.50535667,0.95592517,0.5410158,0.8114195,0.52269065,0.13437177,0.61867976,0.9064295,0.5354775,0.94918776,0.7477364,0.6743803,0.56762135,0.45957547,0.6750958,0.5770751,0.7975534,0.68830645,0.9390341,0.61666286,0.54582065,0.8489845,0.9446821,0.762248,0.60555995,0.55154073,1.0102572,0.75255054,0.5005041,0.48213202,0.7110331,0.7343622,0.9471274,0.73693997,0.5767338,0.53344005,0.8060185,1.0027134,0.86031455,0.6304793,0.5322183,0.55017924,0.61162573
4,0.6787652,0.56891394,0.6664924,0.86879313,0.778365,1.0016637,0.93695575,0.09531736,0.53716147,0.75930166,0.37184033,0.7343998,0.5042681,0.9686688,0.5599293,0.805049,0.5315291,0.13796514,0.6058509,0.92678624,0.5725165,0.97149557,0.74910766,0.6818005,0.5627059,0.5336585,0.6728155,0.59764385,0.7861005,0.79829484,0.9398346,0.6085576,0.5468414,0.8430064,0.95232797,0.856815,0.5814666,0.4490353,1.0013177,0.74295115,0.4936392,0.48090148,0.7274487,0.7855557,0.9556387,0.73754966,0.5776573,0.525857,0.72143495,1.0029151,0.86303794,0.6295675,0.5345492,0.5559924,0.60967654
5,0.6933459,0.55215216,0.61545396,0.9112693,0.7702605,1.0044125,0.9411014,0.10551692,0.5400577,0.7577481,0.61156094,0.7873792,0.50450987,0.96412885,0.5569383,0.8061018,0.5207513,0.13417402,0.57224417,0.91324335,0.64825314,0.9621811,0.74890393,0.68508005,0.5156601,0.51083034,0.6704932,0.60542446,0.7740962,0.730672,0.933669,0.61186516,0.5522765,0.89710253,0.94289804,0.8307682,0.67310536,0.40842742,0.99662167,0.7522351,0.49501356,0.47459117,0.74108934,0.77878785,0.9603923,0.73653764,0.57773393,0.5258573,0.8504976,1.0027966,0.86480045,0.60954607,0.53407913,0.55243635,0.64726716
6,0.6886059,0.51437277,0.66384906,0.9295527,0.7389603,0.9990193,0.94787955,0.101303,0.53676754,0.7558885,0.4031034,0.70988256,0.5050039,0.9668483,0.55266744,0.80513054,0.5067956,0.13823985,0.5661897,0.8944697,0.63948095,0.9417763,0.75377977,0.6841727,0.51584435,0.4858877,0.6689778,0.5847636,0.76645166,0.735463,0.9368248,0.6097824,0.5536841,0.8488237,0.93723834,0.80876637,0.71846795,0.53684545,1.0153375,0.7840575,0.5003284,0.45620027,0.7900582,0.8099395,0.96445626,0.736799,0.5760083,0.5314974,0.81215674,1.002887,0.8672992,0.60702777,0.533488,0.55213934,0.6546193
7,0.66864055,0.50454986,0.59616125,0.83922905,0.68582547,0.98596406,0.9367168,0.11191504,0.5330298,0.75443465,0.30682045,0.65579677,0.50451946,0.9465425,0.5355714,0.7869254,0.5017955,0.13592409,0.5485637,0.88539016,0.5472036,0.8736197,0.7479591,0.67077315,0.50995326,0.42042613,0.6668023,0.55131906,0.7507823,0.44579744,0.9280389,0.5978402,0.54612577,0.68426436,0.878657,0.722422,0.46008328,0.41315717,0.96256405,0.77466077,0.5010032,0.46078625,0.7174627,0.76202905,0.9333329,0.7363935,0.57478106,0.5251621,0.5406419,1.0021192,0.8504919,0.6020059,0.530948,0.5501442,0.6399253
8,0.6424684,0.5111944,0.6096562,0.72159356,0.5832839,0.9774833,0.92444,0.124251984,0.5306747,0.75079626,0.37210977,0.5931386,0.50246704,0.94709146,0.50846636,0.7788618,0.5087115,0.12578715,0.5630444,0.8904815,0.45028344,0.7992183,0.74084765,0.65840405,0.4798417,0.43786317,0.6645911,0.52609235,0.7445485,0.47679913,0.91300774,0.5946414,0.54381484,0.68107355,0.8450054,0.40051326,0.332335,0.42090943,0.9601258,0.70705503,0.4996543,0.46485084,0.66755843,0.6313103,0.92302716,0.7346624,0.57394695,0.5176131,0.45037776,1.0010909,0.8427967,0.59757483,0.51739025,0.5434693,0.6037344
